Base_Model,Quantization,Direction,Category_Type,Category_Value,comet_score,chrf_score,Count,Baseline_COMET,Baseline_chrF,Overall_COMET,Overall_chrF,Baseline_Overall_COMET,Baseline_Overall_chrF,COMET_Category_Penalty,chrF_Category_Penalty,COMET_Overall_Penalty,chrF_Overall_Penalty,COMET_Excess_Category_Effect,chrF_Excess_Category_Effect
Llama Krikri 8B,Fp4,All,Topic,European History/Challenges To Spiritual Authority,0.914242,0.666829,4,0.906856,0.67326,0.891811,0.588672,0.89099,0.590504,-0.007386,0.006431,-0.000821,0.001832,-0.006565,0.0046
Llama Krikri 8B,Fp4,All,Topic,European History/Revolution In France,0.900045,0.65961,2,0.883194,0.614293,0.891811,0.588672,0.89099,0.590504,-0.016851,-0.045317,-0.000821,0.001832,-0.01603,-0.047149
Llama Krikri 8B,Fp4,All,Topic,European History/World War,0.875554,0.643971,2,0.902951,0.658923,0.891811,0.588672,0.89099,0.590504,0.027397,0.014952,-0.000821,0.001832,0.028219,0.01312
Llama Krikri 8B,Fp4,All,Topic,Food,0.866217,0.51443,6,0.860052,0.508149,0.891811,0.588672,0.89099,0.590504,-0.006165,-0.006281,-0.000821,0.001832,-0.005343,-0.008113
Llama Krikri 8B,Fp4,All,Topic,Fundamentals_Of_Transportation/Introduction,0.91003,0.611166,2,0.917173,0.643485,0.891811,0.588672,0.89099,0.590504,0.007143,0.032319,-0.000821,0.001832,0.007965,0.030487
Llama Krikri 8B,Fp4,All,Topic,Fundamentals_Of_Transportation/Traffic_Flow,0.906308,0.662336,4,0.905123,0.632907,0.891811,0.588672,0.89099,0.590504,-0.001186,-0.029428,-0.000821,0.001832,-0.000364,-0.03126
Llama Krikri 8B,Fp4,All,Topic,Health,0.905516,0.561605,10,0.903551,0.581283,0.891811,0.588672,0.89099,0.590504,-0.001965,0.019678,-0.000821,0.001832,-0.001143,0.017846
Llama Krikri 8B,Fp4,All,Topic,History Of Islam/Early Islam,0.886846,0.576277,4,0.888409,0.563209,0.891811,0.588672,0.89099,0.590504,0.001563,-0.013068,-0.000821,0.001832,0.002385,-0.014899
Llama Krikri 8B,Fp4,All,Topic,History Of Technology/Cultural Determinism,0.916182,0.694686,2,0.918868,0.695444,0.891811,0.588672,0.89099,0.590504,0.002687,0.000758,-0.000821,0.001832,0.003508,-0.001074
Llama Krikri 8B,Fp4,All,Topic,History Of Technology/Technological Determism,0.93225,0.723192,2,0.929334,0.690148,0.891811,0.588672,0.89099,0.590504,-0.002916,-0.033044,-0.000821,0.001832,-0.002095,-0.034876
Llama Krikri 8B,Fp4,All,Topic,History_Of_Rail_Transport/Early_Rail_Transportation,0.849644,0.621117,2,0.87656,0.605168,0.891811,0.588672,0.89099,0.590504,0.026917,-0.015949,-0.000821,0.001832,0.027738,-0.01778
Llama Krikri 8B,Fp4,All,Topic,"How Things Work, Flush Toilets",0.884858,0.464243,2,0.888157,0.493771,0.891811,0.588672,0.89099,0.590504,0.003299,0.029528,-0.000821,0.001832,0.00412,0.027696
Llama Krikri 8B,Fp4,All,Topic,How To Play The Violin/Bowing,0.792272,0.391261,4,0.790241,0.380556,0.891811,0.588672,0.89099,0.590504,-0.002031,-0.010706,-0.000821,0.001832,-0.001209,-0.012537
Llama Krikri 8B,Fp4,All,Topic,How_Things_Work/Pencil,0.902456,0.544571,4,0.886353,0.594491,0.891811,0.588672,0.89099,0.590504,-0.016103,0.04992,-0.000821,0.001832,-0.015282,0.048088
Llama Krikri 8B,Fp4,All,Topic,International,0.892444,0.520678,2,0.88513,0.498378,0.891811,0.588672,0.89099,0.590504,-0.007315,-0.0223,-0.000821,0.001832,-0.006493,-0.024132
Llama Krikri 8B,Fp4,All,Topic,Internatoinal,0.923652,0.578047,2,0.934738,0.640209,0.891811,0.588672,0.89099,0.590504,0.011085,0.062162,-0.000821,0.001832,0.011907,0.060331
Llama Krikri 8B,Fp4,All,Topic,Language/Italian,0.876352,0.573457,2,0.881444,0.569584,0.891811,0.588672,0.89099,0.590504,0.005092,-0.003873,-0.000821,0.001832,0.005914,-0.005705
Llama Krikri 8B,Fp4,All,Topic,Language/Persian,0.888398,0.541233,2,0.90145,0.56384,0.891811,0.588672,0.89099,0.590504,0.013052,0.022607,-0.000821,0.001832,0.013874,0.020775
Llama Krikri 8B,Fp4,All,Topic,Law,0.881869,0.534399,2,0.857638,0.519935,0.891811,0.588672,0.89099,0.590504,-0.024231,-0.014464,-0.000821,0.001832,-0.023409,-0.016296
Llama Krikri 8B,Fp4,All,Topic,Learning Theories/Organizational Learning,0.913529,0.551167,2,0.913529,0.551167,0.891811,0.588672,0.89099,0.590504,0.0,0.0,-0.000821,0.001832,0.000822,-0.001832
Llama Krikri 8B,Fp4,All,Topic,Managing Groups & Teams/Leader Credibility,0.850058,0.631999,2,0.835534,0.610243,0.891811,0.588672,0.89099,0.590504,-0.014525,-0.021756,-0.000821,0.001832,-0.013703,-0.023588
Llama Krikri 8B,Fp4,All,Topic,Managing Groups & Teams/Motivation,0.934375,0.620443,6,0.928842,0.617809,0.891811,0.588672,0.89099,0.590504,-0.005533,-0.002634,-0.000821,0.001832,-0.004712,-0.004466
Llama Krikri 8B,Fp4,All,Topic,Managing Groups & Teams/Virtual Teams,0.890291,0.620034,4,0.892865,0.629221,0.891811,0.588672,0.89099,0.590504,0.002575,0.009187,-0.000821,0.001832,0.003396,0.007356
Llama Krikri 8B,Fp4,All,Topic,Media,0.90442,0.640726,2,0.903519,0.673505,0.891811,0.588672,0.89099,0.590504,-0.000901,0.032779,-0.000821,0.001832,-8e-05,0.030947
Llama Krikri 8B,Fp4,All,Topic,Modern Photography/Format,0.833234,0.502296,4,0.848045,0.534942,0.891811,0.588672,0.89099,0.590504,0.014811,0.032646,-0.000821,0.001832,0.015632,0.030814
Llama Krikri 8B,Fp4,All,Topic,Music,0.856595,0.647343,2,0.842687,0.636355,0.891811,0.588672,0.89099,0.590504,-0.013907,-0.010988,-0.000821,0.001832,-0.013086,-0.01282
Llama Krikri 8B,Fp4,All,Topic,Natural Wonders/Astronomy,0.902153,0.607399,4,0.909099,0.604514,0.891811,0.588672,0.89099,0.590504,0.006946,-0.002884,-0.000821,0.001832,0.007768,-0.004716
Llama Krikri 8B,Fp4,All,Topic,Natural Wonders/Botanical Tourism In Singapore,0.928371,0.595117,2,0.924125,0.564881,0.891811,0.588672,0.89099,0.590504,-0.004246,-0.030236,-0.000821,0.001832,-0.003424,-0.032068
Llama Krikri 8B,Fp4,All,Topic,Natural Wonders/Cherry Blossom,0.919563,0.768522,4,0.927145,0.752535,0.891811,0.588672,0.89099,0.590504,0.007582,-0.015987,-0.000821,0.001832,0.008403,-0.017819
Llama Krikri 8B,Fp4,All,Topic,Natural Wonders/Galapagos Wildlife,0.932981,0.756336,4,0.927609,0.748543,0.891811,0.588672,0.89099,0.590504,-0.005372,-0.007793,-0.000821,0.001832,-0.004551,-0.009625
Llama Krikri 8B,Fp4,All,Topic,Natural Wonders/Midnight Sun,0.869415,0.504859,2,0.889179,0.563068,0.891811,0.588672,0.89099,0.590504,0.019764,0.058209,-0.000821,0.001832,0.020585,0.056377
Llama Krikri 8B,Fp4,All,Topic,Natural Wonders/Waterways,0.866428,0.554241,4,0.876718,0.561639,0.891811,0.588672,0.89099,0.590504,0.01029,0.007398,-0.000821,0.001832,0.011111,0.005566
Llama Krikri 8B,Fp4,All,Topic,Nature,0.917607,0.628026,4,0.917584,0.625891,0.891811,0.588672,0.89099,0.590504,-2.3e-05,-0.002135,-0.000821,0.001832,0.000799,-0.003966
Llama Krikri 8B,Fp4,All,Topic,Nikola Tesla/Middle Years,0.913166,0.647425,2,0.919926,0.666343,0.891811,0.588672,0.89099,0.590504,0.00676,0.018918,-0.000821,0.001832,0.007581,0.017086
Llama Krikri 8B,Fp4,All,Topic,Paleoanthropology/Genetics,0.895981,0.713632,2,0.884787,0.673454,0.891811,0.588672,0.89099,0.590504,-0.011194,-0.040178,-0.000821,0.001832,-0.010373,-0.042009
Llama Krikri 8B,Fp4,All,Topic,Paleoanthropology/Oldowan Period,0.87199,0.610543,2,0.882724,0.65513,0.891811,0.588672,0.89099,0.590504,0.010734,0.044587,-0.000821,0.001832,0.011555,0.042755
Llama Krikri 8B,Fp4,All,Topic,Policy,0.871201,0.503069,2,0.871026,0.536458,0.891811,0.588672,0.89099,0.590504,-0.000175,0.033389,-0.000821,0.001832,0.000646,0.031557
Llama Krikri 8B,Fp4,All,Topic,Politics,0.881024,0.584447,26,0.888169,0.605173,0.891811,0.588672,0.89099,0.590504,0.007145,0.020726,-0.000821,0.001832,0.007967,0.018894
Llama Krikri 8B,Fp4,All,Topic,Politics And Conflicts,0.879976,0.562197,8,0.872572,0.565521,0.891811,0.588672,0.89099,0.590504,-0.007404,0.003324,-0.000821,0.001832,-0.006583,0.001492
Llama Krikri 8B,Fp4,All,Topic,Reason To Travel/Christmas And New Year,0.899992,0.555273,2,0.902332,0.571113,0.891811,0.588672,0.89099,0.590504,0.002339,0.01584,-0.000821,0.001832,0.003161,0.014008
Llama Krikri 8B,Fp4,All,Topic,Reason To Travel/Working In Japan,0.920295,0.581187,4,0.919887,0.568876,0.891811,0.588672,0.89099,0.590504,-0.000408,-0.012311,-0.000821,0.001832,0.000413,-0.014143
Llama Krikri 8B,Fp4,All,Topic,Religion,0.941113,0.795487,4,0.937184,0.74864,0.891811,0.588672,0.89099,0.590504,-0.003929,-0.046848,-0.000821,0.001832,-0.003108,-0.04868
Llama Krikri 8B,Fp4,All,Topic,Remembering The Templars,0.935872,0.588382,2,0.938371,0.595079,0.891811,0.588672,0.89099,0.590504,0.002499,0.006696,-0.000821,0.001832,0.00332,0.004865
Llama Krikri 8B,Fp4,All,Topic,Research,0.812213,0.567407,2,0.836019,0.56766,0.891811,0.588672,0.89099,0.590504,0.023806,0.000253,-0.000821,0.001832,0.024627,-0.001579
Llama Krikri 8B,Fp4,All,Topic,Sailing,0.848769,0.473836,4,0.846919,0.484008,0.891811,0.588672,0.89099,0.590504,-0.00185,0.010173,-0.000821,0.001832,-0.001029,0.008341
Llama Krikri 8B,Fp4,All,Topic,Sciece,0.868387,0.652975,6,0.87586,0.6507,0.891811,0.588672,0.89099,0.590504,0.007474,-0.002275,-0.000821,0.001832,0.008295,-0.004107
Llama Krikri 8B,Fp4,All,Topic,Science,0.91545,0.632666,14,0.919046,0.645418,0.891811,0.588672,0.89099,0.590504,0.003596,0.012752,-0.000821,0.001832,0.004417,0.010921
Llama Krikri 8B,Fp4,All,Topic,Science And Technology,0.888424,0.570745,6,0.893926,0.583474,0.891811,0.588672,0.89099,0.590504,0.005503,0.012729,-0.000821,0.001832,0.006324,0.010897
Llama Krikri 8B,Fp4,All,Topic,"Science Experiments, Bath Fizzler",0.896982,0.514466,2,0.896982,0.514466,0.891811,0.588672,0.89099,0.590504,0.0,0.0,-0.000821,0.001832,0.000821,-0.001832
Llama Krikri 8B,Fp4,All,Topic,"Science Experiments, Red Cabbage",0.916802,0.648598,4,0.921102,0.667512,0.891811,0.588672,0.89099,0.590504,0.0043,0.018915,-0.000821,0.001832,0.005121,0.017083
Llama Krikri 8B,Fp4,All,Topic,Science/Animal Behavior,0.899579,0.687637,4,0.898571,0.665559,0.891811,0.588672,0.89099,0.590504,-0.001009,-0.022078,-0.000821,0.001832,-0.000187,-0.023909
Llama Krikri 8B,Fp4,All,Topic,Science/Applied Ecology,0.8715,0.373033,2,0.869308,0.366164,0.891811,0.588672,0.89099,0.590504,-0.002192,-0.006869,-0.000821,0.001832,-0.001371,-0.0087
Llama Krikri 8B,Fp4,All,Topic,Science/First Aid,0.871851,0.446512,2,0.871498,0.40404,0.891811,0.588672,0.89099,0.590504,-0.000353,-0.042472,-0.000821,0.001832,0.000468,-0.044303
Llama Krikri 8B,Fp4,All,Topic,Science/General Biology,0.886149,0.580334,4,0.886497,0.569391,0.891811,0.588672,0.89099,0.590504,0.000349,-0.010942,-0.000821,0.001832,0.00117,-0.012774
Llama Krikri 8B,Fp4,All,Topic,Science/Nature Of Science,0.940429,0.687396,2,0.939426,0.636784,0.891811,0.588672,0.89099,0.590504,-0.001003,-0.050612,-0.000821,0.001832,-0.000181,-0.052443
Llama Krikri 8B,Fp4,All,Topic,Science/Parasitic Insects,0.779855,0.483603,2,0.780185,0.489964,0.891811,0.588672,0.89099,0.590504,0.00033,0.006361,-0.000821,0.001832,0.001152,0.00453
Llama Krikri 8B,Fp4,All,Topic,Science/Sexual Health,0.925931,0.68456,2,0.939842,0.739847,0.891811,0.588672,0.89099,0.590504,0.013911,0.055287,-0.000821,0.001832,0.014732,0.053455
Llama Krikri 8B,Fp4,All,Topic,Seven Wonders Of The World/Pyramid At Giza,0.908279,0.664709,2,0.910124,0.665241,0.891811,0.588672,0.89099,0.590504,0.001845,0.000532,-0.000821,0.001832,0.002667,-0.001299
Llama Krikri 8B,Fp4,All,Topic,Shopping,0.85554,0.402225,2,0.86099,0.378518,0.891811,0.588672,0.89099,0.590504,0.00545,-0.023708,-0.000821,0.001832,0.006272,-0.025539
Llama Krikri 8B,Fp4,All,Topic,Sociology/Agriculture,0.899268,0.637306,2,0.897383,0.624333,0.891811,0.588672,0.89099,0.590504,-0.001885,-0.012973,-0.000821,0.001832,-0.001063,-0.014805
Llama Krikri 8B,Fp4,All,Topic,Sociology/Culture,0.870699,0.352564,2,0.870814,0.348986,0.891811,0.588672,0.89099,0.590504,0.000115,-0.003577,-0.000821,0.001832,0.000936,-0.005409
Llama Krikri 8B,Fp4,All,Topic,Sociology/Socialization,0.907587,0.660754,2,0.916594,0.716175,0.891811,0.588672,0.89099,0.590504,0.009007,0.05542,-0.000821,0.001832,0.009828,0.053589
Llama Krikri 8B,Fp4,All,Topic,Solar_System/Moon,0.946945,0.806609,2,0.946945,0.806609,0.891811,0.588672,0.89099,0.590504,0.0,0.0,-0.000821,0.001832,0.000821,-0.001832
Llama Krikri 8B,Fp4,All,Topic,Solar_System/Solar_System,0.920859,0.620279,2,0.918988,0.620858,0.891811,0.588672,0.89099,0.590504,-0.001871,0.000579,-0.000821,0.001832,-0.00105,-0.001253
Llama Krikri 8B,Fp4,All,Topic,Sports,0.831716,0.505128,24,0.83881,0.525258,0.891811,0.588672,0.89099,0.590504,0.007094,0.02013,-0.000821,0.001832,0.007915,0.018299
Llama Krikri 8B,Fp4,All,Topic,"Sports, Horse Riding",0.84202,0.303567,2,0.826683,0.26121,0.891811,0.588672,0.89099,0.590504,-0.015337,-0.042357,-0.000821,0.001832,-0.014515,-0.044189
Llama Krikri 8B,Fp4,All,Topic,The_Cold_War/Introduction,0.889663,0.569694,4,0.893464,0.578247,0.891811,0.588672,0.89099,0.590504,0.003801,0.008554,-0.000821,0.001832,0.004623,0.006722
Llama Krikri 8B,Fp4,All,Topic,The_Elements/Mixtures,0.898134,0.709697,2,0.892447,0.631794,0.891811,0.588672,0.89099,0.590504,-0.005687,-0.077903,-0.000821,0.001832,-0.004865,-0.079734
Llama Krikri 8B,Fp4,All,Topic,The_Elements/Overview,0.883696,0.650631,2,0.849941,0.547756,0.891811,0.588672,0.89099,0.590504,-0.033755,-0.102875,-0.000821,0.001832,-0.032933,-0.104707
Llama Krikri 8B,Fp4,All,Topic,Transport/History,0.913879,0.616068,2,0.919708,0.668246,0.891811,0.588672,0.89099,0.590504,0.005829,0.052178,-0.000821,0.001832,0.006651,0.050346
Llama Krikri 8B,Fp4,All,Topic,Travel,0.896036,0.574805,62,0.888687,0.560519,0.891811,0.588672,0.89099,0.590504,-0.007349,-0.014286,-0.000821,0.001832,-0.006528,-0.016118
Llama Krikri 8B,Fp4,All,Topic,"Travel, Accomodation",0.856171,0.486886,2,0.864279,0.527599,0.891811,0.588672,0.89099,0.590504,0.008107,0.040713,-0.000821,0.001832,0.008929,0.038882
Llama Krikri 8B,Fp4,All,Topic,"Travel, Art",0.909324,0.74227,2,0.896894,0.691629,0.891811,0.588672,0.89099,0.590504,-0.01243,-0.050642,-0.000821,0.001832,-0.011608,-0.052473
Llama Krikri 8B,Fp4,All,Topic,"Travel, Climate",0.931204,0.736625,4,0.935482,0.737471,0.891811,0.588672,0.89099,0.590504,0.004277,0.000846,-0.000821,0.001832,0.005099,-0.000986
Llama Krikri 8B,Fp4,All,Topic,"Travel, Cuisine",0.927102,0.698575,2,0.924413,0.696327,0.891811,0.588672,0.89099,0.590504,-0.002689,-0.002248,-0.000821,0.001832,-0.001868,-0.00408
Llama Krikri 8B,Fp4,All,Topic,"Travel, Culture",0.894427,0.571372,8,0.903266,0.609338,0.891811,0.588672,0.89099,0.590504,0.008839,0.037966,-0.000821,0.001832,0.00966,0.036134
Llama Krikri 8B,Fp4,All,Topic,"Travel, Economy",0.898504,0.599582,4,0.886129,0.600212,0.891811,0.588672,0.89099,0.590504,-0.012375,0.00063,-0.000821,0.001832,-0.011553,-0.001201
Llama Krikri 8B,Fp4,All,Topic,"Travel, Geography",0.894618,0.562549,6,0.890858,0.590181,0.891811,0.588672,0.89099,0.590504,-0.00376,0.027632,-0.000821,0.001832,-0.002938,0.0258
Llama Krikri 8B,Fp4,All,Topic,"Travel, History",0.904301,0.636526,12,0.907854,0.63119,0.891811,0.588672,0.89099,0.590504,0.003553,-0.005336,-0.000821,0.001832,0.004374,-0.007168
Llama Krikri 8B,Fp4,All,Topic,"Travel, Insects",0.902807,0.449654,4,0.902916,0.449559,0.891811,0.588672,0.89099,0.590504,0.000109,-9.5e-05,-0.000821,0.001832,0.00093,-0.001927
Llama Krikri 8B,Fp4,All,Topic,"Travel, Laundry",0.908012,0.579929,2,0.912294,0.59847,0.891811,0.588672,0.89099,0.590504,0.004282,0.018541,-0.000821,0.001832,0.005103,0.01671
Llama Krikri 8B,Fp4,All,Topic,"Travel, Music",0.911345,0.544134,4,0.752901,0.426133,0.891811,0.588672,0.89099,0.590504,-0.158444,-0.118,-0.000821,0.001832,-0.157622,-0.119832
Llama Krikri 8B,Fp4,All,Topic,"Travel, Safety",0.883637,0.56096,20,0.884689,0.564453,0.891811,0.588672,0.89099,0.590504,0.001052,0.003493,-0.000821,0.001832,0.001873,0.001661
Llama Krikri 8B,Fp4,All,Topic,"Travel, Sports Events",0.9318,0.633631,2,0.93281,0.645055,0.891811,0.588672,0.89099,0.590504,0.001011,0.011424,-0.000821,0.001832,0.001832,0.009592
Llama Krikri 8B,Fp4,All,Topic,"Travel, Tourism",0.905362,0.630889,8,0.903864,0.632412,0.891811,0.588672,0.89099,0.590504,-0.001498,0.001522,-0.000821,0.001832,-0.000676,-0.000309
Llama Krikri 8B,Fp4,All,Topic,"Travel, Wildlife",0.876164,0.556148,6,0.881456,0.573972,0.891811,0.588672,0.89099,0.590504,0.005292,0.017824,-0.000821,0.001832,0.006114,0.015992
Llama Krikri 8B,Fp4,All,Topic,United_States_Charters_Of_Freedom/Constitution,0.859513,0.42558,2,0.888097,0.490307,0.891811,0.588672,0.89099,0.590504,0.028584,0.064727,-0.000821,0.001832,0.029405,0.062896
Llama Krikri 8B,Fp4,All,Topic,United_States_Charters_Of_Freedom/Declaration_Of_Independence,0.839398,0.322071,2,0.866116,0.397866,0.891811,0.588672,0.89099,0.590504,0.026719,0.075796,-0.000821,0.001832,0.02754,0.073964
Llama Krikri 8B,Fp4,All,Topic,Warfare,0.915148,0.628812,6,0.919424,0.66055,0.891811,0.588672,0.89099,0.590504,0.004275,0.031737,-0.000821,0.001832,0.005097,0.029906
Llama Krikri 8B,Fp4,All,Topic,Weather,0.923759,0.689605,4,0.918422,0.672727,0.891811,0.588672,0.89099,0.590504,-0.005337,-0.016877,-0.000821,0.001832,-0.004515,-0.018709
Llama Krikri 8B,Fp4,All,Topic,Wikijunior:Dinosaurs/Extinction,0.852577,0.37066,2,0.852577,0.37066,0.891811,0.588672,0.89099,0.590504,-0.0,0.0,-0.000821,0.001832,0.000821,-0.001832
Llama Krikri 8B,Fp4,All,Topic,"Work, Travel",0.92788,0.538831,2,0.927421,0.538933,0.891811,0.588672,0.89099,0.590504,-0.000459,0.000102,-0.000821,0.001832,0.000362,-0.001729
Llama Krikri 8B,Fp4,All,Topic,"World Heritage, Machu Picchu",0.936128,0.675522,2,0.934771,0.689675,0.891811,0.588672,0.89099,0.590504,-0.001356,0.014154,-0.000821,0.001832,-0.000535,0.012322
Llama Krikri 8B,Fp4,All,Topic,World_War_Ii/Liberation_Of_Western_Europe,0.928612,0.715633,2,0.930053,0.721885,0.891811,0.588672,0.89099,0.590504,0.001441,0.006252,-0.000821,0.001832,0.002262,0.00442
Llama Krikri 8B,Fp4,All,Topic,Yoga/Yoga_Tales,0.90657,0.691855,6,0.904133,0.66207,0.891811,0.588672,0.89099,0.590504,-0.002436,-0.029785,-0.000821,0.001832,-0.001615,-0.031617
Llama Krikri 8B,Fp4 AWQ,All,Domain,Other,0.89238,0.593397,128,0.894035,0.593324,0.892046,0.590146,0.89099,0.590504,0.001655,-7.3e-05,-0.001056,0.000358,0.002711,-0.000431
Llama Krikri 8B,Fp4 AWQ,All,Domain,Wikijunior,0.896511,0.604088,62,0.891086,0.605162,0.892046,0.590146,0.89099,0.590504,-0.005425,0.001074,-0.001056,0.000358,-0.004369,0.000716
Llama Krikri 8B,Fp4 AWQ,All,Domain,Wikinews,0.890613,0.597986,204,0.889742,0.597628,0.892046,0.590146,0.89099,0.590504,-0.00087,-0.000358,-0.001056,0.000358,0.000186,-0.000716
Llama Krikri 8B,Fp4 AWQ,All,Domain,Wikivoyage,0.891914,0.576167,206,0.890304,0.577286,0.892046,0.590146,0.89099,0.590504,-0.00161,0.001119,-0.001056,0.000358,-0.000554,0.000761
Llama Krikri 8B,Fp4 AWQ,All,Topic,Accident,0.892509,0.512301,8,0.890239,0.496428,0.892046,0.590146,0.89099,0.590504,-0.00227,-0.015873,-0.001056,0.000358,-0.001214,-0.016231
Llama Krikri 8B,Fp4 AWQ,All,Topic,American Education/Forgotten Half/Foster Care,0.888029,0.478642,2,0.893006,0.477805,0.892046,0.590146,0.89099,0.590504,0.004977,-0.000838,-0.001056,0.000358,0.006034,-0.001196
Llama Krikri 8B,Fp4 AWQ,All,Topic,American Education/Technology (Role),0.791409,0.496056,2,0.829052,0.519731,0.892046,0.590146,0.89099,0.590504,0.037643,0.023675,-0.001056,0.000358,0.038699,0.023317
Llama Krikri 8B,Fp4 AWQ,All,Topic,American_Revolution/The_Declaration_Of_Independence,0.921134,0.57734,2,0.919059,0.576658,0.892046,0.590146,0.89099,0.590504,-0.002075,-0.000682,-0.001056,0.000358,-0.001019,-0.00104
Llama Krikri 8B,Fp4 AWQ,All,Topic,Ancient Civilizations/Romans,0.911387,0.55002,4,0.913379,0.560196,0.892046,0.590146,0.89099,0.590504,0.001992,0.010177,-0.001056,0.000358,0.003048,0.009819
Llama Krikri 8B,Fp4 AWQ,All,Topic,Ancient_Civilizations/Babylonians,0.87878,0.511262,4,0.880918,0.530184,0.892046,0.590146,0.89099,0.590504,0.002138,0.018922,-0.001056,0.000358,0.003194,0.018564
Llama Krikri 8B,Fp4 AWQ,All,Topic,Ancient_Civilizations/Hebrews,0.898119,0.7071,2,0.901012,0.697824,0.892046,0.590146,0.89099,0.590504,0.002893,-0.009276,-0.001056,0.000358,0.00395,-0.009634
Llama Krikri 8B,Fp4 AWQ,All,Topic,Ancient_Civilizations/What_Is_A_Civilization%3F,0.918699,0.633596,2,0.918699,0.633596,0.892046,0.590146,0.89099,0.590504,0.0,0.0,-0.001056,0.000358,0.001056,-0.000358
Llama Krikri 8B,Fp4 AWQ,All,Topic,"Antartica, Travel",0.884709,0.633791,4,0.8938,0.647226,0.892046,0.590146,0.89099,0.590504,0.009092,0.013435,-0.001056,0.000358,0.010148,0.013077
Llama Krikri 8B,Fp4 AWQ,All,Topic,"Big Cats, Lion",0.865156,0.57793,2,0.856602,0.609575,0.892046,0.590146,0.89099,0.590504,-0.008555,0.031646,-0.001056,0.000358,-0.007498,0.031288
Llama Krikri 8B,Fp4 AWQ,All,Topic,"Big Cats, Ocelot",0.82831,0.497607,4,0.79742,0.526121,0.892046,0.590146,0.89099,0.590504,-0.030891,0.028514,-0.001056,0.000358,-0.029834,0.028156
Llama Krikri 8B,Fp4 AWQ,All,Topic,"Big Cats, Tiger",0.875685,0.674987,2,0.859357,0.639591,0.892046,0.590146,0.89099,0.590504,-0.016328,-0.035396,-0.001056,0.000358,-0.015272,-0.035754
Llama Krikri 8B,Fp4 AWQ,All,Topic,"Biology, Origin Of Life",0.918922,0.715922,2,0.916352,0.714361,0.892046,0.590146,0.89099,0.590504,-0.00257,-0.001562,-0.001056,0.000358,-0.001513,-0.00192
Llama Krikri 8B,Fp4 AWQ,All,Topic,"Biology, Plants",0.950584,0.77532,2,0.949774,0.771516,0.892046,0.590146,0.89099,0.590504,-0.00081,-0.003803,-0.001056,0.000358,0.000246,-0.004161
Llama Krikri 8B,Fp4 AWQ,All,Topic,Blended Learning/Blogging,0.9047,0.705067,2,0.900306,0.693405,0.892046,0.590146,0.89099,0.590504,-0.004394,-0.011662,-0.001056,0.000358,-0.003337,-0.012019
Llama Krikri 8B,Fp4 AWQ,All,Topic,Blended Learning/Field Trips,0.86946,0.610159,4,0.869596,0.57106,0.892046,0.590146,0.89099,0.590504,0.000136,-0.039099,-0.001056,0.000358,0.001192,-0.039457
Llama Krikri 8B,Fp4 AWQ,All,Topic,Bugs/Insects_Intro,0.881504,0.698682,4,0.886641,0.74575,0.892046,0.590146,0.89099,0.590504,0.005137,0.047067,-0.001056,0.000358,0.006193,0.04671
Llama Krikri 8B,Fp4 AWQ,All,Topic,Business,0.905302,0.52839,4,0.887549,0.479283,0.892046,0.590146,0.89099,0.590504,-0.017753,-0.049107,-0.001056,0.000358,-0.016697,-0.049465
Llama Krikri 8B,Fp4 AWQ,All,Topic,Climate,0.914895,0.663848,4,0.918251,0.684046,0.892046,0.590146,0.89099,0.590504,0.003356,0.020198,-0.001056,0.000358,0.004413,0.019841
Llama Krikri 8B,Fp4 AWQ,All,Topic,Cognitive Psycology And Neuroscience/Cognitive Neuropsychology,0.909476,0.627813,6,0.912617,0.620564,0.892046,0.590146,0.89099,0.590504,0.003141,-0.007249,-0.001056,0.000358,0.004197,-0.007607
