Base_Model,Quantization,Direction,Challenge,Normal_Count,Challenging_Count,COMET_Normal,COMET_Challenging,chrF_Normal,chrF_Challenging,COMET_Raw_Gap,chrF_Raw_Gap,Baseline_COMET_Normal,Baseline_COMET_Challenging,Baseline_chrF_Normal,Baseline_chrF_Challenging,Baseline_COMET_Raw_Gap,Baseline_chrF_Raw_Gap,Overall_COMET,Overall_chrF,Baseline_Overall_COMET,Baseline_Overall_chrF,COMET_Overall_Penalty,chrF_Overall_Penalty,COMET_Normal_Penalty,COMET_Challenging_Penalty,chrF_Normal_Penalty,chrF_Challenging_Penalty,COMET_Excess_Challenge_Effect,chrF_Excess_Challenge_Effect,COMET_Effect_Check,chrF_Effect_Check
Llama Krikri 8B,4bit Static GPTQ,EN-GR,Has_Rare_Words,163,137,0.905043,0.89522,0.54146,0.539215,0.009824,0.002245,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.900557,0.540435,0.903096,0.54703,0.002539,0.006595,0.001617,0.003636,0.00085,0.013431,0.002018,0.012582,0.002018,0.012582
Llama Krikri 8B,4bit Static GPTQ,EN-GR,High_Morphology,225,75,0.898922,0.905463,0.538583,0.545992,-0.006542,-0.007409,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.900557,0.540435,0.903096,0.54703,0.002539,0.006595,0.00286,0.001577,0.005774,0.009059,-0.001283,0.003285,-0.001283,0.003285
Llama Krikri 8B,4bit Static GPTQ,EN-GR,Is_Long_Sentence,288,12,0.901145,0.886458,0.539514,0.56254,0.014687,-0.023026,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.900557,0.540435,0.903096,0.54703,0.002539,0.006595,0.002609,0.000852,0.006742,0.003072,-0.001758,-0.00367,-0.001758,-0.00367
Llama Krikri 8B,4bit True GPTQ,EN-GR,Has_Rare_Words,163,137,0.905574,0.895233,0.537429,0.543895,0.010341,-0.006466,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.900851,0.540382,0.903096,0.54703,0.002245,0.006649,0.001087,0.003623,0.004881,0.008752,0.002536,0.00387,0.002536,0.00387
Llama Krikri 8B,4bit True GPTQ,EN-GR,High_Morphology,225,75,0.898692,0.907329,0.535892,0.553851,-0.008637,-0.017959,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.900851,0.540382,0.903096,0.54703,0.002245,0.006649,0.003089,-0.000289,0.008465,0.0012,-0.003379,-0.007265,-0.003379,-0.007265
Llama Krikri 8B,4bit True GPTQ,EN-GR,Is_Long_Sentence,288,12,0.901446,0.886581,0.53935,0.565141,0.014864,-0.025791,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.900851,0.540382,0.903096,0.54703,0.002245,0.006649,0.002308,0.000728,0.006906,0.000471,-0.00158,-0.006435,-0.00158,-0.006435
Llama Krikri 8B,Analytical Net Mngr 4.5GB,EN-GR,Has_Rare_Words,163,137,0.431585,0.402448,0.036468,0.044693,0.029137,-0.008225,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.418279,0.040224,0.903096,0.54703,0.484817,0.506806,0.475075,0.496408,0.505842,0.507954,0.021332,0.002112,0.021332,0.002112
Llama Krikri 8B,Analytical Net Mngr 4.5GB,EN-GR,High_Morphology,225,75,0.41407,0.430906,0.042366,0.0338,-0.016836,0.008566,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.418279,0.040224,0.903096,0.54703,0.484817,0.506806,0.487711,0.476134,0.501991,0.521251,-0.011578,0.01926,-0.011578,0.01926
Llama Krikri 8B,Analytical Net Mngr 4.5GB,EN-GR,Is_Long_Sentence,288,12,0.420109,0.374366,0.038266,0.087211,0.045743,-0.048945,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.418279,0.040224,0.903096,0.54703,0.484817,0.506806,0.483645,0.512944,0.50799,0.478401,0.029299,-0.029589,0.029299,-0.029589
Llama Krikri 8B,Empirical Net Mngr 5.5GB,EN-GR,Has_Rare_Words,163,137,0.890796,0.885333,0.537199,0.532584,0.005462,0.004615,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.888301,0.535092,0.903096,0.54703,0.014795,0.011939,0.015865,0.013522,0.005111,0.020063,-0.002343,0.014952,-0.002343,0.014952
Llama Krikri 8B,Empirical Net Mngr 5.5GB,EN-GR,High_Morphology,225,75,0.886511,0.893672,0.534424,0.537095,-0.007162,-0.002671,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.888301,0.535092,0.903096,0.54703,0.014795,0.011939,0.015271,0.013368,0.009933,0.017956,-0.001903,0.008023,-0.001903,0.008023
Llama Krikri 8B,Empirical Net Mngr 5.5GB,EN-GR,Is_Long_Sentence,288,12,0.88904,0.870562,0.534387,0.551993,0.018479,-0.017605,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.888301,0.535092,0.903096,0.54703,0.014795,0.011939,0.014714,0.016748,0.011869,0.013619,0.002034,0.001751,0.002034,0.001751
Llama Krikri 8B,Fp4,EN-GR,Has_Rare_Words,163,137,0.907784,0.897402,0.547874,0.545395,0.010381,0.002479,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.903043,0.546742,0.903096,0.54703,5.3e-05,0.000288,-0.001123,0.001453,-0.005564,0.007251,0.002576,0.012816,0.002576,0.012816
Llama Krikri 8B,Fp4,EN-GR,High_Morphology,225,75,0.902018,0.906119,0.544192,0.554394,-0.004101,-0.010202,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.903043,0.546742,0.903096,0.54703,5.3e-05,0.000288,-0.000236,0.000921,0.000165,0.000657,0.001157,0.000492,0.001157,0.000492
Llama Krikri 8B,Fp4,EN-GR,Is_Long_Sentence,288,12,0.903748,0.886128,0.545744,0.570706,0.01762,-0.024962,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.903043,0.546742,0.903096,0.54703,5.3e-05,0.000288,6e-06,0.001182,0.000512,-0.005094,0.001176,-0.005607,0.001176,-0.005607
Llama Krikri 8B,Fp4 AWQ,EN-GR,Has_Rare_Words,163,137,0.907671,0.897756,0.543205,0.554816,0.009915,-0.011611,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.903143,0.548507,0.903096,0.54703,-4.7e-05,-0.001477,-0.00101,0.001099,-0.000895,-0.002169,0.00211,-0.001274,0.00211,-0.001274
Llama Krikri 8B,Fp4 AWQ,EN-GR,High_Morphology,225,75,0.901859,0.906997,0.544968,0.559127,-0.005139,-0.014159,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.903143,0.548507,0.903096,0.54703,-4.7e-05,-0.001477,-7.7e-05,4.3e-05,-0.000611,-0.004076,0.000119,-0.003465,0.000119,-0.003465
Llama Krikri 8B,Fp4 AWQ,EN-GR,Is_Long_Sentence,288,12,0.903789,0.887643,0.547165,0.580718,0.016146,-0.033553,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.903143,0.548507,0.903096,0.54703,-4.7e-05,-0.001477,-3.5e-05,-0.000333,-0.000909,-0.015106,-0.000298,-0.014197,-0.000298,-0.014197
Llama Krikri 8B,Fp8,EN-GR,Has_Rare_Words,163,137,0.906914,0.89728,0.541978,0.547202,0.009634,-0.005224,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.902514,0.544364,0.903096,0.54703,0.000582,0.002667,-0.000254,0.001576,0.000332,0.005445,0.001829,0.005113,0.001829,0.005113
Llama Krikri 8B,Fp8,EN-GR,High_Morphology,225,75,0.901004,0.907046,0.540414,0.556213,-0.006042,-0.0158,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.902514,0.544364,0.903096,0.54703,0.000582,0.002667,0.000778,-6e-06,0.003943,-0.001163,-0.000784,-0.005106,-0.000784,-0.005106
Llama Krikri 8B,Fp8,EN-GR,Is_Long_Sentence,288,12,0.903142,0.887442,0.543335,0.569046,0.0157,-0.02571,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.902514,0.544364,0.903096,0.54703,0.000582,0.002667,0.000612,-0.000132,0.002921,-0.003433,-0.000744,-0.006354,-0.000744,-0.006354
Llama Krikri 8B,Fp8 Per Tensor,EN-GR,Has_Rare_Words,163,137,0.905566,0.897135,0.539655,0.544844,0.008431,-0.005189,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.901716,0.542024,0.903096,0.54703,0.00138,0.005006,0.001094,0.00172,0.002655,0.007803,0.000626,0.005147,0.000626,0.005147
Llama Krikri 8B,Fp8 Per Tensor,EN-GR,High_Morphology,225,75,0.899823,0.907396,0.536337,0.559087,-0.007574,-0.02275,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.901716,0.542024,0.903096,0.54703,0.00138,0.005006,0.001959,-0.000356,0.00802,-0.004036,-0.002315,-0.012056,-0.002315,-0.012056
Llama Krikri 8B,Fp8 Per Tensor,EN-GR,Is_Long_Sentence,288,12,0.902355,0.886387,0.541203,0.56174,0.015968,-0.020537,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.901716,0.542024,0.903096,0.54703,0.00138,0.005006,0.001399,0.000923,0.005053,0.003872,-0.000477,-0.001181,-0.000477,-0.001181
Llama Krikri 8B,Full Model,EN-GR,Has_Rare_Words,163,137,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.903096,0.54703,0.903096,0.54703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama Krikri 8B,Full Model,EN-GR,High_Morphology,225,75,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.903096,0.54703,0.903096,0.54703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama Krikri 8B,Full Model,EN-GR,Is_Long_Sentence,288,12,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.903096,0.54703,0.903096,0.54703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama Krikri 8B,Int2 Batch16,EN-GR,Has_Rare_Words,163,137,0.540548,0.507921,0.022965,0.024771,0.032627,-0.001805,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.525648,0.02379,0.903096,0.54703,0.377448,0.52324,0.366112,0.390934,0.519344,0.527876,0.024822,0.008532,0.024822,0.008532
Llama Krikri 8B,Int2 Batch16,EN-GR,High_Morphology,225,75,0.522698,0.534499,0.020673,0.033139,-0.011801,-0.012466,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.525648,0.02379,0.903096,0.54703,0.377448,0.52324,0.379084,0.37254,0.523683,0.521912,-0.006543,-0.001772,-0.006543,-0.001772
Llama Krikri 8B,Int2 Batch16,EN-GR,Is_Long_Sentence,288,12,0.529351,0.436779,0.023585,0.028711,0.092573,-0.005126,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.525648,0.02379,0.903096,0.54703,0.377448,0.52324,0.374403,0.450531,0.522671,0.536901,0.076128,0.01423,0.076128,0.01423
Llama Krikri 8B,Int4,EN-GR,Has_Rare_Words,163,137,0.905319,0.896649,0.546406,0.544496,0.00867,0.00191,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.90136,0.545533,0.903096,0.54703,0.001736,0.001497,0.001342,0.002206,-0.004096,0.008151,0.000865,0.012247,0.000865,0.012247
Llama Krikri 8B,Int4,EN-GR,High_Morphology,225,75,0.899707,0.906317,0.54203,0.556043,-0.006609,-0.014012,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.90136,0.545533,0.903096,0.54703,0.001736,0.001497,0.002074,0.000723,0.002326,-0.000992,-0.001351,-0.003318,-0.001351,-0.003318
Llama Krikri 8B,Int4,EN-GR,Is_Long_Sentence,288,12,0.901978,0.886517,0.544212,0.577255,0.015461,-0.033043,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.90136,0.545533,0.903096,0.54703,0.001736,0.001497,0.001776,0.000793,0.002044,-0.011643,-0.000983,-0.013687,-0.000983,-0.013687
Llama Krikri 8B,Int4 AWQ,EN-GR,Has_Rare_Words,163,137,0.908063,0.897081,0.54403,0.549707,0.010982,-0.005677,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.903048,0.546623,0.903096,0.54703,4.8e-05,0.000408,-0.001403,0.001774,-0.00172,0.002939,0.003177,0.00466,0.003177,0.00466
Llama Krikri 8B,Int4 AWQ,EN-GR,High_Morphology,225,75,0.902157,0.905722,0.544565,0.552796,-0.003565,-0.008231,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.903048,0.546623,0.903096,0.54703,4.8e-05,0.000408,-0.000375,0.001318,-0.000208,0.002255,0.001693,0.002463,0.001693,0.002463
Llama Krikri 8B,Int4 AWQ,EN-GR,Is_Long_Sentence,288,12,0.903787,0.885318,0.545879,0.56447,0.018469,-0.018591,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.903048,0.546623,0.903096,0.54703,4.8e-05,0.000408,-3.3e-05,0.001991,0.000377,0.001142,0.002024,0.000765,0.002024,0.000765
Llama Krikri 8B,Int8,EN-GR,Has_Rare_Words,163,137,0.905306,0.898578,0.53937,0.553823,0.006729,-0.014453,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.902234,0.54597,0.903096,0.54703,0.000863,0.00106,0.001354,0.000278,0.00294,-0.001176,-0.001076,-0.004116,-0.001076,-0.004116
Llama Krikri 8B,Int8,EN-GR,High_Morphology,225,75,0.900934,0.906131,0.542637,0.555968,-0.005196,-0.01333,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.902234,0.54597,0.903096,0.54703,0.000863,0.00106,0.000847,0.000909,0.001719,-0.000917,6.2e-05,-0.002636,6.2e-05,-0.002636
Llama Krikri 8B,Int8,EN-GR,Is_Long_Sentence,288,12,0.902871,0.886931,0.545049,0.568077,0.01594,-0.023028,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.902234,0.54597,0.903096,0.54703,0.000863,0.00106,0.000883,0.000378,0.001207,-0.002465,-0.000504,-0.003672,-0.000504,-0.003672
Llama Krikri 8B,Int8 A8W8,EN-GR,Has_Rare_Words,110,90,0.899398,0.899658,0.53437,0.562829,-0.000261,-0.028459,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.899515,0.547177,0.903096,0.54703,0.003581,-0.000146,0.007263,-0.000803,0.00794,-0.010182,-0.008066,-0.018122,-0.008066,-0.018122
Llama Krikri 8B,Int8 A8W8,EN-GR,High_Morphology,150,50,0.899315,0.900116,0.54405,0.556556,-0.000801,-0.012506,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.899515,0.547177,0.903096,0.54703,0.003581,-0.000146,0.002467,0.006924,0.000307,-0.001505,0.004457,-0.001812,0.004457,-0.001812
Llama Krikri 8B,Int8 A8W8,EN-GR,Is_Long_Sentence,191,9,0.900176,0.885484,0.546763,0.555957,0.014692,-0.009194,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.899515,0.547177,0.903096,0.54703,0.003581,-0.000146,0.003578,0.001826,-0.000507,0.009655,-0.001752,0.010162,-0.001752,0.010162
Llama Krikri 8B,Int8 Bookends,EN-GR,Has_Rare_Words,163,137,0.907839,0.896184,0.545906,0.547449,0.011655,-0.001543,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.902517,0.54661,0.903096,0.54703,0.00058,0.00042,-0.001178,0.002671,-0.003596,0.005198,0.00385,0.008793,0.00385,0.008793
Llama Krikri 8B,Int8 Bookends,EN-GR,High_Morphology,225,75,0.901377,0.905936,0.543393,0.556262,-0.004559,-0.012869,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.902517,0.54661,0.903096,0.54703,0.00058,0.00042,0.000405,0.001104,0.000964,-0.001211,0.000699,-0.002175,0.000699,-0.002175
Llama Krikri 8B,Int8 Bookends,EN-GR,Is_Long_Sentence,288,12,0.903213,0.885813,0.545751,0.567225,0.017399,-0.021474,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.902517,0.54661,0.903096,0.54703,0.00058,0.00042,0.000541,0.001496,0.000505,-0.001613,0.000955,-0.002118,0.000955,-0.002118
Llama Krikri 8B,Nf4,EN-GR,Has_Rare_Words,163,137,0.905579,0.894221,0.543097,0.54733,0.011359,-0.004233,0.90666,0.898855,0.54231,0.552647,0.007805,-0.010337,0.900392,0.54503,0.903096,0.54703,0.002704,0.002,0.001081,0.004635,-0.000787,0.005316,0.003553,0.006103,0.003553,0.006103
Llama Krikri 8B,Nf4,EN-GR,High_Morphology,225,75,0.899051,0.904415,0.541575,0.555396,-0.005364,-0.013821,0.901782,0.90704,0.544357,0.555051,-0.005258,-0.010694,0.900392,0.54503,0.903096,0.54703,0.002704,0.002,0.002731,0.002624,0.002782,-0.000345,-0.000106,-0.003127,-0.000106,-0.003127
Llama Krikri 8B,Nf4,EN-GR,Is_Long_Sentence,288,12,0.901046,0.884695,0.54416,0.565911,0.016351,-0.021751,0.903754,0.88731,0.546256,0.565612,0.016444,-0.019356,0.900392,0.54503,0.903096,0.54703,0.002704,0.002,0.002708,0.002614,0.002096,-0.000299,-9.4e-05,-0.002395,-9.4e-05,-0.002395
Llama Krikri 8B,2bit 10% Fast Spqr,GR-EN,Has_Rare_Words,61,239,0.864665,0.853458,0.577984,0.573207,0.011207,0.004777,0.875761,0.87968,0.606621,0.64096,-0.00392,-0.034339,0.855737,0.574178,0.878883,0.633978,0.023146,0.059799,0.011095,0.026222,0.028636,0.067753,0.015126,0.039117,0.015126,0.039117
Llama Krikri 8B,2bit 10% Fast Spqr,GR-EN,High_Morphology,225,75,0.85359,0.862177,0.568243,0.591984,-0.008587,-0.023741,0.875881,0.88789,0.626817,0.655458,-0.012009,-0.028641,0.855737,0.574178,0.878883,0.633978,0.023146,0.059799,0.022291,0.025712,0.058574,0.063474,0.003422,0.0049,0.003422,0.0049
Llama Krikri 8B,2bit 10% Fast Spqr,GR-EN,Is_Long_Sentence,277,23,0.857627,0.832972,0.570813,0.614715,0.024656,-0.043903,0.880297,0.861857,0.629677,0.685777,0.018439,-0.056101,0.855737,0.574178,0.878883,0.633978,0.023146,0.059799,0.02267,0.028886,0.058864,0.071062,0.006216,0.012198,0.006216,0.012198
Llama Krikri 8B,2bit 5% Spqr,GR-EN,Has_Rare_Words,61,239,0.65773,0.650378,0.42289,0.399802,0.007352,0.023088,0.875761,0.87968,0.606621,0.64096,-0.00392,-0.034339,0.651873,0.404497,0.878883,0.633978,0.22701,0.229481,0.218031,0.229302,0.183731,0.241158,0.011271,0.057427,0.011271,0.057427
Llama Krikri 8B,2bit 5% Spqr,GR-EN,High_Morphology,225,75,0.666416,0.608245,0.4183,0.363087,0.05817,0.055213,0.875881,0.88789,0.626817,0.655458,-0.012009,-0.028641,0.651873,0.404497,0.878883,0.633978,0.22701,0.229481,0.209465,0.279644,0.208518,0.292371,0.070179,0.083854,0.070179,0.083854
Llama Krikri 8B,2bit 5% Spqr,GR-EN,Is_Long_Sentence,277,23,0.648247,0.695546,0.398332,0.478738,-0.047299,-0.080406,0.880297,0.861857,0.629677,0.685777,0.018439,-0.056101,0.651873,0.404497,0.878883,0.633978,0.22701,0.229481,0.23205,0.166311,0.231345,0.207039,-0.065739,-0.024306,-0.065739,-0.024306
Llama Krikri 8B,4bit K-Means,GR-EN,Has_Rare_Words,61,239,0.884389,0.869111,0.599322,0.601309,0.015278,-0.001987,0.875761,0.87968,0.606621,0.64096,-0.00392,-0.034339,0.872218,0.600905,0.878883,0.633978,0.006665,0.033073,-0.008629,0.010569,0.007298,0.039651,0.019198,0.032353,0.019198,0.032353
Llama Krikri 8B,4bit K-Means,GR-EN,High_Morphology,225,75,0.870443,0.877543,0.596622,0.613754,-0.0071,-0.017133,0.875881,0.88789,0.626817,0.655458,-0.012009,-0.028641,0.872218,0.600905,0.878883,0.633978,0.006665,0.033073,0.005438,0.010347,0.030196,0.041704,0.004909,0.011508,0.004909,0.011508
Llama Krikri 8B,4bit K-Means,GR-EN,Is_Long_Sentence,277,23,0.873766,0.853567,0.597739,0.639028,0.020199,-0.041288,0.880297,0.861857,0.629677,0.685777,0.018439,-0.056101,0.872218,0.600905,0.878883,0.633978,0.006665,0.033073,0.00653,0.00829,0.031937,0.04675,0.00176,0.014812,0.00176,0.014812
Llama Krikri 8B,4bit Omniquant,GR-EN,Has_Rare_Words,61,239,0.88856,0.879126,0.602391,0.631425,0.009434,-0.029034,0.875761,0.87968,0.606621,0.64096,-0.00392,-0.034339,0.881044,0.625522,0.878883,0.633978,-0.002161,0.008456,-0.0128,0.000554,0.004229,0.009535,0.013354,0.005305,0.013354,0.005305
Llama Krikri 8B,4bit Omniquant,GR-EN,High_Morphology,225,75,0.878336,0.889169,0.618759,0.645811,-0.010834,-0.027052,0.875881,0.88789,0.626817,0.655458,-0.012009,-0.028641,0.881044,0.625522,0.878883,0.633978,-0.002161,0.008456,-0.002455,-0.001279,0.008059,0.009647,0.001175,0.001589,0.001175,0.001589
Llama Krikri 8B,4bit Omniquant,GR-EN,Is_Long_Sentence,277,23,0.882622,0.86204,0.621596,0.672796,0.020582,-0.0512,0.880297,0.861857,0.629677,0.685777,0.018439,-0.056101,0.881044,0.625522,0.878883,0.633978,-0.002161,0.008456,-0.002325,-0.000183,0.00808,0.012981,0.002142,0.004901,0.002142,0.004901
Llama Krikri 8B,4bit Optimized GPTQ,GR-EN,Has_Rare_Words,61,239,0.88625,0.877739,0.605678,0.630629,0.008511,-0.024951,0.875761,0.87968,0.606621,0.64096,-0.00392,-0.034339,0.879469,0.625555,0.878883,0.633978,-0.000586,0.008422,-0.010489,0.001942,0.000943,0.010331,0.012431,0.009388,0.012431,0.009388
Llama Krikri 8B,4bit Optimized GPTQ,GR-EN,High_Morphology,225,75,0.877712,0.884742,0.618828,0.645738,-0.00703,-0.02691,0.875881,0.88789,0.626817,0.655458,-0.012009,-0.028641,0.879469,0.625555,0.878883,0.633978,-0.000586,0.008422,-0.001831,0.003148,0.00799,0.00972,0.004979,0.001731,0.004979,0.001731
Llama Krikri 8B,4bit Optimized GPTQ,GR-EN,Is_Long_Sentence,277,23,0.881135,0.859412,0.620879,0.681872,0.021723,-0.060992,0.880297,0.861857,0.629677,0.685777,0.018439,-0.056101,0.879469,0.625555,0.878883,0.633978,-0.000586,0.008422,-0.000838,0.002446,0.008797,0.003906,0.003283,-0.004892,0.003283,-0.004892
Llama Krikri 8B,4bit Spinquant,GR-EN,Has_Rare_Words,61,239,0.889499,0.880867,0.616292,0.632813,0.008633,-0.016521,0.875761,0.87968,0.606621,0.64096,-0.00392,-0.034339,0.882622,0.629454,0.878883,0.633978,-0.003739,0.004524,-0.013739,-0.001187,-0.009671,0.008147,0.012552,0.017818,0.012552,0.017818
Llama Krikri 8B,4bit Spinquant,GR-EN,High_Morphology,225,75,0.879981,0.890546,0.621722,0.65265,-0.010565,-0.030928,0.875881,0.88789,0.626817,0.655458,-0.012009,-0.028641,0.882622,0.629454,0.878883,0.633978,-0.003739,0.004524,-0.0041,-0.002656,0.005095,0.002809,0.001444,-0.002287,0.001444,-0.002287
Llama Krikri 8B,4bit Spinquant,GR-EN,Is_Long_Sentence,277,23,0.884424,0.860917,0.625267,0.679883,0.023507,-0.054616,0.880297,0.861857,0.629677,0.685777,0.018439,-0.056101,0.882622,0.629454,0.878883,0.633978,-0.003739,0.004524,-0.004128,0.00094,0.00441,0.005894,0.005068,0.001484,0.005068,0.001484
Llama Krikri 8B,4bit Static GPTQ,GR-EN,Has_Rare_Words,61,239,0.888687,0.878098,0.610421,0.635253,0.010589,-0.024832,0.875761,0.87968,0.606621,0.64096,-0.00392,-0.034339,0.880251,0.630204,0.878883,0.633978,-0.001368,0.003773,-0.012927,0.001582,-0.003801,0.005707,0.014509,0.009507,0.014509,0.009507
Llama Krikri 8B,4bit Static GPTQ,GR-EN,High_Morphology,225,75,0.877456,0.888636,0.623459,0.65044,-0.01118,-0.02698,0.875881,0.88789,0.626817,0.655458,-0.012009,-0.028641,0.880251,0.630204,0.878883,0.633978,-0.001368,0.003773,-0.001575,-0.000746,0.003358,0.005019,0.000829,0.001661,0.000829,0.001661
Llama Krikri 8B,4bit Static GPTQ,GR-EN,Is_Long_Sentence,277,23,0.882026,0.858871,0.62675,0.671805,0.023156,-0.045055,0.880297,0.861857,0.629677,0.685777,0.018439,-0.056101,0.880251,0.630204,0.878883,0.633978,-0.001368,0.003773,-0.001729,0.002987,0.002927,0.013972,0.004716,0.011046,0.004716,0.011046
Llama Krikri 8B,4bit True GPTQ,GR-EN,Has_Rare_Words,61,239,0.875717,0.878625,0.611752,0.630701,-0.002907,-0.018949,0.875761,0.87968,0.606621,0.64096,-0.00392,-0.034339,0.878033,0.626848,0.878883,0.633978,0.00085,0.00713,4.3e-05,0.001056,-0.005131,0.010259,0.001012,0.01539,0.001012,0.01539
Llama Krikri 8B,4bit True GPTQ,GR-EN,High_Morphology,225,75,0.875046,0.886994,0.61944,0.649071,-0.011948,-0.029631,0.875881,0.88789,0.626817,0.655458,-0.012009,-0.028641,0.878033,0.626848,0.878883,0.633978,0.00085,0.00713,0.000834,0.000896,0.007377,0.006387,6.1e-05,-0.00099,6.1e-05,-0.00099
Llama Krikri 8B,4bit True GPTQ,GR-EN,Is_Long_Sentence,277,23,0.879586,0.859339,0.622701,0.676784,0.020246,-0.054083,0.880297,0.861857,0.629677,0.685777,0.018439,-0.056101,0.878033,0.626848,0.878883,0.633978,0.00085,0.00713,0.000711,0.002518,0.006975,0.008993,0.001807,0.002018,0.001807,0.002018
Llama Krikri 8B,Analytical Net Mngr 4.5GB,GR-EN,Has_Rare_Words,61,239,0.39742,0.404174,0.04166,0.045457,-0.006754,-0.003797,0.875761,0.87968,0.606621,0.64096,-0.00392,-0.034339,0.402801,0.044685,0.878883,0.633978,0.476082,0.589293,0.478341,0.475506,0.56496,0.595503,-0.002835,0.030543,-0.002835,0.030543
Llama Krikri 8B,Analytical Net Mngr 4.5GB,GR-EN,High_Morphology,225,75,0.400479,0.409766,0.044599,0.044944,-0.009286,-0.000345,0.875881,0.88789,0.626817,0.655458,-0.012009,-0.028641,0.402801,0.044685,0.878883,0.633978,0.476082,0.589293,0.475402,0.478124,0.582219,0.610515,0.002723,0.028296,0.002723,0.028296
Llama Krikri 8B,Analytical Net Mngr 4.5GB,GR-EN,Is_Long_Sentence,277,23,0.407441,0.346916,0.043421,0.059901,0.060525,-0.01648,0.880297,0.861857,0.629677,0.685777,0.018439,-0.056101,0.402801,0.044685,0.878883,0.633978,0.476082,0.589293,0.472856,0.514941,0.586255,0.625876,0.042086,0.039621,0.042086,0.039621
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Has_Rare_Words,61,239,0.881242,0.8714,0.603886,0.616525,0.009842,-0.01264,0.875761,0.87968,0.606621,0.64096,-0.00392,-0.034339,0.873401,0.613955,0.878883,0.633978,0.005482,0.020022,-0.005481,0.00828,0.002735,0.024435,0.013761,0.0217,0.013761,0.0217
