Base_Model,Quantization,Metric_Family,Metric_ID,Metric_Label,Sentence_Count,Support,Reliability,Display_Unit,Quantized_Value,Baseline_Value,Excess_Effect,Quantized_Underproduction,Baseline_Underproduction,Excess_Underproduction,Quantized_Overproduction,Baseline_Overproduction,Excess_Overproduction
Gemini 2.5 Flash 32B,Full Model,Content preservation,named_entities,Named-entity recall,300,511.0,Adequate support,percentage-point recall loss,66.14481409001957,66.14481409001957,0.0,33.85518590998043,33.85518590998043,0.0,50.0,50.0,0.0
Gemini 2.5 Flash 32B,Full Model,Content preservation,negations,Negation recall,300,62.0,Adequate support,percentage-point recall loss,75.80645161290323,75.80645161290323,0.0,24.193548387096776,24.193548387096776,0.0,6.333333333333333,6.333333333333333,0.0
Gemini 2.5 Flash 32B,Full Model,Content preservation,numbers,Number recall,300,149.0,Adequate support,percentage-point recall loss,87.24832214765101,87.24832214765101,0.0,12.751677852348994,12.751677852348994,0.0,5.333333333333333,5.333333333333333,0.0
Gemini 2.5 Flash 32B,Full Model,Content preservation,proper_nouns,Proper-noun recall,300,543.0,Adequate support,percentage-point recall loss,79.37384898710866,79.37384898710866,0.0,20.626151012891345,20.626151012891345,0.0,37.333333333333336,37.333333333333336,0.0
Gemini 2.5 Flash 32B,Full Model,Internal agreement,demonstrative_noun_agreement,Demonstrative-noun disagreement,300,26.0,Low support,percentage-point violation rate,3.8461538461538463,3.8461538461538463,0.0,,,,,,
Gemini 2.5 Flash 32B,Full Model,Internal agreement,indefinite_article_number,Indefinite article-plural noun incompatibility,300,132.0,Adequate support,percentage-point violation rate,0.0,0.0,0.0,,,,,,
Gemini 2.5 Flash 32B,Full Model,Internal agreement,subject_verb_agreement,Subject-verb disagreement,300,114.0,Adequate support,percentage-point violation rate,2.6315789473684212,2.6315789473684212,0.0,,,,,,
Gemini 2.5 Flash 32B,Full Model,Structural realisation,adjective_modifiers,Adjective modifiers,300,437.0,Adequate support,divergences per 100 sentences,43.666666666666664,43.666666666666664,0.0,11.670480549199084,11.670480549199084,0.0,26.666666666666668,26.666666666666668,0.0
Gemini 2.5 Flash 32B,Full Model,Structural realisation,definite_articles,Definite articles,300,440.0,Adequate support,divergences per 100 sentences,50.666666666666664,50.666666666666664,0.0,14.545454545454545,14.545454545454545,0.0,29.333333333333332,29.333333333333332,0.0
Gemini 2.5 Flash 32B,Full Model,Structural realisation,infinitival_markers,Infinitival markers,300,109.0,Adequate support,divergences per 100 sentences,21.0,21.0,0.0,33.027522935779814,33.027522935779814,0.0,9.0,9.0,0.0
Gemini 2.5 Flash 32B,Full Model,Structural realisation,modal_auxiliaries,Modal auxiliaries,300,77.0,Adequate support,divergences per 100 sentences,12.666666666666666,12.666666666666666,0.0,28.571428571428573,28.571428571428573,0.0,5.333333333333333,5.333333333333333,0.0
Gemini 2.5 Flash 32B,Full Model,Structural realisation,of_genitives,Of-genitive constructions,300,193.0,Adequate support,divergences per 100 sentences,35.333333333333336,35.333333333333336,0.0,25.38860103626943,25.38860103626943,0.0,19.0,19.0,0.0
Gemini 2.5 Flash 32B,Full Model,Structural realisation,participles,Participles,300,356.0,Adequate support,divergences per 100 sentences,54.666666666666664,54.666666666666664,0.0,25.84269662921348,25.84269662921348,0.0,24.0,24.0,0.0
Gemini 2.5 Flash 32B,Full Model,Structural realisation,passive_constructions,Passive constructions,300,107.0,Adequate support,divergences per 100 sentences,19.666666666666668,19.666666666666668,0.0,22.429906542056074,22.429906542056074,0.0,11.666666666666666,11.666666666666666,0.0
Gemini 2.5 Flash 32B,Full Model,Structural realisation,possessive_nominals,Possessive nominals,300,110.0,Adequate support,divergences per 100 sentences,20.666666666666668,20.666666666666668,0.0,20.90909090909091,20.90909090909091,0.0,13.0,13.0,0.0
Gemini 2.5 Flash 32B,Full Model,Structural realisation,prepositions,Prepositions,300,756.0,Adequate support,divergences per 100 sentences,74.33333333333333,74.33333333333333,0.0,13.359788359788359,13.359788359788359,0.0,40.666666666666664,40.666666666666664,0.0
Gemini 2.5 Flash 32B,Full Model,Structural realisation,relative_clauses,Relative clauses,300,83.0,Adequate support,divergences per 100 sentences,21.333333333333332,21.333333333333332,0.0,34.93975903614458,34.93975903614458,0.0,11.666666666666666,11.666666666666666,0.0
Gemini 2.5 Flash 32B,Full Model,Structural realisation,relative_markers,Relative markers,300,102.0,Adequate support,divergences per 100 sentences,22.666666666666668,22.666666666666668,0.0,20.58823529411765,20.58823529411765,0.0,15.666666666666666,15.666666666666666,0.0
Gemini 2.5 Flash 32B,Full Model,Structural realisation,subordinating_conjunctions,Subordinating conjunctions,300,119.0,Adequate support,divergences per 100 sentences,19.333333333333332,19.333333333333332,0.0,18.48739495798319,18.48739495798319,0.0,12.0,12.0,0.0
Llama 3 8B,2bit 10% Fast Spqr,Content preservation,named_entities,Named-entity recall,300,511.0,Adequate support,percentage-point recall loss,39.53033268101761,60.46966731898239,20.939334637964777,60.46966731898239,39.53033268101761,20.939334637964777,177.66666666666666,57.333333333333336,120.33333333333333
Llama 3 8B,2bit 10% Fast Spqr,Content preservation,negations,Negation recall,300,62.0,Adequate support,percentage-point recall loss,48.38709677419355,74.19354838709677,25.806451612903217,51.61290322580645,25.806451612903224,25.806451612903224,15.666666666666666,7.0,8.666666666666666
Llama 3 8B,2bit 10% Fast Spqr,Content preservation,numbers,Number recall,300,149.0,Adequate support,percentage-point recall loss,57.04697986577181,83.22147651006712,26.17449664429531,42.95302013422819,16.778523489932887,26.174496644295303,19.333333333333332,7.333333333333333,12.0
Llama 3 8B,2bit 10% Fast Spqr,Content preservation,proper_nouns,Proper-noun recall,300,543.0,Adequate support,percentage-point recall loss,46.224677716390424,72.00736648250461,25.782688766114184,53.775322283609576,27.992633517495396,25.78268876611418,217.66666666666666,45.0,172.66666666666666
Llama 3 8B,2bit 10% Fast Spqr,Internal agreement,demonstrative_noun_agreement,Demonstrative-noun disagreement,300,26.0,Low support,percentage-point violation rate,0.0,3.4482758620689653,-3.4482758620689653,,,,,,
Llama 3 8B,2bit 10% Fast Spqr,Internal agreement,indefinite_article_number,Indefinite article-plural noun incompatibility,300,150.0,Adequate support,percentage-point violation rate,0.0,1.3333333333333333,-1.3333333333333333,,,,,,
Llama 3 8B,2bit 10% Fast Spqr,Internal agreement,subject_verb_agreement,Subject-verb disagreement,300,110.0,Adequate support,percentage-point violation rate,8.469055374592834,1.8181818181818181,6.650873556411016,,,,,,
Llama 3 8B,2bit 10% Fast Spqr,Structural realisation,adjective_modifiers,Adjective modifiers,300,437.0,Adequate support,divergences per 100 sentences,97.66666666666667,53.0,44.66666666666667,22.65446224256293,14.187643020594965,8.466819221967963,64.66666666666667,32.333333333333336,32.333333333333336
Llama 3 8B,2bit 10% Fast Spqr,Structural realisation,definite_articles,Definite articles,300,440.0,Adequate support,divergences per 100 sentences,169.33333333333334,78.66666666666667,90.66666666666667,12.045454545454545,9.318181818181818,2.7272727272727266,151.66666666666666,65.0,86.66666666666666
Llama 3 8B,2bit 10% Fast Spqr,Structural realisation,infinitival_markers,Infinitival markers,300,109.0,Adequate support,divergences per 100 sentences,46.666666666666664,20.0,26.666666666666664,37.61467889908257,30.275229357798164,7.339449541284406,33.0,9.0,24.0
Llama 3 8B,2bit 10% Fast Spqr,Structural realisation,modal_auxiliaries,Modal auxiliaries,300,77.0,Adequate support,divergences per 100 sentences,31.333333333333332,11.0,20.333333333333332,29.87012987012987,25.974025974025974,3.896103896103895,23.666666666666668,4.333333333333333,19.333333333333336
Llama 3 8B,2bit 10% Fast Spqr,Structural realisation,of_genitives,Of-genitive constructions,300,193.0,Adequate support,divergences per 100 sentences,88.0,49.0,39.0,26.94300518134715,22.27979274611399,4.663212435233159,70.66666666666667,34.666666666666664,36.00000000000001
Llama 3 8B,2bit 10% Fast Spqr,Structural realisation,participles,Participles,300,356.0,Adequate support,divergences per 100 sentences,128.66666666666666,62.0,66.66666666666666,42.97752808988764,30.0561797752809,12.921348314606742,77.66666666666667,26.333333333333332,51.33333333333334
Llama 3 8B,2bit 10% Fast Spqr,Structural realisation,passive_constructions,Passive constructions,300,107.0,Adequate support,divergences per 100 sentences,39.0,23.0,16.0,48.598130841121495,31.77570093457944,16.822429906542055,21.666666666666668,11.666666666666666,10.000000000000002
Llama 3 8B,2bit 10% Fast Spqr,Structural realisation,possessive_nominals,Possessive nominals,300,110.0,Adequate support,divergences per 100 sentences,35.0,25.333333333333332,9.666666666666668,69.0909090909091,31.818181818181817,37.27272727272728,9.666666666666666,13.666666666666666,-4.0
Llama 3 8B,2bit 10% Fast Spqr,Structural realisation,prepositions,Prepositions,300,756.0,Adequate support,divergences per 100 sentences,166.0,93.0,73.0,10.185185185185185,10.714285714285714,-0.5291005291005284,140.33333333333334,66.0,74.33333333333334
Llama 3 8B,2bit 10% Fast Spqr,Structural realisation,relative_clauses,Relative clauses,300,83.0,Adequate support,divergences per 100 sentences,35.0,26.666666666666668,8.333333333333332,31.325301204819276,31.325301204819276,0.0,26.333333333333332,18.0,8.333333333333332
Llama 3 8B,2bit 10% Fast Spqr,Structural realisation,relative_markers,Relative markers,300,102.0,Adequate support,divergences per 100 sentences,44.333333333333336,28.333333333333332,16.000000000000004,20.58823529411765,16.666666666666668,3.9215686274509807,37.333333333333336,22.666666666666668,14.666666666666668
Llama 3 8B,2bit 10% Fast Spqr,Structural realisation,subordinating_conjunctions,Subordinating conjunctions,300,119.0,Adequate support,divergences per 100 sentences,38.0,21.333333333333332,16.666666666666668,26.89075630252101,15.126050420168067,11.764705882352942,27.333333333333332,15.333333333333334,11.999999999999998
Llama 3 8B,2bit 5% Spqr,Content preservation,named_entities,Named-entity recall,300,511.0,Adequate support,percentage-point recall loss,10.371819960861057,60.46966731898239,50.09784735812133,89.62818003913894,39.53033268101761,50.09784735812133,386.3333333333333,57.333333333333336,329.0
Llama 3 8B,2bit 5% Spqr,Content preservation,negations,Negation recall,300,62.0,Adequate support,percentage-point recall loss,27.419354838709676,74.19354838709677,46.77419354838709,72.58064516129032,25.806451612903224,46.774193548387096,183.0,7.0,176.0
Llama 3 8B,2bit 5% Spqr,Content preservation,numbers,Number recall,300,149.0,Adequate support,percentage-point recall loss,26.174496644295303,83.22147651006712,57.04697986577182,73.8255033557047,16.778523489932887,57.04697986577181,115.0,7.333333333333333,107.66666666666667
Llama 3 8B,2bit 5% Spqr,Content preservation,proper_nouns,Proper-noun recall,300,543.0,Adequate support,percentage-point recall loss,14.3646408839779,72.00736648250461,57.64272559852671,85.6353591160221,27.992633517495396,57.6427255985267,1158.0,45.0,1113.0
Llama 3 8B,2bit 5% Spqr,Internal agreement,demonstrative_noun_agreement,Demonstrative-noun disagreement,300,4.0,Low support,percentage-point violation rate,0.0,3.4482758620689653,-3.4482758620689653,,,,,,
Llama 3 8B,2bit 5% Spqr,Internal agreement,indefinite_article_number,Indefinite article-plural noun incompatibility,300,119.0,Adequate support,percentage-point violation rate,0.0,1.3333333333333333,-1.3333333333333333,,,,,,
Llama 3 8B,2bit 5% Spqr,Internal agreement,subject_verb_agreement,Subject-verb disagreement,300,110.0,Adequate support,percentage-point violation rate,1.0204081632653061,1.8181818181818181,-0.797773654916512,,,,,,
Llama 3 8B,2bit 5% Spqr,Structural realisation,adjective_modifiers,Adjective modifiers,300,437.0,Adequate support,divergences per 100 sentences,377.0,53.0,324.0,35.24027459954233,14.187643020594965,21.052631578947366,325.6666666666667,32.333333333333336,293.33333333333337
Llama 3 8B,2bit 5% Spqr,Structural realisation,definite_articles,Definite articles,300,440.0,Adequate support,divergences per 100 sentences,1309.6666666666667,78.66666666666667,1231.0,13.409090909090908,9.318181818181818,4.09090909090909,1290.0,65.0,1225.0
Llama 3 8B,2bit 5% Spqr,Structural realisation,infinitival_markers,Infinitival markers,300,109.0,Adequate support,divergences per 100 sentences,76.0,20.0,56.0,77.98165137614679,30.275229357798164,47.70642201834862,47.666666666666664,9.0,38.666666666666664
Llama 3 8B,2bit 5% Spqr,Structural realisation,modal_auxiliaries,Modal auxiliaries,300,77.0,Adequate support,divergences per 100 sentences,32.333333333333336,11.0,21.333333333333336,57.142857142857146,25.974025974025974,31.168831168831172,17.666666666666668,4.333333333333333,13.333333333333336
Llama 3 8B,2bit 5% Spqr,Structural realisation,of_genitives,Of-genitive constructions,300,193.0,Adequate support,divergences per 100 sentences,1080.6666666666667,49.0,1031.6666666666667,34.196891191709845,22.27979274611399,11.917098445595855,1058.6666666666667,34.666666666666664,1024.0
Llama 3 8B,2bit 5% Spqr,Structural realisation,participles,Participles,300,356.0,Adequate support,divergences per 100 sentences,313.0,62.0,251.0,68.53932584269663,30.0561797752809,38.48314606741573,231.66666666666666,26.333333333333332,205.33333333333331
Llama 3 8B,2bit 5% Spqr,Structural realisation,passive_constructions,Passive constructions,300,107.0,Adequate support,divergences per 100 sentences,59.666666666666664,23.0,36.666666666666664,82.24299065420561,31.77570093457944,50.46728971962617,30.333333333333332,11.666666666666666,18.666666666666664
Llama 3 8B,2bit 5% Spqr,Structural realisation,possessive_nominals,Possessive nominals,300,110.0,Adequate support,divergences per 100 sentences,89.33333333333333,25.333333333333332,64.0,87.27272727272727,31.818181818181817,55.45454545454545,57.333333333333336,13.666666666666666,43.66666666666667
Llama 3 8B,2bit 5% Spqr,Structural realisation,prepositions,Prepositions,300,756.0,Adequate support,divergences per 100 sentences,1287.0,93.0,1194.0,30.952380952380953,10.714285714285714,20.23809523809524,1209.0,66.0,1143.0
Llama 3 8B,2bit 5% Spqr,Structural realisation,relative_clauses,Relative clauses,300,83.0,Adequate support,divergences per 100 sentences,86.0,26.666666666666668,59.33333333333333,60.24096385542169,31.325301204819276,28.915662650602414,69.33333333333333,18.0,51.33333333333333
Llama 3 8B,2bit 5% Spqr,Structural realisation,relative_markers,Relative markers,300,102.0,Adequate support,divergences per 100 sentences,150.33333333333334,28.333333333333332,122.00000000000001,56.86274509803921,16.666666666666668,40.19607843137254,131.0,22.666666666666668,108.33333333333333
Llama 3 8B,2bit 5% Spqr,Structural realisation,subordinating_conjunctions,Subordinating conjunctions,300,119.0,Adequate support,divergences per 100 sentences,167.0,21.333333333333332,145.66666666666666,57.142857142857146,15.126050420168067,42.01680672268908,144.33333333333334,15.333333333333334,129.0
Llama 3 8B,4bit K-Means,Content preservation,named_entities,Named-entity recall,300,511.0,Adequate support,percentage-point recall loss,42.857142857142854,60.46966731898239,17.612524461839534,57.142857142857146,39.53033268101761,17.61252446183953,90.66666666666667,57.333333333333336,33.333333333333336
Llama 3 8B,4bit K-Means,Content preservation,negations,Negation recall,300,62.0,Adequate support,percentage-point recall loss,62.903225806451616,74.19354838709677,11.290322580645153,37.096774193548384,25.806451612903224,11.290322580645162,21.0,7.0,14.0
Llama 3 8B,4bit K-Means,Content preservation,numbers,Number recall,300,149.0,Adequate support,percentage-point recall loss,72.48322147651007,83.22147651006712,10.738255033557053,27.516778523489933,16.778523489932887,10.738255033557047,7.333333333333333,7.333333333333333,0.0
Llama 3 8B,4bit K-Means,Content preservation,proper_nouns,Proper-noun recall,300,543.0,Adequate support,percentage-point recall loss,48.06629834254144,72.00736648250461,23.94106813996317,51.93370165745856,27.992633517495396,23.941068139963168,79.66666666666667,45.0,34.666666666666664
Llama 3 8B,4bit K-Means,Internal agreement,demonstrative_noun_agreement,Demonstrative-noun disagreement,300,26.0,Low support,percentage-point violation rate,0.0,3.4482758620689653,-3.4482758620689653,,,,,,
Llama 3 8B,4bit K-Means,Internal agreement,indefinite_article_number,Indefinite article-plural noun incompatibility,300,150.0,Adequate support,percentage-point violation rate,0.43478260869565216,1.3333333333333333,-0.8985507246376812,,,,,,
Llama 3 8B,4bit K-Means,Internal agreement,subject_verb_agreement,Subject-verb disagreement,300,110.0,Adequate support,percentage-point violation rate,0.5617977528089888,1.8181818181818181,-1.2563840653728293,,,,,,
Llama 3 8B,4bit K-Means,Structural realisation,adjective_modifiers,Adjective modifiers,300,437.0,Adequate support,divergences per 100 sentences,89.33333333333333,53.0,36.33333333333333,16.933638443935926,14.187643020594965,2.745995423340961,64.66666666666667,32.333333333333336,32.333333333333336
Llama 3 8B,4bit K-Means,Structural realisation,definite_articles,Definite articles,300,440.0,Adequate support,divergences per 100 sentences,137.33333333333334,78.66666666666667,58.66666666666667,7.2727272727272725,9.318181818181818,-2.045454545454546,126.66666666666667,65.0,61.66666666666667
Llama 3 8B,4bit K-Means,Structural realisation,infinitival_markers,Infinitival markers,300,109.0,Adequate support,divergences per 100 sentences,68.66666666666667,20.0,48.66666666666667,31.192660550458715,30.275229357798164,0.9174311926605512,57.333333333333336,9.0,48.333333333333336
Llama 3 8B,4bit K-Means,Structural realisation,modal_auxiliaries,Modal auxiliaries,300,77.0,Adequate support,divergences per 100 sentences,47.666666666666664,11.0,36.666666666666664,23.376623376623378,25.974025974025974,-2.5974025974025956,41.666666666666664,4.333333333333333,37.33333333333333
Llama 3 8B,4bit K-Means,Structural realisation,of_genitives,Of-genitive constructions,300,193.0,Adequate support,divergences per 100 sentences,68.66666666666667,49.0,19.66666666666667,21.761658031088082,22.27979274611399,-0.5181347150259086,54.666666666666664,34.666666666666664,20.0
Llama 3 8B,4bit K-Means,Structural realisation,participles,Participles,300,356.0,Adequate support,divergences per 100 sentences,89.0,62.0,27.0,33.98876404494382,30.0561797752809,3.9325842696629216,48.666666666666664,26.333333333333332,22.333333333333332
Llama 3 8B,4bit K-Means,Structural realisation,passive_constructions,Passive constructions,300,107.0,Adequate support,divergences per 100 sentences,38.0,23.0,15.0,32.71028037383178,31.77570093457944,0.9345794392523388,26.333333333333332,11.666666666666666,14.666666666666666
Llama 3 8B,4bit K-Means,Structural realisation,possessive_nominals,Possessive nominals,300,110.0,Adequate support,divergences per 100 sentences,36.666666666666664,25.333333333333332,11.333333333333332,50.0,31.818181818181817,18.181818181818183,18.333333333333332,13.666666666666666,4.666666666666666
Llama 3 8B,4bit K-Means,Structural realisation,prepositions,Prepositions,300,756.0,Adequate support,divergences per 100 sentences,157.33333333333334,93.0,64.33333333333334,8.597883597883598,10.714285714285714,-2.1164021164021154,135.66666666666666,66.0,69.66666666666666
Llama 3 8B,4bit K-Means,Structural realisation,relative_clauses,Relative clauses,300,83.0,Adequate support,divergences per 100 sentences,37.333333333333336,26.666666666666668,10.666666666666668,25.301204819277107,31.325301204819276,-6.024096385542169,30.333333333333332,18.0,12.333333333333332
Llama 3 8B,4bit K-Means,Structural realisation,relative_markers,Relative markers,300,102.0,Adequate support,divergences per 100 sentences,54.333333333333336,28.333333333333332,26.000000000000004,12.745098039215685,16.666666666666668,-3.9215686274509824,50.0,22.666666666666668,27.333333333333332
Llama 3 8B,4bit K-Means,Structural realisation,subordinating_conjunctions,Subordinating conjunctions,300,119.0,Adequate support,divergences per 100 sentences,47.333333333333336,21.333333333333332,26.000000000000004,16.80672268907563,15.126050420168067,1.6806722689075642,40.666666666666664,15.333333333333334,25.33333333333333
Llama 3 8B,4bit Omniquant,Content preservation,named_entities,Named-entity recall,300,511.0,Adequate support,percentage-point recall loss,57.72994129158513,60.46966731898239,2.7397260273972606,42.27005870841487,39.53033268101761,2.73972602739726,69.66666666666667,57.333333333333336,12.333333333333334
Llama 3 8B,4bit Omniquant,Content preservation,negations,Negation recall,300,62.0,Adequate support,percentage-point recall loss,69.35483870967742,74.19354838709677,4.838709677419345,30.64516129032258,25.806451612903224,4.838709677419355,11.333333333333334,7.0,4.333333333333333
Llama 3 8B,4bit Omniquant,Content preservation,numbers,Number recall,300,149.0,Adequate support,percentage-point recall loss,83.89261744966443,83.22147651006712,-0.6711409395973078,16.107382550335572,16.778523489932887,-0.6711409395973155,8.333333333333334,7.333333333333333,1.0
Llama 3 8B,4bit Omniquant,Content preservation,proper_nouns,Proper-noun recall,300,543.0,Adequate support,percentage-point recall loss,70.7182320441989,72.00736648250461,1.2891344383057088,29.281767955801104,27.992633517495396,1.289134438305709,60.333333333333336,45.0,15.333333333333334
Llama 3 8B,4bit Omniquant,Internal agreement,demonstrative_noun_agreement,Demonstrative-noun disagreement,300,29.0,Low support,percentage-point violation rate,3.0303030303030303,3.4482758620689653,-0.417972831765935,,,,,,
Llama 3 8B,4bit Omniquant,Internal agreement,indefinite_article_number,Indefinite article-plural noun incompatibility,300,150.0,Adequate support,percentage-point violation rate,0.851063829787234,1.3333333333333333,-0.4822695035460992,,,,,,
Llama 3 8B,4bit Omniquant,Internal agreement,subject_verb_agreement,Subject-verb disagreement,300,110.0,Adequate support,percentage-point violation rate,2.2058823529411766,1.8181818181818181,0.3877005347593585,,,,,,
Llama 3 8B,4bit Omniquant,Structural realisation,adjective_modifiers,Adjective modifiers,300,437.0,Adequate support,divergences per 100 sentences,102.33333333333333,53.0,49.33333333333333,12.128146453089245,14.187643020594965,-2.05949656750572,84.66666666666667,32.333333333333336,52.333333333333336
Llama 3 8B,4bit Omniquant,Structural realisation,definite_articles,Definite articles,300,440.0,Adequate support,divergences per 100 sentences,118.33333333333333,78.66666666666667,39.66666666666666,5.909090909090909,9.318181818181818,-3.409090909090909,109.66666666666667,65.0,44.66666666666667
Llama 3 8B,4bit Omniquant,Structural realisation,infinitival_markers,Infinitival markers,300,109.0,Adequate support,divergences per 100 sentences,27.333333333333332,20.0,7.333333333333332,26.605504587155963,30.275229357798164,-3.669724770642201,17.666666666666668,9.0,8.666666666666668
Llama 3 8B,4bit Omniquant,Structural realisation,modal_auxiliaries,Modal auxiliaries,300,77.0,Adequate support,divergences per 100 sentences,18.333333333333332,11.0,7.333333333333332,25.974025974025974,25.974025974025974,0.0,11.666666666666666,4.333333333333333,7.333333333333333
Llama 3 8B,4bit Omniquant,Structural realisation,of_genitives,Of-genitive constructions,300,193.0,Adequate support,divergences per 100 sentences,65.66666666666667,49.0,16.66666666666667,17.616580310880828,22.27979274611399,-4.663212435233163,54.333333333333336,34.666666666666664,19.66666666666667
Llama 3 8B,4bit Omniquant,Structural realisation,participles,Participles,300,356.0,Adequate support,divergences per 100 sentences,80.33333333333333,62.0,18.33333333333333,25.280898876404493,30.0561797752809,-4.775280898876407,50.333333333333336,26.333333333333332,24.000000000000004
Llama 3 8B,4bit Omniquant,Structural realisation,passive_constructions,Passive constructions,300,107.0,Adequate support,divergences per 100 sentences,27.333333333333332,23.0,4.333333333333332,29.906542056074766,31.77570093457944,-1.869158878504674,16.666666666666668,11.666666666666666,5.000000000000002
Llama 3 8B,4bit Omniquant,Structural realisation,possessive_nominals,Possessive nominals,300,110.0,Adequate support,divergences per 100 sentences,36.0,25.333333333333332,10.666666666666668,31.818181818181817,31.818181818181817,0.0,24.333333333333332,13.666666666666666,10.666666666666666
Llama 3 8B,4bit Omniquant,Structural realisation,prepositions,Prepositions,300,756.0,Adequate support,divergences per 100 sentences,161.0,93.0,68.0,6.746031746031746,10.714285714285714,-3.9682539682539675,144.0,66.0,78.0
Llama 3 8B,4bit Omniquant,Structural realisation,relative_clauses,Relative clauses,300,83.0,Adequate support,divergences per 100 sentences,31.666666666666668,26.666666666666668,5.0,26.50602409638554,31.325301204819276,-4.8192771084337345,24.333333333333332,18.0,6.333333333333332
Llama 3 8B,4bit Omniquant,Structural realisation,relative_markers,Relative markers,300,102.0,Adequate support,divergences per 100 sentences,39.666666666666664,28.333333333333332,11.333333333333332,14.705882352941176,16.666666666666668,-1.9607843137254921,34.666666666666664,22.666666666666668,11.999999999999996
Llama 3 8B,4bit Omniquant,Structural realisation,subordinating_conjunctions,Subordinating conjunctions,300,119.0,Adequate support,divergences per 100 sentences,33.0,21.333333333333332,11.666666666666668,16.80672268907563,15.126050420168067,1.6806722689075642,26.333333333333332,15.333333333333334,10.999999999999998
Llama 3 8B,4bit Optimized GPTQ,Content preservation,named_entities,Named-entity recall,300,511.0,Adequate support,percentage-point recall loss,57.142857142857146,60.46966731898239,3.3268101761252424,42.857142857142854,39.53033268101761,3.3268101761252447,65.0,57.333333333333336,7.666666666666667
Llama 3 8B,4bit Optimized GPTQ,Content preservation,negations,Negation recall,300,62.0,Adequate support,percentage-point recall loss,64.51612903225806,74.19354838709677,9.677419354838705,35.483870967741936,25.806451612903224,9.67741935483871,9.666666666666666,7.0,2.6666666666666665
Llama 3 8B,4bit Optimized GPTQ,Content preservation,numbers,Number recall,300,149.0,Adequate support,percentage-point recall loss,81.87919463087249,83.22147651006712,1.3422818791946298,18.120805369127517,16.778523489932887,1.342281879194631,7.333333333333333,7.333333333333333,0.0
Llama 3 8B,4bit Optimized GPTQ,Content preservation,proper_nouns,Proper-noun recall,300,543.0,Adequate support,percentage-point recall loss,70.7182320441989,72.00736648250461,1.2891344383057088,29.281767955801104,27.992633517495396,1.289134438305709,51.333333333333336,45.0,6.333333333333333
Llama 3 8B,4bit Optimized GPTQ,Internal agreement,demonstrative_noun_agreement,Demonstrative-noun disagreement,300,26.0,Low support,percentage-point violation rate,3.8461538461538463,3.4482758620689653,0.39787798408488095,,,,,,
Llama 3 8B,4bit Optimized GPTQ,Internal agreement,indefinite_article_number,Indefinite article-plural noun incompatibility,300,150.0,Adequate support,percentage-point violation rate,1.1904761904761905,1.3333333333333333,-0.1428571428571428,,,,,,
Llama 3 8B,4bit Optimized GPTQ,Internal agreement,subject_verb_agreement,Subject-verb disagreement,300,110.0,Adequate support,percentage-point violation rate,1.7543859649122806,1.8181818181818181,-0.06379585326953752,,,,,,
Llama 3 8B,4bit Optimized GPTQ,Structural realisation,adjective_modifiers,Adjective modifiers,300,437.0,Adequate support,divergences per 100 sentences,64.0,53.0,11.0,11.212814645308924,14.187643020594965,-2.974828375286041,47.666666666666664,32.333333333333336,15.333333333333329
Llama 3 8B,4bit Optimized GPTQ,Structural realisation,definite_articles,Definite articles,300,440.0,Adequate support,divergences per 100 sentences,94.0,78.66666666666667,15.333333333333329,7.7272727272727275,9.318181818181818,-1.5909090909090908,82.66666666666667,65.0,17.66666666666667
Llama 3 8B,4bit Optimized GPTQ,Structural realisation,infinitival_markers,Infinitival markers,300,109.0,Adequate support,divergences per 100 sentences,22.0,20.0,2.0,28.440366972477065,30.275229357798164,-1.8348623853210988,11.666666666666666,9.0,2.666666666666666
Llama 3 8B,4bit Optimized GPTQ,Structural realisation,modal_auxiliaries,Modal auxiliaries,300,77.0,Adequate support,divergences per 100 sentences,13.333333333333334,11.0,2.333333333333334,25.974025974025974,25.974025974025974,0.0,6.666666666666667,4.333333333333333,2.333333333333334
Llama 3 8B,4bit Optimized GPTQ,Structural realisation,of_genitives,Of-genitive constructions,300,193.0,Adequate support,divergences per 100 sentences,52.333333333333336,49.0,3.3333333333333357,18.134715025906736,22.27979274611399,-4.145077720207254,40.666666666666664,34.666666666666664,6.0
Llama 3 8B,4bit Optimized GPTQ,Structural realisation,participles,Participles,300,356.0,Adequate support,divergences per 100 sentences,66.66666666666667,62.0,4.666666666666671,27.808988764044944,30.0561797752809,-2.247191011235955,33.666666666666664,26.333333333333332,7.333333333333332
Llama 3 8B,4bit Optimized GPTQ,Structural realisation,passive_constructions,Passive constructions,300,107.0,Adequate support,divergences per 100 sentences,24.333333333333332,23.0,1.3333333333333321,28.037383177570092,31.77570093457944,-3.738317757009348,14.333333333333334,11.666666666666666,2.666666666666668
Llama 3 8B,4bit Optimized GPTQ,Structural realisation,possessive_nominals,Possessive nominals,300,110.0,Adequate support,divergences per 100 sentences,27.666666666666668,25.333333333333332,2.3333333333333357,32.72727272727273,31.818181818181817,0.9090909090909101,15.666666666666666,13.666666666666666,2.0
Llama 3 8B,4bit Optimized GPTQ,Structural realisation,prepositions,Prepositions,300,756.0,Adequate support,divergences per 100 sentences,110.0,93.0,17.0,8.862433862433862,10.714285714285714,-1.8518518518518512,87.66666666666667,66.0,21.66666666666667
