Base_Model,Quantization,Metric_Family,Metric_ID,Metric_Label,Sentence_Count,Support,Reliability,Display_Unit,Quantized_Value,Baseline_Value,Excess_Effect,Quantized_Underproduction,Baseline_Underproduction,Excess_Underproduction,Quantized_Overproduction,Baseline_Overproduction,Excess_Overproduction
Mistral 7B,4bit Static GPTQ,Structural realisation,possessive_nominals,Possessive nominals,300,110.0,Adequate support,divergences per 100 sentences,26.0,27.333333333333332,-1.3333333333333321,45.45454545454545,46.36363636363637,-0.9090909090909136,9.333333333333334,10.333333333333334,-1.0
Mistral 7B,4bit Static GPTQ,Structural realisation,prepositions,Prepositions,300,756.0,Adequate support,divergences per 100 sentences,128.0,123.66666666666667,4.333333333333329,10.97883597883598,12.16931216931217,-1.1904761904761898,100.33333333333333,93.0,7.333333333333329
Mistral 7B,4bit Static GPTQ,Structural realisation,relative_clauses,Relative clauses,300,83.0,Adequate support,divergences per 100 sentences,27.0,25.666666666666668,1.3333333333333321,34.93975903614458,31.325301204819276,3.6144578313253035,17.333333333333332,17.0,0.33333333333333215
Mistral 7B,4bit Static GPTQ,Structural realisation,relative_markers,Relative markers,300,102.0,Adequate support,divergences per 100 sentences,32.0,31.0,1.0,18.627450980392158,15.686274509803921,2.9411764705882373,25.666666666666668,25.666666666666668,0.0
Mistral 7B,4bit Static GPTQ,Structural realisation,subordinating_conjunctions,Subordinating conjunctions,300,119.0,Adequate support,divergences per 100 sentences,31.0,29.333333333333332,1.6666666666666679,30.252100840336134,27.73109243697479,2.5210084033613427,19.0,18.333333333333332,0.6666666666666679
Mistral 7B,4bit True GPTQ,Content preservation,named_entities,Named-entity recall,300,511.0,Adequate support,percentage-point recall loss,47.16242661448141,46.771037181996086,-0.391389432485326,52.83757338551859,53.228962818003914,-0.3913894324853229,86.33333333333333,83.0,3.3333333333333335
Mistral 7B,4bit True GPTQ,Content preservation,negations,Negation recall,300,62.0,Adequate support,percentage-point recall loss,77.41935483870968,75.80645161290323,-1.6129032258064484,22.580645161290324,24.193548387096776,-1.6129032258064515,7.333333333333333,6.666666666666667,0.6666666666666666
Mistral 7B,4bit True GPTQ,Content preservation,numbers,Number recall,300,149.0,Adequate support,percentage-point recall loss,77.85234899328859,80.53691275167785,2.6845637583892596,22.14765100671141,19.463087248322147,2.684563758389262,11.666666666666666,11.0,0.6666666666666666
Mistral 7B,4bit True GPTQ,Content preservation,proper_nouns,Proper-noun recall,300,543.0,Adequate support,percentage-point recall loss,55.80110497237569,53.22283609576427,-2.5782688766114177,44.19889502762431,46.77716390423573,-2.578268876611418,78.33333333333333,75.66666666666667,2.6666666666666665
Mistral 7B,4bit True GPTQ,Internal agreement,demonstrative_noun_agreement,Demonstrative-noun disagreement,300,23.0,Low support,percentage-point violation rate,0.0,0.0,0.0,,,,,,
Mistral 7B,4bit True GPTQ,Internal agreement,indefinite_article_number,Indefinite article-plural noun incompatibility,300,140.0,Adequate support,percentage-point violation rate,0.6666666666666666,0.7142857142857143,-0.04761904761904767,,,,,,
Mistral 7B,4bit True GPTQ,Internal agreement,subject_verb_agreement,Subject-verb disagreement,300,122.0,Adequate support,percentage-point violation rate,0.0,0.0,0.0,,,,,,
Mistral 7B,4bit True GPTQ,Structural realisation,adjective_modifiers,Adjective modifiers,300,437.0,Adequate support,divergences per 100 sentences,74.66666666666667,71.0,3.6666666666666714,16.933638443935926,17.620137299771166,-0.6864988558352394,50.0,45.333333333333336,4.666666666666664
Mistral 7B,4bit True GPTQ,Structural realisation,definite_articles,Definite articles,300,440.0,Adequate support,divergences per 100 sentences,122.33333333333333,117.0,5.333333333333329,5.909090909090909,7.954545454545454,-2.045454545454545,113.66666666666667,105.33333333333333,8.333333333333343
Mistral 7B,4bit True GPTQ,Structural realisation,infinitival_markers,Infinitival markers,300,109.0,Adequate support,divergences per 100 sentences,21.333333333333332,23.333333333333332,-2.0,33.944954128440365,33.944954128440365,0.0,9.0,11.0,-2.0
Mistral 7B,4bit True GPTQ,Structural realisation,modal_auxiliaries,Modal auxiliaries,300,77.0,Adequate support,divergences per 100 sentences,16.0,14.666666666666666,1.333333333333334,35.064935064935064,29.87012987012987,5.194805194805195,7.0,7.0,0.0
Mistral 7B,4bit True GPTQ,Structural realisation,of_genitives,Of-genitive constructions,300,193.0,Adequate support,divergences per 100 sentences,66.33333333333333,62.0,4.333333333333329,23.316062176165804,23.83419689119171,-0.518134715025905,51.333333333333336,46.666666666666664,4.666666666666671
Mistral 7B,4bit True GPTQ,Structural realisation,participles,Participles,300,356.0,Adequate support,divergences per 100 sentences,76.0,73.66666666666667,2.3333333333333286,33.98876404494382,35.39325842696629,-1.4044943820224702,35.666666666666664,31.666666666666668,3.9999999999999964
Mistral 7B,4bit True GPTQ,Structural realisation,passive_constructions,Passive constructions,300,107.0,Adequate support,divergences per 100 sentences,31.333333333333332,27.333333333333332,4.0,33.64485981308411,27.102803738317757,6.542056074766354,19.333333333333332,17.666666666666668,1.6666666666666643
Mistral 7B,4bit True GPTQ,Structural realisation,possessive_nominals,Possessive nominals,300,110.0,Adequate support,divergences per 100 sentences,30.0,27.333333333333332,2.666666666666668,48.18181818181818,46.36363636363637,1.818181818181813,12.333333333333334,10.333333333333334,2.0
Mistral 7B,4bit True GPTQ,Structural realisation,prepositions,Prepositions,300,756.0,Adequate support,divergences per 100 sentences,132.33333333333334,123.66666666666667,8.666666666666671,12.433862433862434,12.16931216931217,0.2645502645502642,101.0,93.0,8.0
Mistral 7B,4bit True GPTQ,Structural realisation,relative_clauses,Relative clauses,300,83.0,Adequate support,divergences per 100 sentences,28.0,25.666666666666668,2.333333333333332,28.91566265060241,31.325301204819276,-2.4096385542168655,20.0,17.0,3.0
Mistral 7B,4bit True GPTQ,Structural realisation,relative_markers,Relative markers,300,102.0,Adequate support,divergences per 100 sentences,33.666666666666664,31.0,2.6666666666666643,16.666666666666668,15.686274509803921,0.9803921568627469,28.0,25.666666666666668,2.333333333333332
Mistral 7B,4bit True GPTQ,Structural realisation,subordinating_conjunctions,Subordinating conjunctions,300,119.0,Adequate support,divergences per 100 sentences,31.333333333333332,29.333333333333332,2.0,28.571428571428573,27.73109243697479,0.8403361344537821,20.0,18.333333333333332,1.6666666666666679
Mistral 7B,Analytical Net Mngr 3.7GB,Content preservation,named_entities,Named-entity recall,300,511.0,Adequate support,percentage-point recall loss,39.92172211350294,46.771037181996086,6.849315068493148,60.07827788649706,53.228962818003914,6.8493150684931505,154.0,83.0,71.0
Mistral 7B,Analytical Net Mngr 3.7GB,Content preservation,negations,Negation recall,300,62.0,Adequate support,percentage-point recall loss,66.12903225806451,75.80645161290323,9.677419354838719,33.87096774193548,24.193548387096776,9.67741935483871,17.666666666666668,6.666666666666667,11.0
Mistral 7B,Analytical Net Mngr 3.7GB,Content preservation,numbers,Number recall,300,149.0,Adequate support,percentage-point recall loss,72.48322147651007,80.53691275167785,8.053691275167779,27.516778523489933,19.463087248322147,8.053691275167786,20.666666666666668,11.0,9.666666666666666
Mistral 7B,Analytical Net Mngr 3.7GB,Content preservation,proper_nouns,Proper-noun recall,300,543.0,Adequate support,percentage-point recall loss,45.85635359116022,53.22283609576427,7.3664825046040505,54.14364640883978,46.77716390423573,7.366482504604051,166.33333333333334,75.66666666666667,90.66666666666667
Mistral 7B,Analytical Net Mngr 3.7GB,Internal agreement,demonstrative_noun_agreement,Demonstrative-noun disagreement,300,23.0,Low support,percentage-point violation rate,0.0,0.0,0.0,,,,,,
Mistral 7B,Analytical Net Mngr 3.7GB,Internal agreement,indefinite_article_number,Indefinite article-plural noun incompatibility,300,140.0,Adequate support,percentage-point violation rate,1.4234875444839858,0.7142857142857143,0.7092018301982715,,,,,,
Mistral 7B,Analytical Net Mngr 3.7GB,Internal agreement,subject_verb_agreement,Subject-verb disagreement,300,124.0,Adequate support,percentage-point violation rate,3.9408866995073892,0.0,3.9408866995073892,,,,,,
Mistral 7B,Analytical Net Mngr 3.7GB,Structural realisation,adjective_modifiers,Adjective modifiers,300,437.0,Adequate support,divergences per 100 sentences,131.0,71.0,60.0,15.789473684210526,17.620137299771166,-1.8306636155606402,108.0,45.333333333333336,62.666666666666664
Mistral 7B,Analytical Net Mngr 3.7GB,Structural realisation,definite_articles,Definite articles,300,440.0,Adequate support,divergences per 100 sentences,237.66666666666666,117.0,120.66666666666666,5.2272727272727275,7.954545454545454,-2.7272727272727266,230.0,105.33333333333333,124.66666666666667
Mistral 7B,Analytical Net Mngr 3.7GB,Structural realisation,infinitival_markers,Infinitival markers,300,109.0,Adequate support,divergences per 100 sentences,31.666666666666668,23.333333333333332,8.333333333333336,33.027522935779814,33.944954128440365,-0.9174311926605512,19.666666666666668,11.0,8.666666666666668
Mistral 7B,Analytical Net Mngr 3.7GB,Structural realisation,modal_auxiliaries,Modal auxiliaries,300,77.0,Adequate support,divergences per 100 sentences,26.0,14.666666666666666,11.333333333333334,38.96103896103896,29.87012987012987,9.09090909090909,16.0,7.0,9.0
Mistral 7B,Analytical Net Mngr 3.7GB,Structural realisation,of_genitives,Of-genitive constructions,300,193.0,Adequate support,divergences per 100 sentences,108.66666666666667,62.0,46.66666666666667,24.870466321243523,23.83419689119171,1.0362694300518136,92.66666666666667,46.666666666666664,46.00000000000001
Mistral 7B,Analytical Net Mngr 3.7GB,Structural realisation,participles,Participles,300,356.0,Adequate support,divergences per 100 sentences,107.33333333333333,73.66666666666667,33.66666666666666,27.808988764044944,35.39325842696629,-7.584269662921347,74.33333333333333,31.666666666666668,42.66666666666666
Mistral 7B,Analytical Net Mngr 3.7GB,Structural realisation,passive_constructions,Passive constructions,300,107.0,Adequate support,divergences per 100 sentences,54.333333333333336,27.333333333333332,27.000000000000004,34.57943925233645,27.102803738317757,7.476635514018692,42.0,17.666666666666668,24.333333333333332
Mistral 7B,Analytical Net Mngr 3.7GB,Structural realisation,possessive_nominals,Possessive nominals,300,110.0,Adequate support,divergences per 100 sentences,32.666666666666664,27.333333333333332,5.333333333333332,63.63636363636363,46.36363636363637,17.272727272727266,9.333333333333334,10.333333333333334,-1.0
Mistral 7B,Analytical Net Mngr 3.7GB,Structural realisation,prepositions,Prepositions,300,756.0,Adequate support,divergences per 100 sentences,276.6666666666667,123.66666666666667,153.0,8.862433862433862,12.16931216931217,-3.306878306878307,254.33333333333334,93.0,161.33333333333334
Mistral 7B,Analytical Net Mngr 3.7GB,Structural realisation,relative_clauses,Relative clauses,300,83.0,Adequate support,divergences per 100 sentences,46.666666666666664,25.666666666666668,20.999999999999996,39.75903614457831,31.325301204819276,8.433734939759034,35.666666666666664,17.0,18.666666666666664
Mistral 7B,Analytical Net Mngr 3.7GB,Structural realisation,relative_markers,Relative markers,300,102.0,Adequate support,divergences per 100 sentences,54.0,31.0,23.0,21.568627450980394,15.686274509803921,5.882352941176473,46.666666666666664,25.666666666666668,20.999999999999996
Mistral 7B,Analytical Net Mngr 3.7GB,Structural realisation,subordinating_conjunctions,Subordinating conjunctions,300,119.0,Adequate support,divergences per 100 sentences,42.666666666666664,29.333333333333332,13.333333333333332,31.932773109243698,27.73109243697479,4.201680672268907,30.0,18.333333333333332,11.666666666666668
Mistral 7B,Empirical Net Mngr 3.7GB,Content preservation,named_entities,Named-entity recall,300,511.0,Adequate support,percentage-point recall loss,37.96477495107632,46.771037181996086,8.806262230919764,62.03522504892368,53.228962818003914,8.806262230919765,113.33333333333333,83.0,30.333333333333332
Mistral 7B,Empirical Net Mngr 3.7GB,Content preservation,negations,Negation recall,300,62.0,Adequate support,percentage-point recall loss,69.35483870967742,75.80645161290323,6.451612903225808,30.64516129032258,24.193548387096776,6.451612903225806,13.333333333333334,6.666666666666667,6.666666666666667
Mistral 7B,Empirical Net Mngr 3.7GB,Content preservation,numbers,Number recall,300,149.0,Adequate support,percentage-point recall loss,71.14093959731544,80.53691275167785,9.395973154362409,28.859060402684563,19.463087248322147,9.395973154362416,18.0,11.0,7.0
Mistral 7B,Empirical Net Mngr 3.7GB,Content preservation,proper_nouns,Proper-noun recall,300,543.0,Adequate support,percentage-point recall loss,44.751381215469614,53.22283609576427,8.471454880294658,55.248618784530386,46.77716390423573,8.47145488029466,117.0,75.66666666666667,41.333333333333336
Mistral 7B,Empirical Net Mngr 3.7GB,Internal agreement,demonstrative_noun_agreement,Demonstrative-noun disagreement,300,23.0,Low support,percentage-point violation rate,0.0,0.0,0.0,,,,,,
Mistral 7B,Empirical Net Mngr 3.7GB,Internal agreement,indefinite_article_number,Indefinite article-plural noun incompatibility,300,140.0,Adequate support,percentage-point violation rate,0.5847953216374269,0.7142857142857143,-0.12949039264828743,,,,,,
Mistral 7B,Empirical Net Mngr 3.7GB,Internal agreement,subject_verb_agreement,Subject-verb disagreement,300,124.0,Adequate support,percentage-point violation rate,0.6134969325153374,0.0,0.6134969325153374,,,,,,
Mistral 7B,Empirical Net Mngr 3.7GB,Structural realisation,adjective_modifiers,Adjective modifiers,300,437.0,Adequate support,divergences per 100 sentences,107.33333333333333,71.0,36.33333333333333,18.993135011441648,17.620137299771166,1.3729977116704823,79.66666666666667,45.333333333333336,34.333333333333336
Mistral 7B,Empirical Net Mngr 3.7GB,Structural realisation,definite_articles,Definite articles,300,440.0,Adequate support,divergences per 100 sentences,189.0,117.0,72.0,6.590909090909091,7.954545454545454,-1.3636363636363633,179.33333333333334,105.33333333333333,74.00000000000001
Mistral 7B,Empirical Net Mngr 3.7GB,Structural realisation,infinitival_markers,Infinitival markers,300,109.0,Adequate support,divergences per 100 sentences,34.0,23.333333333333332,10.666666666666668,37.61467889908257,33.944954128440365,3.6697247706422047,20.333333333333332,11.0,9.333333333333332
Mistral 7B,Empirical Net Mngr 3.7GB,Structural realisation,modal_auxiliaries,Modal auxiliaries,300,77.0,Adequate support,divergences per 100 sentences,19.0,14.666666666666666,4.333333333333334,38.96103896103896,29.87012987012987,9.09090909090909,9.0,7.0,2.0
Mistral 7B,Empirical Net Mngr 3.7GB,Structural realisation,of_genitives,Of-genitive constructions,300,193.0,Adequate support,divergences per 100 sentences,84.33333333333333,62.0,22.33333333333333,25.38860103626943,23.83419689119171,1.5544041450777222,68.0,46.666666666666664,21.333333333333336
Mistral 7B,Empirical Net Mngr 3.7GB,Structural realisation,participles,Participles,300,356.0,Adequate support,divergences per 100 sentences,98.33333333333333,73.66666666666667,24.666666666666657,30.337078651685392,35.39325842696629,-5.056179775280899,62.333333333333336,31.666666666666668,30.666666666666668
Mistral 7B,Empirical Net Mngr 3.7GB,Structural realisation,passive_constructions,Passive constructions,300,107.0,Adequate support,divergences per 100 sentences,43.333333333333336,27.333333333333332,16.000000000000004,34.57943925233645,27.102803738317757,7.476635514018692,31.0,17.666666666666668,13.333333333333332
Mistral 7B,Empirical Net Mngr 3.7GB,Structural realisation,possessive_nominals,Possessive nominals,300,110.0,Adequate support,divergences per 100 sentences,33.333333333333336,27.333333333333332,6.0000000000000036,57.27272727272727,46.36363636363637,10.909090909090907,12.333333333333334,10.333333333333334,2.0
Mistral 7B,Empirical Net Mngr 3.7GB,Structural realisation,prepositions,Prepositions,300,756.0,Adequate support,divergences per 100 sentences,201.66666666666666,123.66666666666667,77.99999999999999,11.904761904761905,12.16931216931217,-0.2645502645502642,171.66666666666666,93.0,78.66666666666666
Mistral 7B,Empirical Net Mngr 3.7GB,Structural realisation,relative_clauses,Relative clauses,300,83.0,Adequate support,divergences per 100 sentences,34.666666666666664,25.666666666666668,8.999999999999996,36.144578313253014,31.325301204819276,4.819277108433738,24.666666666666668,17.0,7.666666666666668
Mistral 7B,Empirical Net Mngr 3.7GB,Structural realisation,relative_markers,Relative markers,300,102.0,Adequate support,divergences per 100 sentences,38.666666666666664,31.0,7.666666666666664,22.54901960784314,15.686274509803921,6.862745098039218,31.0,25.666666666666668,5.333333333333332
Mistral 7B,Empirical Net Mngr 3.7GB,Structural realisation,subordinating_conjunctions,Subordinating conjunctions,300,119.0,Adequate support,divergences per 100 sentences,36.0,29.333333333333332,6.666666666666668,35.294117647058826,27.73109243697479,7.563025210084035,22.0,18.333333333333332,3.666666666666668
Mistral 7B,Fp4,Content preservation,named_entities,Named-entity recall,300,511.0,Adequate support,percentage-point recall loss,45.205479452054796,46.771037181996086,1.5655577299412897,54.794520547945204,53.228962818003914,1.5655577299412915,76.66666666666667,83.0,-6.333333333333333
Mistral 7B,Fp4,Content preservation,negations,Negation recall,300,62.0,Adequate support,percentage-point recall loss,77.41935483870968,75.80645161290323,-1.6129032258064484,22.580645161290324,24.193548387096776,-1.6129032258064515,6.666666666666667,6.666666666666667,0.0
Mistral 7B,Fp4,Content preservation,numbers,Number recall,300,149.0,Adequate support,percentage-point recall loss,79.19463087248322,80.53691275167785,1.3422818791946298,20.80536912751678,19.463087248322147,1.342281879194631,11.0,11.0,0.0
Mistral 7B,Fp4,Content preservation,proper_nouns,Proper-noun recall,300,543.0,Adequate support,percentage-point recall loss,50.828729281767956,53.22283609576427,2.3941068139963164,49.171270718232044,46.77716390423573,2.394106813996317,74.0,75.66666666666667,-1.6666666666666667
Mistral 7B,Fp4,Internal agreement,demonstrative_noun_agreement,Demonstrative-noun disagreement,300,23.0,Low support,percentage-point violation rate,0.0,0.0,0.0,,,,,,
Mistral 7B,Fp4,Internal agreement,indefinite_article_number,Indefinite article-plural noun incompatibility,300,140.0,Adequate support,percentage-point violation rate,0.6896551724137931,0.7142857142857143,-0.024630541871921152,,,,,,
Mistral 7B,Fp4,Internal agreement,subject_verb_agreement,Subject-verb disagreement,300,116.0,Adequate support,percentage-point violation rate,1.7241379310344827,0.0,1.7241379310344827,,,,,,
Mistral 7B,Fp4,Structural realisation,adjective_modifiers,Adjective modifiers,300,437.0,Adequate support,divergences per 100 sentences,70.66666666666667,71.0,-0.3333333333333286,16.933638443935926,17.620137299771166,-0.6864988558352394,46.0,45.333333333333336,0.6666666666666643
Mistral 7B,Fp4,Structural realisation,definite_articles,Definite articles,300,440.0,Adequate support,divergences per 100 sentences,117.0,117.0,0.0,7.7272727272727275,7.954545454545454,-0.22727272727272663,105.66666666666667,105.33333333333333,0.3333333333333428
Mistral 7B,Fp4,Structural realisation,infinitival_markers,Infinitival markers,300,109.0,Adequate support,divergences per 100 sentences,23.0,23.333333333333332,-0.33333333333333215,37.61467889908257,33.944954128440365,3.6697247706422047,9.333333333333334,11.0,-1.666666666666666
Mistral 7B,Fp4,Structural realisation,modal_auxiliaries,Modal auxiliaries,300,77.0,Adequate support,divergences per 100 sentences,14.333333333333334,14.666666666666666,-0.33333333333333215,31.16883116883117,29.87012987012987,1.2987012987012996,6.333333333333333,7.0,-0.666666666666667
Mistral 7B,Fp4,Structural realisation,of_genitives,Of-genitive constructions,300,193.0,Adequate support,divergences per 100 sentences,64.66666666666667,62.0,2.6666666666666714,23.316062176165804,23.83419689119171,-0.518134715025905,49.666666666666664,46.666666666666664,3.0
Mistral 7B,Fp4,Structural realisation,participles,Participles,300,356.0,Adequate support,divergences per 100 sentences,71.66666666666667,73.66666666666667,-2.0,33.98876404494382,35.39325842696629,-1.4044943820224702,31.333333333333332,31.666666666666668,-0.3333333333333357
Mistral 7B,Fp4,Structural realisation,passive_constructions,Passive constructions,300,107.0,Adequate support,divergences per 100 sentences,27.0,27.333333333333332,-0.33333333333333215,26.16822429906542,27.102803738317757,-0.9345794392523352,17.666666666666668,17.666666666666668,0.0
Mistral 7B,Fp4,Structural realisation,possessive_nominals,Possessive nominals,300,110.0,Adequate support,divergences per 100 sentences,27.666666666666668,27.333333333333332,0.3333333333333357,50.0,46.36363636363637,3.636363636363633,9.333333333333334,10.333333333333334,-1.0
Mistral 7B,Fp4,Structural realisation,prepositions,Prepositions,300,756.0,Adequate support,divergences per 100 sentences,124.0,123.66666666666667,0.3333333333333286,12.301587301587302,12.16931216931217,0.132275132275133,93.0,93.0,0.0
Mistral 7B,Fp4,Structural realisation,relative_clauses,Relative clauses,300,83.0,Adequate support,divergences per 100 sentences,24.333333333333332,25.666666666666668,-1.3333333333333357,30.120481927710845,31.325301204819276,-1.204819277108431,16.0,17.0,-1.0
Mistral 7B,Fp4,Structural realisation,relative_markers,Relative markers,300,102.0,Adequate support,divergences per 100 sentences,29.0,31.0,-2.0,16.666666666666668,15.686274509803921,0.9803921568627469,23.333333333333332,25.666666666666668,-2.3333333333333357
Mistral 7B,Fp4,Structural realisation,subordinating_conjunctions,Subordinating conjunctions,300,119.0,Adequate support,divergences per 100 sentences,30.0,29.333333333333332,0.6666666666666679,27.73109243697479,27.73109243697479,0.0,19.0,18.333333333333332,0.6666666666666679
Mistral 7B,Fp4 AWQ,Content preservation,named_entities,Named-entity recall,300,511.0,Adequate support,percentage-point recall loss,47.945205479452056,46.771037181996086,-1.1741682974559708,52.054794520547944,53.228962818003914,-1.1741682974559686,78.66666666666667,83.0,-4.333333333333333
Mistral 7B,Fp4 AWQ,Content preservation,negations,Negation recall,300,62.0,Adequate support,percentage-point recall loss,74.19354838709677,75.80645161290323,1.6129032258064626,25.806451612903224,24.193548387096776,1.6129032258064515,6.333333333333333,6.666666666666667,-0.3333333333333333
Mistral 7B,Fp4 AWQ,Content preservation,numbers,Number recall,300,149.0,Adequate support,percentage-point recall loss,79.86577181208054,80.53691275167785,0.6711409395973078,20.13422818791946,19.463087248322147,0.6711409395973155,10.0,11.0,-1.0
Mistral 7B,Fp4 AWQ,Content preservation,proper_nouns,Proper-noun recall,300,543.0,Adequate support,percentage-point recall loss,55.43278084714549,53.22283609576427,-2.209944751381215,44.56721915285451,46.77716390423573,-2.2099447513812156,72.66666666666667,75.66666666666667,-3.0
Mistral 7B,Fp4 AWQ,Internal agreement,demonstrative_noun_agreement,Demonstrative-noun disagreement,300,23.0,Low support,percentage-point violation rate,0.0,0.0,0.0,,,,,,
Mistral 7B,Fp4 AWQ,Internal agreement,indefinite_article_number,Indefinite article-plural noun incompatibility,300,140.0,Adequate support,percentage-point violation rate,0.6535947712418301,0.7142857142857143,-0.06069094304388423,,,,,,
Mistral 7B,Fp4 AWQ,Internal agreement,subject_verb_agreement,Subject-verb disagreement,300,124.0,Adequate support,percentage-point violation rate,0.0,0.0,0.0,,,,,,
Mistral 7B,Fp4 AWQ,Structural realisation,adjective_modifiers,Adjective modifiers,300,437.0,Adequate support,divergences per 100 sentences,77.33333333333333,71.0,6.333333333333329,18.53546910755149,17.620137299771166,0.9153318077803227,50.333333333333336,45.333333333333336,5.0
Mistral 7B,Fp4 AWQ,Structural realisation,definite_articles,Definite articles,300,440.0,Adequate support,divergences per 100 sentences,125.66666666666667,117.0,8.666666666666671,7.2727272727272725,7.954545454545454,-0.6818181818181817,115.0,105.33333333333333,9.666666666666671
Mistral 7B,Fp4 AWQ,Structural realisation,infinitival_markers,Infinitival markers,300,109.0,Adequate support,divergences per 100 sentences,24.333333333333332,23.333333333333332,1.0,36.69724770642202,33.944954128440365,2.7522935779816535,11.0,11.0,0.0
Mistral 7B,Fp4 AWQ,Structural realisation,modal_auxiliaries,Modal auxiliaries,300,77.0,Adequate support,divergences per 100 sentences,13.333333333333334,14.666666666666666,-1.3333333333333321,28.571428571428573,29.87012987012987,-1.298701298701296,6.0,7.0,-1.0
Mistral 7B,Fp4 AWQ,Structural realisation,of_genitives,Of-genitive constructions,300,193.0,Adequate support,divergences per 100 sentences,68.66666666666667,62.0,6.666666666666671,21.243523316062177,23.83419689119171,-2.5906735751295322,55.0,46.666666666666664,8.333333333333336
Mistral 7B,Fp4 AWQ,Structural realisation,participles,Participles,300,356.0,Adequate support,divergences per 100 sentences,75.66666666666667,73.66666666666667,2.0,36.235955056179776,35.39325842696629,0.842696629213485,32.666666666666664,31.666666666666668,0.9999999999999964
Mistral 7B,Fp4 AWQ,Structural realisation,passive_constructions,Passive constructions,300,107.0,Adequate support,divergences per 100 sentences,28.0,27.333333333333332,0.6666666666666679,28.037383177570092,27.102803738317757,0.9345794392523352,18.0,17.666666666666668,0.33333333333333215
Mistral 7B,Fp4 AWQ,Structural realisation,possessive_nominals,Possessive nominals,300,110.0,Adequate support,divergences per 100 sentences,25.666666666666668,27.333333333333332,-1.6666666666666643,45.45454545454545,46.36363636363637,-0.9090909090909136,9.0,10.333333333333334,-1.333333333333334
Mistral 7B,Fp4 AWQ,Structural realisation,prepositions,Prepositions,300,756.0,Adequate support,divergences per 100 sentences,129.66666666666666,123.66666666666667,5.999999999999986,11.375661375661375,12.16931216931217,-0.7936507936507944,101.0,93.0,8.0
Mistral 7B,Fp4 AWQ,Structural realisation,relative_clauses,Relative clauses,300,83.0,Adequate support,divergences per 100 sentences,27.333333333333332,25.666666666666668,1.6666666666666643,30.120481927710845,31.325301204819276,-1.204819277108431,19.0,17.0,2.0
Mistral 7B,Fp4 AWQ,Structural realisation,relative_markers,Relative markers,300,102.0,Adequate support,divergences per 100 sentences,31.0,31.0,0.0,13.72549019607843,15.686274509803921,-1.9607843137254903,26.333333333333332,25.666666666666668,0.6666666666666643
Mistral 7B,Fp4 AWQ,Structural realisation,subordinating_conjunctions,Subordinating conjunctions,300,119.0,Adequate support,divergences per 100 sentences,29.333333333333332,29.333333333333332,0.0,28.571428571428573,27.73109243697479,0.8403361344537821,18.0,18.333333333333332,-0.33333333333333215
Mistral 7B,Fp8,Content preservation,named_entities,Named-entity recall,300,511.0,Adequate support,percentage-point recall loss,48.53228962818004,46.771037181996086,-1.7612524461839527,51.46771037181996,53.228962818003914,-1.761252446183953,80.33333333333333,83.0,-2.6666666666666665
Mistral 7B,Fp8,Content preservation,negations,Negation recall,300,62.0,Adequate support,percentage-point recall loss,75.80645161290323,75.80645161290323,0.0,24.193548387096776,24.193548387096776,0.0,7.333333333333333,6.666666666666667,0.6666666666666666
Mistral 7B,Fp8,Content preservation,numbers,Number recall,300,149.0,Adequate support,percentage-point recall loss,81.87919463087249,80.53691275167785,-1.342281879194644,18.120805369127517,19.463087248322147,-1.342281879194631,10.666666666666666,11.0,-0.3333333333333333
Mistral 7B,Fp8,Content preservation,proper_nouns,Proper-noun recall,300,543.0,Adequate support,percentage-point recall loss,53.775322283609576,53.22283609576427,-0.5524861878453038,46.224677716390424,46.77716390423573,-0.5524861878453039,70.66666666666667,75.66666666666667,-5.0
Mistral 7B,Fp8,Internal agreement,demonstrative_noun_agreement,Demonstrative-noun disagreement,300,22.0,Low support,percentage-point violation rate,0.0,0.0,0.0,,,,,,
Mistral 7B,Fp8,Internal agreement,indefinite_article_number,Indefinite article-plural noun incompatibility,300,140.0,Adequate support,percentage-point violation rate,0.6896551724137931,0.7142857142857143,-0.024630541871921152,,,,,,
Mistral 7B,Fp8,Internal agreement,subject_verb_agreement,Subject-verb disagreement,300,124.0,Adequate support,percentage-point violation rate,0.7936507936507936,0.0,0.7936507936507936,,,,,,
Mistral 7B,Fp8,Structural realisation,adjective_modifiers,Adjective modifiers,300,437.0,Adequate support,divergences per 100 sentences,72.33333333333333,71.0,1.3333333333333286,17.162471395881006,17.620137299771166,-0.4576659038901596,47.333333333333336,45.333333333333336,2.0
Mistral 7B,Fp8,Structural realisation,definite_articles,Definite articles,300,440.0,Adequate support,divergences per 100 sentences,116.0,117.0,-1.0,7.954545454545454,7.954545454545454,0.0,104.33333333333333,105.33333333333333,-1.0
Mistral 7B,Fp8,Structural realisation,infinitival_markers,Infinitival markers,300,109.0,Adequate support,divergences per 100 sentences,22.666666666666668,23.333333333333332,-0.6666666666666643,32.11009174311926,33.944954128440365,-1.8348623853211024,11.0,11.0,0.0
Mistral 7B,Fp8,Structural realisation,modal_auxiliaries,Modal auxiliaries,300,77.0,Adequate support,divergences per 100 sentences,14.333333333333334,14.666666666666666,-0.33333333333333215,29.87012987012987,29.87012987012987,0.0,6.666666666666667,7.0,-0.33333333333333304
