Base_Model,Quantization,Direction,Metric,Paired_Sentences,Excess_Mean,CI95_Lower,CI95_Upper
Llama Krikri 8B,4bit Static GPTQ,EN-GR,Hallucination_Risk,300,0.00044031021347386577,-0.002493882852137699,0.003490988161809579
Llama Krikri 8B,4bit Static GPTQ,EN-GR,Omission_Risk,300,0.00238758945283573,0.00011532891548603555,0.004599006975745245
Llama Krikri 8B,4bit Static GPTQ,EN-GR,Expanded_Hallucination_Risk,300,-0.0008902126043585035,-0.0036289798474634727,0.0019472661831976992
Llama Krikri 8B,4bit Static GPTQ,EN-GR,Expanded_Omission_Risk,300,0.0020018076616608836,-0.0002935855177317895,0.004410865366753057
Llama Krikri 8B,4bit True GPTQ,EN-GR,Hallucination_Risk,300,-0.0005800901712060008,-0.0036739117942189005,0.002370987382939439
Llama Krikri 8B,4bit True GPTQ,EN-GR,Omission_Risk,300,6.004918797553419e-06,-0.002479421643145597,0.0022102446337758782
Llama Krikri 8B,4bit True GPTQ,EN-GR,Expanded_Hallucination_Risk,300,-0.001987549036541376,-0.0047704051576070924,0.0006271651267260343
Llama Krikri 8B,4bit True GPTQ,EN-GR,Expanded_Omission_Risk,300,0.00012305216913985914,-0.002169592071534832,0.002269192041159081
Llama Krikri 8B,Analytical Net Mngr 4.5GB,EN-GR,Hallucination_Risk,300,0.09616173333348618,0.08005242661396147,0.11693216902228093
Llama Krikri 8B,Analytical Net Mngr 4.5GB,EN-GR,Omission_Risk,300,0.10820950737602199,0.09096179804367853,0.1267534788117261
Llama Krikri 8B,Analytical Net Mngr 4.5GB,EN-GR,Expanded_Hallucination_Risk,300,0.1779964991080576,0.1603730510466571,0.19473206359683107
Llama Krikri 8B,Analytical Net Mngr 4.5GB,EN-GR,Expanded_Omission_Risk,300,0.18317408624602532,0.17324576841391903,0.19429936428905883
Llama Krikri 8B,Empirical Net Mngr 5.5GB,EN-GR,Hallucination_Risk,300,0.006010103489383083,0.0020359861890056684,0.010488973518996218
Llama Krikri 8B,Empirical Net Mngr 5.5GB,EN-GR,Omission_Risk,300,0.0027996692745148473,-0.0001905213818152269,0.005644559936856891
Llama Krikri 8B,Empirical Net Mngr 5.5GB,EN-GR,Expanded_Hallucination_Risk,300,0.004738933441920769,0.000794940648339877,0.009032814879650138
Llama Krikri 8B,Empirical Net Mngr 5.5GB,EN-GR,Expanded_Omission_Risk,300,0.002737163598243376,-0.00022044754274985724,0.005884871338301966
Llama Krikri 8B,Fp4,EN-GR,Hallucination_Risk,300,-0.0016272314920535273,-0.004457745491345288,0.0012461970351614414
Llama Krikri 8B,Fp4,EN-GR,Omission_Risk,300,-0.0015782274981085557,-0.004012975138023864,0.0009594303722393323
Llama Krikri 8B,Fp4,EN-GR,Expanded_Hallucination_Risk,300,-0.002087701673078795,-0.004764802571769815,0.0009179213899238232
Llama Krikri 8B,Fp4,EN-GR,Expanded_Omission_Risk,300,0.00017568368947690593,-0.002409177404251677,0.003033824774122231
Llama Krikri 8B,Fp4 AWQ,EN-GR,Hallucination_Risk,300,-4.964483822469945e-05,-0.002869092592342732,0.002673457220713622
Llama Krikri 8B,Fp4 AWQ,EN-GR,Omission_Risk,300,-0.0005313484271777799,-0.003023662291632885,0.0016955111499404633
Llama Krikri 8B,Fp4 AWQ,EN-GR,Expanded_Hallucination_Risk,300,-0.0017913456936293152,-0.004511242020082571,0.0008438869949920423
Llama Krikri 8B,Fp4 AWQ,EN-GR,Expanded_Omission_Risk,300,-0.0009289103137390487,-0.002840171103649467,0.0014276871599311167
Llama Krikri 8B,Fp8,EN-GR,Hallucination_Risk,300,-0.0004122513430116664,-0.0021858292517176084,0.0015433411373374276
Llama Krikri 8B,Fp8,EN-GR,Omission_Risk,300,-0.0003101332534025448,-0.0018999496600183889,0.001152084043102424
Llama Krikri 8B,Fp8,EN-GR,Expanded_Hallucination_Risk,300,-0.00048390057473983775,-0.0025586364940859033,0.0012285529881188772
Llama Krikri 8B,Fp8,EN-GR,Expanded_Omission_Risk,300,0.0010271673171754726,-0.0005003197214515142,0.003002794782444679
Llama Krikri 8B,Fp8 Per Tensor,EN-GR,Hallucination_Risk,300,3.867864654373103e-06,-0.0018547933829885421,0.0017888121053592446
Llama Krikri 8B,Fp8 Per Tensor,EN-GR,Omission_Risk,300,0.0009932376920580963,-0.00031996595963218916,0.0025801551843660717
Llama Krikri 8B,Fp8 Per Tensor,EN-GR,Expanded_Hallucination_Risk,300,-0.0009415261574553097,-0.00292800106794922,0.0008080764038875245
Llama Krikri 8B,Fp8 Per Tensor,EN-GR,Expanded_Omission_Risk,300,0.00036291693808871046,-0.0013237907218993576,0.002015615231111659
Llama Krikri 8B,Full Model,EN-GR,Hallucination_Risk,300,0.0,0.0,0.0
Llama Krikri 8B,Full Model,EN-GR,Omission_Risk,300,0.0,0.0,0.0
Llama Krikri 8B,Full Model,EN-GR,Expanded_Hallucination_Risk,300,0.0,0.0,0.0
Llama Krikri 8B,Full Model,EN-GR,Expanded_Omission_Risk,300,0.0,0.0,0.0
Llama Krikri 8B,Int2 Batch16,EN-GR,Hallucination_Risk,300,-0.04226760272901493,-0.04841257706598069,-0.03521490296456875
Llama Krikri 8B,Int2 Batch16,EN-GR,Omission_Risk,300,-0.012826347673358062,-0.02140220740373367,-0.0034985570263097172
Llama Krikri 8B,Int2 Batch16,EN-GR,Expanded_Hallucination_Risk,300,0.07530952314381141,0.06803538287078612,0.08185669118584232
Llama Krikri 8B,Int2 Batch16,EN-GR,Expanded_Omission_Risk,300,0.1400344347669722,0.1339728132976779,0.14650678192701613
Llama Krikri 8B,Int4,EN-GR,Hallucination_Risk,300,0.0007068787399877672,-0.0020791477449380613,0.003341814050557144
Llama Krikri 8B,Int4,EN-GR,Omission_Risk,300,-0.0012863764670363138,-0.0039978155603154234,0.0012843722260872698
Llama Krikri 8B,Int4,EN-GR,Expanded_Hallucination_Risk,300,0.0007980453332451361,-0.0022167231918434577,0.003670718002806136
Llama Krikri 8B,Int4,EN-GR,Expanded_Omission_Risk,300,-0.0016984109165321826,-0.004361298666280461,0.00033688604159502625
Llama Krikri 8B,Int4 AWQ,EN-GR,Hallucination_Risk,300,-0.0031008741503903894,-0.006007097062351039,0.00013866468479468083
Llama Krikri 8B,Int4 AWQ,EN-GR,Omission_Risk,300,-0.0008621135026167239,-0.0036428679780926205,0.0016338725851884482
Llama Krikri 8B,Int4 AWQ,EN-GR,Expanded_Hallucination_Risk,300,-0.0016056079739805425,-0.004282223344285955,0.0010137636011230853
Llama Krikri 8B,Int4 AWQ,EN-GR,Expanded_Omission_Risk,300,-0.00021669039800811704,-0.0027110511320804775,0.0023028325791011215
Llama Krikri 8B,Int8,EN-GR,Hallucination_Risk,300,-0.0013424065399613742,-0.0029155692373459587,0.0001766548282949396
Llama Krikri 8B,Int8,EN-GR,Omission_Risk,300,9.46714224202612e-05,-0.0013834198393141985,0.0013560648029111743
Llama Krikri 8B,Int8,EN-GR,Expanded_Hallucination_Risk,300,-0.0011521053756757345,-0.002986650723290501,0.0006533322583136736
Llama Krikri 8B,Int8,EN-GR,Expanded_Omission_Risk,300,0.0003846292928338879,-0.0007767271165719316,0.0014914677931214583
Llama Krikri 8B,Int8 A8W8,EN-GR,Hallucination_Risk,200,0.0029181921726799285,0.0005844586554428942,0.005714210446413712
Llama Krikri 8B,Int8 A8W8,EN-GR,Omission_Risk,200,0.0013575622240921633,-0.0006697669969584363,0.00365399389544863
Llama Krikri 8B,Int8 A8W8,EN-GR,Expanded_Hallucination_Risk,200,-0.0011492429368097764,-0.004699937315628561,0.001856350823981514
Llama Krikri 8B,Int8 A8W8,EN-GR,Expanded_Omission_Risk,200,0.00011144491767610398,-0.002527275935914267,0.002996392672725445
Llama Krikri 8B,Int8 Bookends,EN-GR,Hallucination_Risk,300,0.0007441967078138968,-0.0015095664038034763,0.003089395267644829
Llama Krikri 8B,Int8 Bookends,EN-GR,Omission_Risk,300,0.0010336494131707018,-0.0012228738357810776,0.0032396629759428495
Llama Krikri 8B,Int8 Bookends,EN-GR,Expanded_Hallucination_Risk,300,-0.000813214345863738,-0.0035655848976932866,0.0018569946952492152
Llama Krikri 8B,Int8 Bookends,EN-GR,Expanded_Omission_Risk,300,-0.00037535950937556047,-0.002820860340991147,0.0020203218799156684
Llama Krikri 8B,Nf4,EN-GR,Hallucination_Risk,300,-0.0024503555519756535,-0.006030470213992262,0.0006717809172761117
Llama Krikri 8B,Nf4,EN-GR,Omission_Risk,300,0.0009841051165356374,-0.001655446174142369,0.003479555434012787
Llama Krikri 8B,Nf4,EN-GR,Expanded_Hallucination_Risk,300,-0.001892307299603718,-0.0044419981582038736,0.0010939020205735506
Llama Krikri 8B,Nf4,EN-GR,Expanded_Omission_Risk,300,0.002392080131651547,4.422262503051236e-05,0.004792335887777534
Llama Krikri 8B,2bit 10% Fast Spqr,GR-EN,Hallucination_Risk,300,0.017457986076838274,0.010271849933958223,0.024424088002236645
Llama Krikri 8B,2bit 10% Fast Spqr,GR-EN,Omission_Risk,300,0.0005970083253355855,-0.007923850015392397,0.007528477599543136
Llama Krikri 8B,2bit 10% Fast Spqr,GR-EN,Expanded_Hallucination_Risk,300,0.02002719837263891,0.013135070405630809,0.027101124881035187
Llama Krikri 8B,2bit 10% Fast Spqr,GR-EN,Expanded_Omission_Risk,300,0.006262248588587036,-5.6613904612125965e-05,0.012091480696575098
Llama Krikri 8B,2bit 5% Spqr,GR-EN,Hallucination_Risk,300,0.13999956378555364,0.12689627727327654,0.15187875509535306
Llama Krikri 8B,2bit 5% Spqr,GR-EN,Omission_Risk,300,0.06201606476489565,0.048325381066248646,0.07554915945737035
Llama Krikri 8B,2bit 5% Spqr,GR-EN,Expanded_Hallucination_Risk,300,0.1147039603493252,0.1034113491461061,0.12731567635032284
Llama Krikri 8B,2bit 5% Spqr,GR-EN,Expanded_Omission_Risk,300,0.05551955028515666,0.04546821229695826,0.06548569882814488
Llama Krikri 8B,4bit K-Means,GR-EN,Hallucination_Risk,300,0.004570246838844077,0.0017930675854228582,0.008079735863223502
Llama Krikri 8B,4bit K-Means,GR-EN,Omission_Risk,300,-0.0003645721826332497,-0.008473333416553895,0.00590591976614686
Llama Krikri 8B,4bit K-Means,GR-EN,Expanded_Hallucination_Risk,300,0.005863369359496562,0.0019578113246421563,0.009557298572142164
Llama Krikri 8B,4bit K-Means,GR-EN,Expanded_Omission_Risk,300,0.003778918291471034,-0.0024873651141542924,0.008529267266085869
Llama Krikri 8B,4bit Omniquant,GR-EN,Hallucination_Risk,300,-0.0002909204469294107,-0.0029951835957941907,0.002515312455763197
Llama Krikri 8B,4bit Omniquant,GR-EN,Omission_Risk,300,-0.00026841457759001376,-0.00879906715825515,0.005449642066374014
Llama Krikri 8B,4bit Omniquant,GR-EN,Expanded_Hallucination_Risk,300,-0.0002332967556774721,-0.0036268240178622146,0.00284571379574285
Llama Krikri 8B,4bit Omniquant,GR-EN,Expanded_Omission_Risk,300,0.0008486803728059811,-0.004440084769212574,0.005037764302693339
Llama Krikri 8B,4bit Optimized GPTQ,GR-EN,Hallucination_Risk,300,0.0008230917414233492,-0.0012515133387986659,0.0033767222983515283
Llama Krikri 8B,4bit Optimized GPTQ,GR-EN,Omission_Risk,300,-0.003299289882154357,-0.012695559307234514,0.0020037586560456115
Llama Krikri 8B,4bit Optimized GPTQ,GR-EN,Expanded_Hallucination_Risk,300,0.000717644859980123,-0.0019043776481489521,0.0035242830804640564
Llama Krikri 8B,4bit Optimized GPTQ,GR-EN,Expanded_Omission_Risk,300,-0.00041734439380090047,-0.005818766273620207,0.0034163917668477524
Llama Krikri 8B,4bit Spinquant,GR-EN,Hallucination_Risk,300,-0.0007494283032416423,-0.003637709320849835,0.0016766183917518692
Llama Krikri 8B,4bit Spinquant,GR-EN,Omission_Risk,300,-0.0009351978630639215,-0.00816146742658884,0.004357702852926544
Llama Krikri 8B,4bit Spinquant,GR-EN,Expanded_Hallucination_Risk,300,-0.0013380792616233116,-0.004240363186728393,0.0017892865776265056
Llama Krikri 8B,4bit Spinquant,GR-EN,Expanded_Omission_Risk,300,9.145640946242502e-06,-0.004980371243722852,0.004211810950050247
Llama Krikri 8B,4bit Static GPTQ,GR-EN,Hallucination_Risk,300,0.0021013999318841054,-0.0004763231890469755,0.004623828185307749
Llama Krikri 8B,4bit Static GPTQ,GR-EN,Omission_Risk,300,-0.0025314753673481676,-0.011653544919193383,0.00237174130943102
Llama Krikri 8B,4bit Static GPTQ,GR-EN,Expanded_Hallucination_Risk,300,0.003102698199242814,0.00043206999645095667,0.006139208114679131
Llama Krikri 8B,4bit Static GPTQ,GR-EN,Expanded_Omission_Risk,300,0.0001378771147584427,-0.005305597811482072,0.003995898302759215
Llama Krikri 8B,4bit True GPTQ,GR-EN,Hallucination_Risk,300,-0.0005825295960363743,-0.002939652822977739,0.0017751248359861793
Llama Krikri 8B,4bit True GPTQ,GR-EN,Omission_Risk,300,0.0004222477560744137,-0.0019293173591065538,0.0029200165448228844
Llama Krikri 8B,4bit True GPTQ,GR-EN,Expanded_Hallucination_Risk,300,-0.00024989125932098805,-0.00287872255541098,0.0023523554304603804
Llama Krikri 8B,4bit True GPTQ,GR-EN,Expanded_Omission_Risk,300,0.0013005428818335936,-0.001606781257680527,0.004116264207144411
Llama Krikri 8B,Analytical Net Mngr 4.5GB,GR-EN,Hallucination_Risk,300,0.20595533040121122,0.18526801102772383,0.22636889046080044
Llama Krikri 8B,Analytical Net Mngr 4.5GB,GR-EN,Omission_Risk,300,0.20960743275654337,0.18943101233677426,0.22809770616129452
Llama Krikri 8B,Analytical Net Mngr 4.5GB,GR-EN,Expanded_Hallucination_Risk,300,0.24897610900750689,0.23235923713005188,0.2657652050849878
Llama Krikri 8B,Analytical Net Mngr 4.5GB,GR-EN,Expanded_Omission_Risk,300,0.2397454791788899,0.22735789991786945,0.252310865260909
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Hallucination_Risk,300,0.004324393761477369,0.0012353598583630992,0.007384239335429555
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Omission_Risk,300,-0.005339730772640096,-0.012650173977929806,0.00028533721891480944
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Expanded_Hallucination_Risk,300,0.0039423779493496635,8.308414249365439e-05,0.0074152296028553305
Llama Krikri 8B,Empirical Net Mngr 5.5GB,GR-EN,Expanded_Omission_Risk,300,-0.0008411523520066222,-0.007297177340045623,0.003909776619678636
Llama Krikri 8B,Fp4,GR-EN,Hallucination_Risk,300,0.0007919282627775697,-0.0014057119398331057,0.00319045066071491
Llama Krikri 8B,Fp4,GR-EN,Omission_Risk,300,-0.0030603283806225692,-0.011314062119981722,0.0016906910070515642
Llama Krikri 8B,Fp4,GR-EN,Expanded_Hallucination_Risk,300,0.0018049055022930872,-0.001041828017754437,0.004586137694580344
Llama Krikri 8B,Fp4,GR-EN,Expanded_Omission_Risk,300,5.526053915469157e-05,-0.005167063676801679,0.0040420930108132445
Llama Krikri 8B,Fp4 AWQ,GR-EN,Hallucination_Risk,300,-0.0011356238020344292,-0.003340019964947615,0.0012385970263312325
Llama Krikri 8B,Fp4 AWQ,GR-EN,Omission_Risk,300,0.0006233092610953897,-0.0013973351965174481,0.0026317807852296107
Llama Krikri 8B,Fp4 AWQ,GR-EN,Expanded_Hallucination_Risk,300,-0.001587156928838901,-0.0041743019135967105,0.0006404193676231879
Llama Krikri 8B,Fp4 AWQ,GR-EN,Expanded_Omission_Risk,300,0.0005530056615007968,-0.00157311412149696,0.002815283546289038
Llama Krikri 8B,Fp8,GR-EN,Hallucination_Risk,300,-3.391018219460154e-05,-0.0013787516382035097,0.0014380615486964553
Llama Krikri 8B,Fp8,GR-EN,Omission_Risk,300,-0.002706398980302906,-0.01056769228877974,0.0020128665413847863
Llama Krikri 8B,Fp8,GR-EN,Expanded_Hallucination_Risk,300,0.0005532693355184043,-0.0007885557578419949,0.0020425304814568014
Llama Krikri 8B,Fp8,GR-EN,Expanded_Omission_Risk,300,-0.0008567386295437132,-0.005522599883784242,0.0021322294006149416
Llama Krikri 8B,Fp8 Per Tensor,GR-EN,Hallucination_Risk,300,0.001355233135288009,-0.00010075247726743907,0.003105204268684625
Llama Krikri 8B,Fp8 Per Tensor,GR-EN,Omission_Risk,300,0.0006446769058236171,-0.0010597954866533898,0.002387691899645381
Llama Krikri 8B,Fp8 Per Tensor,GR-EN,Expanded_Hallucination_Risk,300,0.00041991179564445,-0.001206164127991266,0.002086126440084116
Llama Krikri 8B,Fp8 Per Tensor,GR-EN,Expanded_Omission_Risk,300,0.0008422714987497863,-0.0005294382331750705,0.002386338922805186
Llama Krikri 8B,Full Model,GR-EN,Hallucination_Risk,300,0.0,0.0,0.0
Llama Krikri 8B,Full Model,GR-EN,Omission_Risk,300,0.0,0.0,0.0
Llama Krikri 8B,Full Model,GR-EN,Expanded_Hallucination_Risk,300,0.0,0.0,0.0
Llama Krikri 8B,Full Model,GR-EN,Expanded_Omission_Risk,300,0.0,0.0,0.0
Llama Krikri 8B,Int2 Batch16,GR-EN,Hallucination_Risk,300,0.0033570033551896562,-0.004310513922139801,0.011627365325986943
Llama Krikri 8B,Int2 Batch16,GR-EN,Omission_Risk,300,-0.00803673844461407,-0.018937512230976315,0.0031654336564480167
Llama Krikri 8B,Int2 Batch16,GR-EN,Expanded_Hallucination_Risk,300,0.10913016388263275,0.10023859842143176,0.11814192893830744
Llama Krikri 8B,Int2 Batch16,GR-EN,Expanded_Omission_Risk,300,0.1186494057810478,0.10832269536684207,0.1288894172001263
Llama Krikri 8B,Int4,GR-EN,Hallucination_Risk,300,0.0037469141950275536,0.0014794505207748514,0.006432831997033613
Llama Krikri 8B,Int4,GR-EN,Omission_Risk,300,-0.002823738650583522,-0.010567727379280984,0.002696032028423174
Llama Krikri 8B,Int4,GR-EN,Expanded_Hallucination_Risk,300,0.005039397310492267,0.0021638638791787743,0.008438735438007107
Llama Krikri 8B,Int4,GR-EN,Expanded_Omission_Risk,300,0.0008306596538117967,-0.005549785400275987,0.00469708667573296
Llama Krikri 8B,Int4 AWQ,GR-EN,Hallucination_Risk,300,0.0005435772707620814,-0.0016242780949110944,0.002676348382440229
Llama Krikri 8B,Int4 AWQ,GR-EN,Omission_Risk,300,-0.0023856130316555753,-0.010844185529376696,0.00272217521216166
Llama Krikri 8B,Int4 AWQ,GR-EN,Expanded_Hallucination_Risk,300,0.001825829886792478,-0.0016574159332640008,0.005215861638355106
Llama Krikri 8B,Int4 AWQ,GR-EN,Expanded_Omission_Risk,300,2.2161272137862785e-05,-0.004979217511089802,0.0039690286733823
Llama Krikri 8B,Int8,GR-EN,Hallucination_Risk,300,0.00048009857899121536,-0.0005752871818823401,0.0015386961511612736
Llama Krikri 8B,Int8,GR-EN,Omission_Risk,300,0.001541668914394765,0.0005172839876318232,0.002682015797803432
Llama Krikri 8B,Int8,GR-EN,Expanded_Hallucination_Risk,300,0.0011219525520284681,5.489623980372354e-06,0.0022312758867039776
Llama Krikri 8B,Int8,GR-EN,Expanded_Omission_Risk,300,0.0021213150540708246,0.00107899113594107,0.0033290249954318956
Llama Krikri 8B,Int8 A8W8,GR-EN,Hallucination_Risk,200,0.0015182446870092758,-0.0008705517562231805,0.003928857994306358
Llama Krikri 8B,Int8 A8W8,GR-EN,Omission_Risk,200,-0.0037640506414816756,-0.017301400771364564,0.0030641441761865102
Llama Krikri 8B,Int8 A8W8,GR-EN,Expanded_Hallucination_Risk,200,0.0016996458334338702,-0.0005696326665389281,0.00409214803308572
Llama Krikri 8B,Int8 A8W8,GR-EN,Expanded_Omission_Risk,200,-0.0026541328066392944,-0.010325031161388085,0.0018907329870454642
Llama Krikri 8B,Int8 Bookends,GR-EN,Hallucination_Risk,300,0.001687926161220142,0.00012892985245125833,0.0033962038785994124
Llama Krikri 8B,Int8 Bookends,GR-EN,Omission_Risk,300,0.0010182483026519268,-0.0007318154388196315,0.0029778474406876323
Llama Krikri 8B,Int8 Bookends,GR-EN,Expanded_Hallucination_Risk,300,0.002065972033201815,0.00032477136524765695,0.00398263105107588
Llama Krikri 8B,Int8 Bookends,GR-EN,Expanded_Omission_Risk,300,0.0018842991929940904,0.00036961716017711743,0.003503589049430038
Llama Krikri 8B,Nf4,GR-EN,Hallucination_Risk,300,0.0004412517552623594,-0.0017625377689611378,0.002804910558850664
Llama Krikri 8B,Nf4,GR-EN,Omission_Risk,300,-0.0006293640758128355,-0.002979184236917397,0.0021636868788228987
Llama Krikri 8B,Nf4,GR-EN,Expanded_Hallucination_Risk,300,0.0015927099976068366,-0.0010122770920090113,0.0044711509810333085
Llama Krikri 8B,Nf4,GR-EN,Expanded_Omission_Risk,300,0.0007876154980100903,-0.0016400337672719564,0.00337183671046001
Mistral 7B,2bit 10% Fast Spqr,EN-GR,Hallucination_Risk,300,0.1293171242062435,0.1117310665219431,0.14728809693773104
Mistral 7B,2bit 10% Fast Spqr,EN-GR,Omission_Risk,300,0.10747288022483109,0.09311323905698743,0.12176288676633676
Mistral 7B,2bit 10% Fast Spqr,EN-GR,Expanded_Hallucination_Risk,300,0.10527520813237014,0.0897174532546049,0.11966415835798401
Mistral 7B,2bit 10% Fast Spqr,EN-GR,Expanded_Omission_Risk,300,0.07624814715033752,0.06676476468973042,0.08422398595711365
Mistral 7B,2bit 5% Spqr,EN-GR,Hallucination_Risk,300,0.25729493230944445,0.23731177920155513,0.2742653830561693
Mistral 7B,2bit 5% Spqr,EN-GR,Omission_Risk,300,0.2089651726728527,0.19183917140249943,0.22470020785243283
Mistral 7B,2bit 5% Spqr,EN-GR,Expanded_Hallucination_Risk,300,0.196389169210062,0.18155051085490506,0.21155151211957124
Mistral 7B,2bit 5% Spqr,EN-GR,Expanded_Omission_Risk,300,0.1298647384279174,0.12137196743617165,0.13819344342242132
Mistral 7B,4bit K-Means,EN-GR,Hallucination_Risk,300,0.07150226856626628,0.05503317666810013,0.08701572606552807
Mistral 7B,4bit K-Means,EN-GR,Omission_Risk,300,0.05800073721858753,0.04662631021423312,0.06999172418811557
Mistral 7B,4bit K-Means,EN-GR,Expanded_Hallucination_Risk,300,0.060876933470555436,0.048706427215243105,0.07462966732175971
Mistral 7B,4bit K-Means,EN-GR,Expanded_Omission_Risk,300,0.040365149454212206,0.03321982440620112,0.04833213905050007
Mistral 7B,4bit Omniquant,EN-GR,Hallucination_Risk,300,0.017901712539505822,0.006068579943546247,0.02868939397012184
Mistral 7B,4bit Omniquant,EN-GR,Omission_Risk,300,0.019581015923808072,0.010264843886932261,0.029459733793026837
Mistral 7B,4bit Omniquant,EN-GR,Expanded_Hallucination_Risk,300,0.013442741745467592,0.004289491480236131,0.02272866369916268
Mistral 7B,4bit Omniquant,EN-GR,Expanded_Omission_Risk,300,0.015959361409761137,0.008560001879334126,0.024082889018401128
Mistral 7B,4bit Optimized GPTQ,EN-GR,Hallucination_Risk,300,0.014871370893360212,0.004694958746325991,0.02593751130380923
Mistral 7B,4bit Optimized GPTQ,EN-GR,Omission_Risk,300,0.014351173211336015,0.007146156488455629,0.021055692650093827
Mistral 7B,4bit Optimized GPTQ,EN-GR,Expanded_Hallucination_Risk,300,0.014001291585879443,0.003520679760287487,0.023161897928413066
Mistral 7B,4bit Optimized GPTQ,EN-GR,Expanded_Omission_Risk,300,0.009740914805690355,0.0045289635023844695,0.014147345746357771
Mistral 7B,4bit Spinquant,EN-GR,Hallucination_Risk,300,-0.0010482740608232048,-0.011412114101745693,0.009172655321098164
Mistral 7B,4bit Spinquant,EN-GR,Omission_Risk,300,0.0053732488233671485,-0.0015070544873548308,0.011625023886073007
Mistral 7B,4bit Spinquant,EN-GR,Expanded_Hallucination_Risk,300,0.0006909993700599581,-0.009441963000400554,0.009184458414258792
Mistral 7B,4bit Spinquant,EN-GR,Expanded_Omission_Risk,300,0.008032322779101184,0.0033317018048180484,0.012511093694151876
Mistral 7B,4bit Static GPTQ,EN-GR,Hallucination_Risk,300,0.010690461239384249,0.00013124595292503163,0.02196463065909684
Mistral 7B,4bit Static GPTQ,EN-GR,Omission_Risk,300,0.005043553485813457,-0.00023893857016084563,0.011206536547571647
Mistral 7B,4bit Static GPTQ,EN-GR,Expanded_Hallucination_Risk,300,0.014407501948513068,0.0035367233975956746,0.025865304615748604
Mistral 7B,4bit Static GPTQ,EN-GR,Expanded_Omission_Risk,300,0.00788406872018022,0.0038573295232574674,0.012199849218412039
Mistral 7B,4bit True GPTQ,EN-GR,Hallucination_Risk,300,0.007792564782171435,-0.0018368633390986025,0.01805237272301151
Mistral 7B,4bit True GPTQ,EN-GR,Omission_Risk,300,0.00684725981003865,0.0017774469254538663,0.01211892912997056
Mistral 7B,4bit True GPTQ,EN-GR,Expanded_Hallucination_Risk,300,0.010788769605419406,0.0004937878586203986,0.022093409836588876
Mistral 7B,4bit True GPTQ,EN-GR,Expanded_Omission_Risk,300,0.007024008892843936,0.00306120660346811,0.010951201228309776
Mistral 7B,Analytical Net Mngr 3.7GB,EN-GR,Hallucination_Risk,300,0.03955148897853694,0.02517557870342108,0.052538315085396525
Mistral 7B,Analytical Net Mngr 3.7GB,EN-GR,Omission_Risk,300,0.0323581248972609,0.0245570481351294,0.040972304460927596
Mistral 7B,Analytical Net Mngr 3.7GB,EN-GR,Expanded_Hallucination_Risk,300,0.038427913467213685,0.02673068045484907,0.049768159078421574
Mistral 7B,Analytical Net Mngr 3.7GB,EN-GR,Expanded_Omission_Risk,300,0.024229803796938294,0.017787474334776756,0.031119365750393625
Mistral 7B,Empirical Net Mngr 3.7GB,EN-GR,Hallucination_Risk,300,0.017798710381378424,0.005790548843713092,0.03085717627273525
Mistral 7B,Empirical Net Mngr 3.7GB,EN-GR,Omission_Risk,300,0.022341098575238527,0.014937855619467715,0.029733358318632597
Mistral 7B,Empirical Net Mngr 3.7GB,EN-GR,Expanded_Hallucination_Risk,300,0.018389442455439983,0.008008278562553008,0.02958356113853632
Mistral 7B,Empirical Net Mngr 3.7GB,EN-GR,Expanded_Omission_Risk,300,0.01515062716019895,0.009447220652445078,0.020777170679410036
Mistral 7B,Fp4,EN-GR,Hallucination_Risk,300,0.0020678948908972646,-0.008596226318953725,0.011837940656728038
Mistral 7B,Fp4,EN-GR,Omission_Risk,300,0.00802589215663197,0.0007302463894222215,0.015279448876836951
Mistral 7B,Fp4,EN-GR,Expanded_Hallucination_Risk,300,0.0057063542341175616,-0.004161138215872616,0.014730306901223341
Mistral 7B,Fp4,EN-GR,Expanded_Omission_Risk,300,0.006624306987398901,0.0016919725601191053,0.01200067300892834
Mistral 7B,Fp4 AWQ,EN-GR,Hallucination_Risk,300,-0.005707272123048292,-0.015077263163508091,0.004634250104182413
Mistral 7B,Fp4 AWQ,EN-GR,Omission_Risk,300,-0.0015190535767617738,-0.007515189901451226,0.0044688354811093425
Mistral 7B,Fp4 AWQ,EN-GR,Expanded_Hallucination_Risk,300,-0.003417441066124365,-0.011789606233501126,0.004978640878445385
Mistral 7B,Fp4 AWQ,EN-GR,Expanded_Omission_Risk,300,0.002392528757198356,-0.00175330758426384,0.006591295516413729
Mistral 7B,Fp8,EN-GR,Hallucination_Risk,300,-0.006264254481751513,-0.01337150144258779,0.0010298689307025434
Mistral 7B,Fp8,EN-GR,Omission_Risk,300,-0.0018551476745902052,-0.006473945772916335,0.002567729783339383
Mistral 7B,Fp8,EN-GR,Expanded_Hallucination_Risk,300,-0.003613249454798751,-0.011553262912312404,0.004595431623615368
Mistral 7B,Fp8,EN-GR,Expanded_Omission_Risk,300,-5.487543415010167e-05,-0.003596717846579776,0.003497610557461179
Mistral 7B,Fp8 Per Tensor,EN-GR,Hallucination_Risk,300,0.00589745080168586,-0.002860126617406698,0.014299086892277902
