Base_Model,Quantization,Direction,Metric,Paired_Sentences,Excess_Mean,CI95_Lower,CI95_Upper
Mistral 7B,Fp8 Per Tensor,EN-GR,Omission_Risk,300,0.001911662069586321,-0.00308711377876851,0.006926228529345679
Mistral 7B,Fp8 Per Tensor,EN-GR,Expanded_Hallucination_Risk,300,0.008097432768759414,0.0005755877699168155,0.016573216804889542
Mistral 7B,Fp8 Per Tensor,EN-GR,Expanded_Omission_Risk,300,0.003384338219986714,-0.0004355832416948261,0.006754870090894219
Mistral 7B,Full Model,EN-GR,Hallucination_Risk,300,0.0,0.0,0.0
Mistral 7B,Full Model,EN-GR,Omission_Risk,300,0.0,0.0,0.0
Mistral 7B,Full Model,EN-GR,Expanded_Hallucination_Risk,300,0.0,0.0,0.0
Mistral 7B,Full Model,EN-GR,Expanded_Omission_Risk,300,0.0,0.0,0.0
Mistral 7B,Int2 Batch16,EN-GR,Hallucination_Risk,300,0.3464693466143628,0.32951929769891536,0.36448382322771505
Mistral 7B,Int2 Batch16,EN-GR,Omission_Risk,300,0.2770389150991229,0.2612463710418106,0.29200545310153425
Mistral 7B,Int2 Batch16,EN-GR,Expanded_Hallucination_Risk,300,0.26111811599659224,0.24550708398767887,0.27499570047317606
Mistral 7B,Int2 Batch16,EN-GR,Expanded_Omission_Risk,300,0.16825518292465025,0.15884576803008302,0.17779714310347694
Mistral 7B,Int4,EN-GR,Hallucination_Risk,300,0.013750669256894645,0.002839007394072807,0.02479302597999528
Mistral 7B,Int4,EN-GR,Omission_Risk,300,0.016172072303353834,0.009717043606913963,0.024254565804724647
Mistral 7B,Int4,EN-GR,Expanded_Hallucination_Risk,300,0.01283575671368572,0.0029933504057052004,0.023168199742997293
Mistral 7B,Int4,EN-GR,Expanded_Omission_Risk,300,0.010629180588295838,0.005343473813249505,0.015349917310221478
Mistral 7B,Int4 AWQ,EN-GR,Hallucination_Risk,300,0.01706583885314468,0.005579885509026172,0.029376456725852075
Mistral 7B,Int4 AWQ,EN-GR,Omission_Risk,300,0.008830069451149074,0.0024682446383160373,0.016751767571574802
Mistral 7B,Int4 AWQ,EN-GR,Expanded_Hallucination_Risk,300,0.016804129198618577,0.005650114589750506,0.02846187927761494
Mistral 7B,Int4 AWQ,EN-GR,Expanded_Omission_Risk,300,0.006997207849632524,0.002283091795960595,0.011647630322894183
Mistral 7B,Int8,EN-GR,Hallucination_Risk,300,0.0012818503283979306,-0.006737844059739848,0.009002684475470915
Mistral 7B,Int8,EN-GR,Omission_Risk,300,-0.002236914074019253,-0.006698310595065936,0.0016867738195065745
Mistral 7B,Int8,EN-GR,Expanded_Hallucination_Risk,300,0.0028724005382332416,-0.0054154218758819565,0.010749182653316846
Mistral 7B,Int8,EN-GR,Expanded_Omission_Risk,300,8.288339420340203e-05,-0.0034762656022573795,0.0035694943921634813
Mistral 7B,Int8 A8W8,EN-GR,Hallucination_Risk,300,0.0015243996236817584,-0.0086884277476454,0.01238699038562315
Mistral 7B,Int8 A8W8,EN-GR,Omission_Risk,300,-3.1454465907754246e-06,-0.004805897083826711,0.004760381144861286
Mistral 7B,Int8 A8W8,EN-GR,Expanded_Hallucination_Risk,300,0.004077640994408491,-0.00445108142647198,0.012833417879933372
Mistral 7B,Int8 A8W8,EN-GR,Expanded_Omission_Risk,300,0.0018248419315729256,-0.002216029655949516,0.006574773001972356
Mistral 7B,Int8 Bookends,EN-GR,Hallucination_Risk,300,-0.000873353032883419,-0.009748643015038153,0.007775855984039183
Mistral 7B,Int8 Bookends,EN-GR,Omission_Risk,300,0.001102982723494962,-0.004096402091193288,0.006233749888102449
Mistral 7B,Int8 Bookends,EN-GR,Expanded_Hallucination_Risk,300,0.0040935555517850235,-0.003987710788437465,0.013695626227603935
Mistral 7B,Int8 Bookends,EN-GR,Expanded_Omission_Risk,300,0.002887315854142332,-0.0011026524106813058,0.006441031356057559
Mistral 7B,Nf4,EN-GR,Hallucination_Risk,300,0.006448781659335488,-0.0028066695582413446,0.0156205864157606
Mistral 7B,Nf4,EN-GR,Omission_Risk,300,0.0032775857622631484,-0.0017454893920044183,0.008458006332680602
Mistral 7B,Nf4,EN-GR,Expanded_Hallucination_Risk,300,0.006746916452115658,-0.0017208231581937734,0.015867685847385047
Mistral 7B,Nf4,EN-GR,Expanded_Omission_Risk,300,0.0013155740567625156,-0.002894176782586924,0.004670072502734845
Mistral 7B,2bit 10% Fast Spqr,GR-EN,Hallucination_Risk,300,0.06788936677876432,0.058458522162173336,0.07814957241032887
Mistral 7B,2bit 10% Fast Spqr,GR-EN,Omission_Risk,300,0.05406570371009754,0.04666517066742655,0.0610703288504928
Mistral 7B,2bit 10% Fast Spqr,GR-EN,Expanded_Hallucination_Risk,300,0.05655632203392695,0.04703948214090042,0.06646098274015397
Mistral 7B,2bit 10% Fast Spqr,GR-EN,Expanded_Omission_Risk,300,0.03664319407778213,0.03159280633522256,0.04219546454656593
Mistral 7B,2bit 5% Spqr,GR-EN,Hallucination_Risk,300,0.15768021318208844,0.14341849368382936,0.17187781115607279
Mistral 7B,2bit 5% Spqr,GR-EN,Omission_Risk,300,0.11411551312148463,0.09404654947814392,0.13707920819353847
Mistral 7B,2bit 5% Spqr,GR-EN,Expanded_Hallucination_Risk,300,0.1345960541594853,0.12260878672424468,0.1470337417653616
Mistral 7B,2bit 5% Spqr,GR-EN,Expanded_Omission_Risk,300,0.082267754101878,0.06897981906516538,0.096705880530712
Mistral 7B,4bit K-Means,GR-EN,Hallucination_Risk,300,0.13619701356104777,0.1251516371982396,0.14722071777088783
Mistral 7B,4bit K-Means,GR-EN,Omission_Risk,300,0.053119972018266175,0.04566926157662893,0.06253211317808345
Mistral 7B,4bit K-Means,GR-EN,Expanded_Hallucination_Risk,300,0.12754353335755403,0.11710840347189536,0.13965755359418114
Mistral 7B,4bit K-Means,GR-EN,Expanded_Omission_Risk,300,0.04317321811045673,0.03696378837932581,0.04992000905684314
Mistral 7B,4bit Omniquant,GR-EN,Hallucination_Risk,300,0.00904623749422174,0.004580447517880975,0.013481498199338839
Mistral 7B,4bit Omniquant,GR-EN,Omission_Risk,300,0.0004201777599157274,-0.0032957329191871452,0.004576474182475684
Mistral 7B,4bit Omniquant,GR-EN,Expanded_Hallucination_Risk,300,0.004112847384002465,-0.000594483010599778,0.008569083002180077
Mistral 7B,4bit Omniquant,GR-EN,Expanded_Omission_Risk,300,0.0001967881851586505,-0.0028962456322904214,0.00369441792569283
Mistral 7B,4bit Optimized GPTQ,GR-EN,Hallucination_Risk,300,0.007467096713957438,0.0027671201175100786,0.011830011217899034
Mistral 7B,4bit Optimized GPTQ,GR-EN,Omission_Risk,300,0.003364912644717213,-0.0002712404424485435,0.008158023224875265
Mistral 7B,4bit Optimized GPTQ,GR-EN,Expanded_Hallucination_Risk,300,0.004278739852382111,0.0007806266142113135,0.008402614390069785
Mistral 7B,4bit Optimized GPTQ,GR-EN,Expanded_Omission_Risk,300,0.0022659403573636063,-0.0007012728031623036,0.00544653638591765
Mistral 7B,4bit Spinquant,GR-EN,Hallucination_Risk,300,0.005459072726894826,0.0015125464414902517,0.009326543586755436
Mistral 7B,4bit Spinquant,GR-EN,Omission_Risk,300,0.0025360333582352553,-0.001193755647690677,0.006650655224181356
Mistral 7B,4bit Spinquant,GR-EN,Expanded_Hallucination_Risk,300,0.0020021702283869194,-0.0017868154293710517,0.0056783086624735786
Mistral 7B,4bit Spinquant,GR-EN,Expanded_Omission_Risk,300,0.0016678167052305826,-0.0010387119344852666,0.0041022821663047205
Mistral 7B,4bit Static GPTQ,GR-EN,Hallucination_Risk,300,0.005008636410878086,0.0012934996626636,0.008764904202017762
Mistral 7B,4bit Static GPTQ,GR-EN,Omission_Risk,300,0.0036683160029322955,0.0005226497624746038,0.0070626750950125465
Mistral 7B,4bit Static GPTQ,GR-EN,Expanded_Hallucination_Risk,300,0.0022266397016820487,-0.0010935838148722755,0.005390329226166138
Mistral 7B,4bit Static GPTQ,GR-EN,Expanded_Omission_Risk,300,0.0009675953815046869,-0.0013039493124667755,0.0030767147134890486
Mistral 7B,4bit True GPTQ,GR-EN,Hallucination_Risk,300,0.005326579462690725,0.0008462226448347101,0.010260984654912363
Mistral 7B,4bit True GPTQ,GR-EN,Omission_Risk,300,0.008550651595248766,1.7893613731073937e-05,0.018317954266112504
Mistral 7B,4bit True GPTQ,GR-EN,Expanded_Hallucination_Risk,300,0.001635034564374778,-0.0016528678951131621,0.005564750376525366
Mistral 7B,4bit True GPTQ,GR-EN,Expanded_Omission_Risk,300,0.003998811958210594,-0.0010679181787976563,0.011040346077296237
Mistral 7B,Analytical Net Mngr 3.7GB,GR-EN,Hallucination_Risk,300,0.07807383094558791,0.0680231237389458,0.08978402479659166
Mistral 7B,Analytical Net Mngr 3.7GB,GR-EN,Omission_Risk,300,0.026911138231413622,0.01716338041453486,0.03860429456772206
Mistral 7B,Analytical Net Mngr 3.7GB,GR-EN,Expanded_Hallucination_Risk,300,0.06524138009172234,0.055855807421151135,0.07427722762203903
Mistral 7B,Analytical Net Mngr 3.7GB,GR-EN,Expanded_Omission_Risk,300,0.01903135941688255,0.012091090864944256,0.028164433027199363
Mistral 7B,Empirical Net Mngr 3.7GB,GR-EN,Hallucination_Risk,300,0.048267562916996326,0.03934742484886905,0.05699723994623155
Mistral 7B,Empirical Net Mngr 3.7GB,GR-EN,Omission_Risk,300,0.03148224001954348,0.020469217118998698,0.04420514878185582
Mistral 7B,Empirical Net Mngr 3.7GB,GR-EN,Expanded_Hallucination_Risk,300,0.03903503764139739,0.030608994771679915,0.04825198066155245
Mistral 7B,Empirical Net Mngr 3.7GB,GR-EN,Expanded_Omission_Risk,300,0.023412425031885935,0.016650991743510292,0.03166490959702516
Mistral 7B,Fp4,GR-EN,Hallucination_Risk,300,0.0011635836593106316,-0.002394523849916526,0.005326624229666745
Mistral 7B,Fp4,GR-EN,Omission_Risk,300,0.006532906486976131,0.0023339438005831933,0.011316320151500471
Mistral 7B,Fp4,GR-EN,Expanded_Hallucination_Risk,300,-0.0034317252040369692,-0.006909725086413807,0.00018937417822960902
Mistral 7B,Fp4,GR-EN,Expanded_Omission_Risk,300,0.003281544130567977,0.0003365983693971208,0.006310975644746445
Mistral 7B,Fp4 AWQ,GR-EN,Hallucination_Risk,300,0.00326081407160945,-3.504243176833406e-05,0.006703044746367758
Mistral 7B,Fp4 AWQ,GR-EN,Omission_Risk,300,-0.001079020602080751,-0.0039999958528896765,0.0019084556295044658
Mistral 7B,Fp4 AWQ,GR-EN,Expanded_Hallucination_Risk,300,-0.00044852030438594906,-0.0044047648792001634,0.0029668057269525224
Mistral 7B,Fp4 AWQ,GR-EN,Expanded_Omission_Risk,300,-0.0018540406987333947,-0.004843747743267882,0.000789303871881321
Mistral 7B,Fp8,GR-EN,Hallucination_Risk,300,0.000376508019243583,-0.0024704696598007456,0.0031574460570068896
Mistral 7B,Fp8,GR-EN,Omission_Risk,300,0.0007270806352141797,-0.0020654543351553514,0.004092842633945041
Mistral 7B,Fp8,GR-EN,Expanded_Hallucination_Risk,300,-0.001696583875844037,-0.0047128392164196235,0.0012517934920777524
Mistral 7B,Fp8,GR-EN,Expanded_Omission_Risk,300,-0.00038537544516511514,-0.0023085633495366167,0.0018115295455424837
Mistral 7B,Fp8 Per Tensor,GR-EN,Hallucination_Risk,300,0.0007771873745923632,-0.0013159424965290404,0.002979210476421623
Mistral 7B,Fp8 Per Tensor,GR-EN,Omission_Risk,300,-0.002032627797833994,-0.003983202233353758,-0.0002488166776486505
Mistral 7B,Fp8 Per Tensor,GR-EN,Expanded_Hallucination_Risk,300,-0.0012825346921399778,-0.003755308864776306,0.0006530677606919204
Mistral 7B,Fp8 Per Tensor,GR-EN,Expanded_Omission_Risk,300,-0.002054815941982811,-0.0040240207187510185,-0.0003476005100969984
Mistral 7B,Full Model,GR-EN,Hallucination_Risk,300,0.0,0.0,0.0
Mistral 7B,Full Model,GR-EN,Omission_Risk,300,0.0,0.0,0.0
Mistral 7B,Full Model,GR-EN,Expanded_Hallucination_Risk,300,0.0,0.0,0.0
Mistral 7B,Full Model,GR-EN,Expanded_Omission_Risk,300,0.0,0.0,0.0
Mistral 7B,Int2 Batch16,GR-EN,Hallucination_Risk,300,0.24414245318667563,0.22981817352845352,0.26036768454630627
Mistral 7B,Int2 Batch16,GR-EN,Omission_Risk,300,0.13622882384145024,0.11813391813488237,0.15309139489424367
Mistral 7B,Int2 Batch16,GR-EN,Expanded_Hallucination_Risk,300,0.2197868142367505,0.2051478975245208,0.23414876930962797
Mistral 7B,Int2 Batch16,GR-EN,Expanded_Omission_Risk,300,0.0939953919141839,0.08354070702842094,0.10592699625565527
Mistral 7B,Int4,GR-EN,Hallucination_Risk,300,0.007937125555066855,0.0035617866944093906,0.012363441967954152
Mistral 7B,Int4,GR-EN,Omission_Risk,300,0.013296920957773647,0.005210276011137531,0.02418680105642185
Mistral 7B,Int4,GR-EN,Expanded_Hallucination_Risk,300,0.004842359155287568,0.00048336364544622885,0.008823140993886418
Mistral 7B,Int4,GR-EN,Expanded_Omission_Risk,300,0.009909764734512503,0.0038553601331989375,0.0172750410222281
Mistral 7B,Int4 AWQ,GR-EN,Hallucination_Risk,300,0.003002193156435066,-0.0007057658494173309,0.0063319444476009025
Mistral 7B,Int4 AWQ,GR-EN,Omission_Risk,300,0.0012864029234532866,-0.002375342701338004,0.004742706724357917
Mistral 7B,Int4 AWQ,GR-EN,Expanded_Hallucination_Risk,300,0.0011090217181709227,-0.002119186964848455,0.004391042520570958
Mistral 7B,Int4 AWQ,GR-EN,Expanded_Omission_Risk,300,-0.0003335773784417749,-0.002986553450829609,0.0021573949896019546
Mistral 7B,Int8,GR-EN,Hallucination_Risk,300,-0.0012747830398450587,-0.0032621674460007,0.00042161424836431024
Mistral 7B,Int8,GR-EN,Omission_Risk,300,-0.0004060580307847587,-0.0016179534385335765,0.0006631694972852817
Mistral 7B,Int8,GR-EN,Expanded_Hallucination_Risk,300,-0.0014788210344821853,-0.0031438751381089184,-2.2748054835028302e-05
Mistral 7B,Int8,GR-EN,Expanded_Omission_Risk,300,-0.00038111825831357464,-0.0011027169195982232,0.00031637156212465246
Mistral 7B,Int8 A8W8,GR-EN,Hallucination_Risk,300,0.0004751719801473447,-0.001939324619382429,0.0032405757273257048
Mistral 7B,Int8 A8W8,GR-EN,Omission_Risk,300,0.0020090305792914726,-0.0008428989449067273,0.004810100804349966
Mistral 7B,Int8 A8W8,GR-EN,Expanded_Hallucination_Risk,300,-0.0016629766224783387,-0.004312802729502106,0.0007996162852048337
Mistral 7B,Int8 A8W8,GR-EN,Expanded_Omission_Risk,300,4.8640922550085934e-05,-0.0025552662022728457,0.002577889690679021
Mistral 7B,Int8 Bookends,GR-EN,Hallucination_Risk,300,0.0003004938428196091,-0.0028435419149993924,0.003474965866531206
Mistral 7B,Int8 Bookends,GR-EN,Omission_Risk,300,0.002311795649203789,-0.0009828461426466511,0.0062359575489087625
Mistral 7B,Int8 Bookends,GR-EN,Expanded_Hallucination_Risk,300,-0.0008555128951103931,-0.0037451516970786903,0.0018050540877302928
Mistral 7B,Int8 Bookends,GR-EN,Expanded_Omission_Risk,300,0.000609966428272624,-0.001919972323111977,0.0034625863028013852
Mistral 7B,Nf4,GR-EN,Hallucination_Risk,300,0.002583330050124002,-0.0006215463457632914,0.005792247103085772
Mistral 7B,Nf4,GR-EN,Omission_Risk,300,0.003082734993284089,-0.00017122903850287286,0.006482545858150934
Mistral 7B,Nf4,GR-EN,Expanded_Hallucination_Risk,300,-0.00031909337058804035,-0.0031753247025040625,0.002788365703397384
Mistral 7B,Nf4,GR-EN,Expanded_Omission_Risk,300,0.0008715648454055503,-0.0018279118507020956,0.0030454202868572984
NLLB 3.3B,2bit 1% Spqr,EN-GR,Hallucination_Risk,300,0.0016699081475232383,-0.0019492364564986907,0.005476047319547181
NLLB 3.3B,2bit 1% Spqr,EN-GR,Omission_Risk,300,0.0022777826673610604,-0.002205546181775513,0.007295757457755391
NLLB 3.3B,2bit 1% Spqr,EN-GR,Expanded_Hallucination_Risk,300,0.010325837669276956,0.0061549395509603285,0.014657801686312068
NLLB 3.3B,2bit 1% Spqr,EN-GR,Expanded_Omission_Risk,300,0.011771550999969738,0.006663413333416443,0.016748767111627167
NLLB 3.3B,2bit 10% Fast Spqr,EN-GR,Hallucination_Risk,300,0.0007430439640520778,-0.002270628993656312,0.0035570706492109205
NLLB 3.3B,2bit 10% Fast Spqr,EN-GR,Omission_Risk,300,-0.001625067349431225,-0.006128329151904412,0.002778130489419098
NLLB 3.3B,2bit 10% Fast Spqr,EN-GR,Expanded_Hallucination_Risk,300,0.003821729283867809,0.0005887694192226075,0.007400855858965114
NLLB 3.3B,2bit 10% Fast Spqr,EN-GR,Expanded_Omission_Risk,300,0.003232929518468216,-0.0008876272574349512,0.007389404658946635
NLLB 3.3B,4bit K-Means,EN-GR,Hallucination_Risk,300,-0.0004064139721607385,-0.003250498590932636,0.0022629746326337298
NLLB 3.3B,4bit K-Means,EN-GR,Omission_Risk,300,0.0007453902069946823,-0.0025605887159099376,0.0035904609377698394
NLLB 3.3B,4bit K-Means,EN-GR,Expanded_Hallucination_Risk,300,0.00018295678783239195,-0.0024677743305666603,0.003007486184652224
NLLB 3.3B,4bit K-Means,EN-GR,Expanded_Omission_Risk,300,0.0011641765448529326,-0.0016603041782637278,0.003962137647944987
NLLB 3.3B,4bit Omniquant,EN-GR,Hallucination_Risk,300,3.847652209312412e-05,-0.0026394957471226345,0.002661213599206987
NLLB 3.3B,4bit Omniquant,EN-GR,Omission_Risk,300,0.0017804294189506516,-0.0018932672291733523,0.005892983844674256
NLLB 3.3B,4bit Omniquant,EN-GR,Expanded_Hallucination_Risk,300,-0.00033692816956153393,-0.002913911152562145,0.00192498523762616
NLLB 3.3B,4bit Omniquant,EN-GR,Expanded_Omission_Risk,300,0.002410549396903893,-0.0006900529404613426,0.005495455655719274
NLLB 3.3B,4bit Optimized GPTQ,EN-GR,Hallucination_Risk,300,3.592211308294094e-05,-0.0022796571914933863,0.002438804835303398
NLLB 3.3B,4bit Optimized GPTQ,EN-GR,Omission_Risk,300,0.003058409740218637,-7.425633494150573e-05,0.006224596850397807
NLLB 3.3B,4bit Optimized GPTQ,EN-GR,Expanded_Hallucination_Risk,300,-0.0003535152462391362,-0.002156892015764553,0.0011155752426864722
NLLB 3.3B,4bit Optimized GPTQ,EN-GR,Expanded_Omission_Risk,300,0.0019760242610641758,-0.00031765985531884296,0.004349006647780271
NLLB 3.3B,4bit Spinquant,EN-GR,Hallucination_Risk,300,-0.0001338684973389213,-0.0018277296022938217,0.0020456939272899847
NLLB 3.3B,4bit Spinquant,EN-GR,Omission_Risk,300,0.0019629782185995814,-0.0004795766276902418,0.004915428865975629
NLLB 3.3B,4bit Spinquant,EN-GR,Expanded_Hallucination_Risk,300,-0.0011597298378475333,-0.003482407388906396,0.0010283393162953153
NLLB 3.3B,4bit Spinquant,EN-GR,Expanded_Omission_Risk,300,0.000766452552072074,-0.001704382106891289,0.0036342174762619933
NLLB 3.3B,4bit Static GPTQ,EN-GR,Hallucination_Risk,300,0.00035805899839997003,-0.0018170594986293975,0.002114618984180713
NLLB 3.3B,4bit Static GPTQ,EN-GR,Omission_Risk,300,0.0022312372360109634,-0.0010997610921788439,0.005857218420064168
NLLB 3.3B,4bit Static GPTQ,EN-GR,Expanded_Hallucination_Risk,300,0.0006078535499402664,-0.0013217160786976032,0.0024124814664738016
NLLB 3.3B,4bit Static GPTQ,EN-GR,Expanded_Omission_Risk,300,0.0038706701069718724,0.000790359530012626,0.007121839300728603
NLLB 3.3B,4bit True GPTQ,EN-GR,Hallucination_Risk,300,0.0006981980452505002,-0.002074991751424534,0.0036320138412952487
NLLB 3.3B,4bit True GPTQ,EN-GR,Omission_Risk,300,0.0011921053820772814,-0.0023999682797266313,0.004216502930987284
NLLB 3.3B,4bit True GPTQ,EN-GR,Expanded_Hallucination_Risk,300,0.0003683998259789393,-0.0019511961052798771,0.0028670935262063465
NLLB 3.3B,4bit True GPTQ,EN-GR,Expanded_Omission_Risk,300,0.0011996381932838963,-0.0016210057796922515,0.004500245543016676
NLLB 3.3B,Analytical Net Mngr 2.2GB,EN-GR,Hallucination_Risk,300,6.321151318300309e-05,-0.002958662494369539,0.0030176694963972286
NLLB 3.3B,Analytical Net Mngr 2.2GB,EN-GR,Omission_Risk,300,0.0012005432569086828,-0.003077339887880539,0.005530675830684115
NLLB 3.3B,Analytical Net Mngr 2.2GB,EN-GR,Expanded_Hallucination_Risk,300,0.00040656675639903187,-0.0029165077556829017,0.0032596316072602974
NLLB 3.3B,Analytical Net Mngr 2.2GB,EN-GR,Expanded_Omission_Risk,300,0.0027760677373583117,-0.0009708253552821699,0.006665196586189657
NLLB 3.3B,Empirical Net Mngr 2GB,EN-GR,Hallucination_Risk,300,-0.00048457519938041946,-0.003811456610261503,0.002934992667693584
NLLB 3.3B,Empirical Net Mngr 2GB,EN-GR,Omission_Risk,300,-0.00015697699839954042,-0.004601928890092016,0.004924965554670909
NLLB 3.3B,Empirical Net Mngr 2GB,EN-GR,Expanded_Hallucination_Risk,300,0.005171012587402422,0.0013963483668419808,0.009134573642564633
NLLB 3.3B,Empirical Net Mngr 2GB,EN-GR,Expanded_Omission_Risk,300,0.0060644315473637935,0.001535149760931639,0.011044566280147432
NLLB 3.3B,Fp4,EN-GR,Hallucination_Risk,300,-0.00044013500880460605,-0.0024717814029171455,0.001767385569361778
NLLB 3.3B,Fp4,EN-GR,Omission_Risk,300,0.0005334886004953771,-0.0031904144030908605,0.0036427334761064195
NLLB 3.3B,Fp4,EN-GR,Expanded_Hallucination_Risk,300,-0.0006248342667237688,-0.0026198877672295004,0.0014465002570745811
NLLB 3.3B,Fp4,EN-GR,Expanded_Omission_Risk,300,0.001427635682944631,-0.001296571235945479,0.0044409530320854195
NLLB 3.3B,Fp4 AWQ,EN-GR,Hallucination_Risk,300,-0.00047470690094197557,-0.002381328732854586,0.0012438872381577062
NLLB 3.3B,Fp4 AWQ,EN-GR,Omission_Risk,300,-0.0005160352456519975,-0.004157681903138251,0.0030119802121019597
NLLB 3.3B,Fp4 AWQ,EN-GR,Expanded_Hallucination_Risk,300,-0.0006173782271070849,-0.0027510259214776765,0.0015185052866866296
NLLB 3.3B,Fp4 AWQ,EN-GR,Expanded_Omission_Risk,300,0.0011386678561960191,-0.002202115488627868,0.0046431628099091035
NLLB 3.3B,Fp8,EN-GR,Hallucination_Risk,300,9.800920590258841e-05,-0.0010649073219097457,0.0013183991806877304
NLLB 3.3B,Fp8,EN-GR,Omission_Risk,300,0.0012740157143878465,-0.0009389227952631785,0.0038212229820044825
NLLB 3.3B,Fp8,EN-GR,Expanded_Hallucination_Risk,300,0.00016916254104243648,-0.0005383399903128098,0.0010060815774967865
NLLB 3.3B,Fp8,EN-GR,Expanded_Omission_Risk,300,0.0018499686354455803,-0.00017368016995161247,0.004485767038590076
NLLB 3.3B,Fp8 Per Tensor,EN-GR,Hallucination_Risk,300,0.000970346738714769,-0.0005915698415653913,0.002855979875659041
NLLB 3.3B,Fp8 Per Tensor,EN-GR,Omission_Risk,300,0.003607094619856771,0.0006780166052937437,0.007337876815164835
NLLB 3.3B,Fp8 Per Tensor,EN-GR,Expanded_Hallucination_Risk,300,0.0006598642631769955,-0.0007510670236982866,0.002151216580059157
NLLB 3.3B,Fp8 Per Tensor,EN-GR,Expanded_Omission_Risk,300,0.00360440428596105,0.0010029239019630608,0.006908842028426447
NLLB 3.3B,Full Model,EN-GR,Hallucination_Risk,300,0.0,0.0,0.0
NLLB 3.3B,Full Model,EN-GR,Omission_Risk,300,0.0,0.0,0.0
NLLB 3.3B,Full Model,EN-GR,Expanded_Hallucination_Risk,300,0.0,0.0,0.0
NLLB 3.3B,Full Model,EN-GR,Expanded_Omission_Risk,300,0.0,0.0,0.0
NLLB 3.3B,Int2 Batch16,EN-GR,Hallucination_Risk,300,0.014565333009008459,0.008052013079140517,0.022432066718113215
NLLB 3.3B,Int2 Batch16,EN-GR,Omission_Risk,300,0.0127555209169886,0.004505215864717339,0.020924054458709554
NLLB 3.3B,Int2 Batch16,EN-GR,Expanded_Hallucination_Risk,300,0.022977502656202273,0.016674757401836,0.02941374060846118
NLLB 3.3B,Int2 Batch16,EN-GR,Expanded_Omission_Risk,300,0.017774005223586322,0.011091537709527567,0.024794254691177135
NLLB 3.3B,Int4,EN-GR,Hallucination_Risk,300,2.1685691181821514e-05,-0.0019756209099915704,0.0021471292500691522
NLLB 3.3B,Int4,EN-GR,Omission_Risk,300,0.0015931735609715984,-0.0013889148804856145,0.004619943679020493
NLLB 3.3B,Int4,EN-GR,Expanded_Hallucination_Risk,300,0.0006120245198354903,-0.0013895854372194154,0.0027191604129665277
NLLB 3.3B,Int4,EN-GR,Expanded_Omission_Risk,300,0.0015705886184429446,-0.0008400817513903893,0.003566370832368647
NLLB 3.3B,Int4 AWQ,EN-GR,Hallucination_Risk,300,0.0011046803590874686,-0.0009885221447900935,0.0032515940741703695
NLLB 3.3B,Int4 AWQ,EN-GR,Omission_Risk,300,0.002383046074294066,-0.0006967610050896794,0.005794490248000525
NLLB 3.3B,Int4 AWQ,EN-GR,Expanded_Hallucination_Risk,300,0.00012528782462369826,-0.0018616883749132981,0.0020823282058398712
NLLB 3.3B,Int4 AWQ,EN-GR,Expanded_Omission_Risk,300,0.0029035656667756554,0.0003594533200043143,0.006052855480789968
NLLB 3.3B,Int8,EN-GR,Hallucination_Risk,300,-0.0009645718770414702,-0.002680172459152653,0.0004777023218253896
NLLB 3.3B,Int8,EN-GR,Omission_Risk,300,0.001330053332480282,-0.0018357531276156308,0.004267312712477714
NLLB 3.3B,Int8,EN-GR,Expanded_Hallucination_Risk,300,-0.0003289661459093086,-0.001695767017364926,0.0007074166439239562
NLLB 3.3B,Int8,EN-GR,Expanded_Omission_Risk,300,0.0016016565674467867,-0.0008712263800909928,0.004369637999617227
NLLB 3.3B,Int8 A8W8,EN-GR,Hallucination_Risk,300,-0.00027324322730695803,-0.00200212394692978,0.0014223298450402333
NLLB 3.3B,Int8 A8W8,EN-GR,Omission_Risk,300,0.001395143711566845,-0.002190245988822045,0.004747945190504209
NLLB 3.3B,Int8 A8W8,EN-GR,Expanded_Hallucination_Risk,300,0.00011761074601532834,-0.001487094918292186,0.0016603806800528534
NLLB 3.3B,Int8 A8W8,EN-GR,Expanded_Omission_Risk,300,0.0019197588086396855,-0.00067427071715171,0.004844511474485561
NLLB 3.3B,Int8 Bookends,EN-GR,Hallucination_Risk,300,-0.0006373291697188787,-0.002722764200667796,0.001297862630028275
NLLB 3.3B,Int8 Bookends,EN-GR,Omission_Risk,300,0.001253089095942702,-0.0021471969881641413,0.004286566560827657
NLLB 3.3B,Int8 Bookends,EN-GR,Expanded_Hallucination_Risk,300,-0.0004666753638697319,-0.0019109579943941053,0.0009390352453709103
NLLB 3.3B,Int8 Bookends,EN-GR,Expanded_Omission_Risk,300,0.0013122105244547766,-0.0010433307261873974,0.004085413447809086
NLLB 3.3B,Nf4,EN-GR,Hallucination_Risk,300,0.00050220446211264,-0.0020097470268102095,0.003283774663744162
NLLB 3.3B,Nf4,EN-GR,Omission_Risk,300,0.0013191856570050453,-0.0020190944257370206,0.005325624875336378
NLLB 3.3B,Nf4,EN-GR,Expanded_Hallucination_Risk,300,0.00044948093017522134,-0.0017582307402092393,0.002907408401774337
NLLB 3.3B,Nf4,EN-GR,Expanded_Omission_Risk,300,0.0015300241412915323,-0.0016732425809257577,0.0054052975698003465
NLLB 3.3B,2bit 1% Spqr,GR-EN,Hallucination_Risk,300,0.003712756859918336,0.0004572934981465119,0.006771049117381469
