Base_Model,Quantization,Is_Full_Model,Direction,Sentences,Unique_Sentences,Hallucination_Risk,Omission_Risk,Expanded_Hallucination_Risk,Expanded_Omission_Risk,Unsupported_Target_Ratio,Uncovered_Source_Ratio,Target_Null_Mass_Mean,Source_Null_Mass_Mean,Target_Mutual_Unaligned_Ratio,Source_Mutual_Unaligned_Ratio,Degeneration_Risk,Off_Target_Score,Off_Target_Flag,Source_Token_Copy_Ratio,Source_Copy_Flag,Extreme_Length_Flag,Short_Output_Risk,Long_Output_Risk,Entity_Precision,Entity_Recall,Number_Precision,Number_Recall,Negation_Precision,Negation_Recall,Source_Output_LaBSE_Cosine,Reference_Output_LaBSE_Cosine,COMET,chrF,Full_Hallucination_Risk,Full_Omission_Risk,Full_Expanded_Hallucination_Risk,Full_Expanded_Omission_Risk,Full_Unsupported_Target_Ratio,Full_Uncovered_Source_Ratio,Full_Degeneration_Risk,Full_Off_Target_Score,Full_Source_Token_Copy_Ratio,Excess_Hallucination_Risk,Excess_Omission_Risk,Excess_Expanded_Hallucination_Risk,Excess_Expanded_Omission_Risk,Excess_Unsupported_Target_Ratio,Excess_Uncovered_Source_Ratio,Excess_Degeneration_Risk,Excess_Off_Target_Score,Excess_Source_Token_Copy_Ratio
Llama 3 8B,Int4 AWQ,0,EN-GR,300,300,0.057267929271045,0.030407956706525845,0.06354774278295844,0.046147531866761356,0.024161262065356234,0.014493663291499412,0.02703171348014714,0.02816330381221925,0.12061081226763165,0.04856690301585888,0.023043704970126998,0.026567046828852935,0.0033333333333333335,0.0303658329789797,0.0,0.01,0.0004172250513713923,0.008702192200644212,0.7982857142857143,0.7697222222222222,0.9820000000000001,0.9886666666666667,0.9654999999999999,0.9616666666666667,0.8631869234641393,0.8914156534274419,0.8575285943349202,0.4637773994358913,0.048235097979384634,0.029021409795181086,0.05663028145675921,0.04261906444250802,0.021331553749122833,0.014200317960370296,0.021895342350149692,0.021537339647462284,0.026472398190174558,0.009032831291660368,0.001386546911344759,0.006917461326199227,0.0035284674242533343,0.002829708316233401,0.00029334533112911586,0.0011483626199773056,0.00502970718139065,0.003893434788805144
Llama 3 8B,Int8,0,EN-GR,300,300,0.05118658233730943,0.028610070596382632,0.05945853813767255,0.0425249064474223,0.021983637610905157,0.01347866009104418,0.025070228306840314,0.02643715028375645,0.10650588109418282,0.045914401414347265,0.021483647891551976,0.02639704003317933,0.0,0.031673926388695386,0.0,0.0033333333333333335,0.0007835254176717588,0.002266666666666667,0.7969444444444445,0.7969444444444445,0.9842222222222222,0.9886666666666667,0.968,0.9616666666666667,0.8693668911854426,0.8986403707663219,0.8675934453805287,0.476419122791825,0.048235097979384634,0.029021409795181086,0.05663028145675921,0.04261906444250802,0.021331553749122833,0.014200317960370296,0.021895342350149692,0.021537339647462284,0.026472398190174558,0.002951484357924798,-0.00041133919879845354,0.002828256680913341,-9.415799508571965e-05,0.0006520838617823238,-0.0007216578693261151,-0.000411694458597716,0.004859700385717047,0.005201528198520829
Llama 3 8B,Int8 A8W8,0,EN-GR,300,300,0.05216388768304903,0.029685631636970567,0.06049052704862471,0.04371196305728749,0.02163094092608225,0.014566195301212937,0.02581113285418771,0.027355465427653977,0.10904958926887713,0.04713523418204479,0.022304120260647976,0.029326303584344366,0.0033333333333333335,0.03392759048819284,0.0033333333333333335,0.0,0.0013238184579647987,0.0,0.7958333333333333,0.7958333333333333,0.9808888888888888,0.9886666666666667,0.9746666666666666,0.96,0.8681800854206085,0.8979796789089839,0.8706287976106007,0.4749498367509968,0.048235097979384634,0.029021409795181086,0.05663028145675921,0.04261906444250802,0.021331553749122833,0.014200317960370296,0.021895342350149692,0.021537339647462284,0.026472398190174558,0.0039287897036643996,0.0006642218417894814,0.0038602455918654993,0.0010928986147794653,0.0002993871769594175,0.00036587734084264113,0.00040877791049828346,0.007788963936882082,0.007455192298018283
Llama 3 8B,Int8 Bookends,0,EN-GR,300,300,0.053740839117695685,0.030918905400048633,0.05995076807456153,0.04470374000931514,0.023734329536593345,0.015553794842226937,0.02729785676769769,0.02821548721632088,0.11019033104879604,0.04898743414159808,0.02173432436571319,0.02900441157419549,0.0033333333333333335,0.03322496586394597,0.0033333333333333335,0.0033333333333333335,0.00023407486822120922,0.0031999999999999997,0.8113888888888888,0.7885000000000001,0.9808888888888888,0.9886666666666667,0.9713333333333333,0.965,0.86704829732577,0.897098050514857,0.8691473682721456,0.4790353800772375,0.048235097979384634,0.029021409795181086,0.05663028145675921,0.04261906444250802,0.021331553749122833,0.014200317960370296,0.021895342350149692,0.021537339647462284,0.026472398190174558,0.005505741138311052,0.0018974956048675475,0.0033204866178023207,0.0020846755668071162,0.0024027757874705118,0.0013534768818566408,-0.00016101798443650048,0.007467071926733206,0.006752567673771415
Llama 3 8B,Nf4,0,EN-GR,300,300,0.050370910374014116,0.030937396457803103,0.06043715547869803,0.04838101738360698,0.021141526865957393,0.016103421204646452,0.026172532362070337,0.027156454713621235,0.10379867189401462,0.049552313455141626,0.02288640783307373,0.037171898858911694,0.0033333333333333335,0.03810956441471146,0.0033333333333333335,0.0033333333333333335,0.0005399698014453344,0.003072570314675578,0.7949206349206349,0.7627777777777778,0.9820000000000001,0.9886666666666667,0.9688333333333332,0.9616666666666667,0.8652271159489949,0.8930219330390294,0.859275171160698,0.4620022917086111,0.048235097979384634,0.029021409795181086,0.05663028145675921,0.04261906444250802,0.021331553749122833,0.014200317960370296,0.021895342350149692,0.021537339647462284,0.026472398190174558,0.0021358123946294827,0.0019159866626220177,0.0038068740219388206,0.0057619529410989564,-0.00019002688316543948,0.0019031032442761563,0.0009910654829240369,0.01563455921144941,0.0116371662245369
Llama 3 8B,Full Model,1,GR-EN,300,300,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.024461219323199602,0.02399247603652107,0.05575358024625718,0.07547957920278496,0.02619611667945393,0.0,0.0,0.02181948401355676,0.0,0.0,0.0,0.0007280319535221494,0.7953571428571429,0.7729365079365079,0.9758333333333333,0.9947222222222223,0.943888888888889,0.9705555555555556,0.8763690368334452,0.9191538057724635,0.8706182811657588,0.5989440776382611,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama 3 8B,2bit 10% Fast Spqr,0,GR-EN,300,300,0.10187598241230714,0.08311460138276545,0.11026667295829488,0.08901427900477682,0.05752711899262504,0.057729687335546225,0.05943093017081625,0.0564490286985745,0.18866989807348017,0.13516508811417563,0.05890569582481993,0.019303725776264845,0.006666666666666667,0.030851713368834358,0.0,0.13,0.00635872450220843,0.12132384407778748,0.7212365283738674,0.6907539682539683,0.9838888888888889,0.9327222222222222,0.9483333333333334,0.9211111111111111,0.7315385752171278,0.7391111043592294,0.6788149393598238,0.4014079926700109,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.07001034294205036,0.04293094475852672,0.06275431311167445,0.041274277787751806,0.042145000151311486,0.03665077270213607,0.032709579145366,0.019303725776264845,0.009032229355277598
Llama 3 8B,2bit 5% Spqr,0,GR-EN,300,300,0.40522277293967324,0.31172086256862563,0.3555391271399073,0.23942644268457955,0.34932456224133585,0.27083547995997637,0.2151371578627458,0.20186825242473347,0.6512065987149381,0.46245885532116726,0.46314475381284786,0.04025508329810208,0.04,0.01810076977880937,0.0,0.6266666666666667,0.054861897857134315,0.530636319346826,0.7475252525252525,0.5369444444444444,0.8776746031746031,0.9078333333333334,0.8672321428571428,0.8877777777777777,0.30196789337787777,0.30884991922493404,0.3493595238029956,0.15676397851943144,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.37335713346941646,0.2715372059443869,0.3080267672932869,0.19168644146755454,0.33394244340002227,0.2497565653265662,0.43694863713339394,0.04025508329810208,-0.0037187142347473896
Llama 3 8B,4bit K-Means,0,GR-EN,300,300,0.09485525747385899,0.06351587158566065,0.0988419422254221,0.07262388427804271,0.048015113618590885,0.047542742896758895,0.04926702503150483,0.05100443475824066,0.18728363377148127,0.09200043710198239,0.04122408534135678,0.0,0.0,0.02088881240430129,0.0,0.10666666666666667,0.0038095238095238095,0.10789425244023912,0.7611666666666667,0.6684523809523809,0.9692222222222222,0.9908888888888888,0.8927777777777777,0.9505555555555556,0.7488662211348613,0.7626878148534646,0.7494504204392434,0.453677627159688,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.06298961800360221,0.02333221496142191,0.05132958237880166,0.0248838830610177,0.03263299477727733,0.02646382826334874,0.015027968661902848,0.0,-0.00093067160925547
Llama 3 8B,4bit Omniquant,0,GR-EN,300,300,0.07467664616729872,0.03872674997265811,0.08205323254682292,0.048542626067273865,0.027639217185566865,0.023171376682937152,0.029928814597935862,0.03389954355968203,0.16646190671839342,0.059109329675355156,0.04987303139789681,0.0,0.0,0.020342398630364963,0.0,0.16,0.0033333333333333335,0.12398538178625462,0.775968253968254,0.7668253968253967,0.985,0.991388888888889,0.9380555555555556,0.9605555555555556,0.8472241809902091,0.8812175016353527,0.8436010087529818,0.566068603366318,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.04281100669704194,-0.0014569066515806237,0.034540872700202487,0.0008026248502488523,0.01225709834425331,0.002092462049526997,0.023676914718442882,0.0,-0.0014770853831917972
Llama 3 8B,4bit Optimized GPTQ,0,GR-EN,300,300,0.045594850190425064,0.03879646726989247,0.05847542353602701,0.04911236946341712,0.020625664842864187,0.021376142448204658,0.027135108218413837,0.027263014952815735,0.08902377750999715,0.067750244408657,0.03121198148190547,0.0,0.0,0.02135132866460461,0.0,0.03666666666666667,0.0,0.028668811180269652,0.7848015873015872,0.7613492063492063,0.976388888888889,0.9947222222222223,0.9422222222222223,0.9505555555555556,0.8646507994333903,0.9040293425321579,0.8596257823705673,0.5764863425747573,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.013729210720168285,-0.0013871893543462646,0.010963063689406576,0.001372368246392107,0.005243546001550631,0.0002972278147945033,0.005015864802451541,0.0,-0.0004681553489521498
Llama 3 8B,4bit Spinquant,0,GR-EN,300,300,0.034088987052029514,0.035411304432149154,0.04766804134015901,0.04635707309253631,0.01583251285179465,0.01836414879469874,0.023276339655583508,0.023650629706274837,0.0631581086487104,0.06421913479547389,0.027039308422803873,0.0,0.0,0.021281337761310092,0.0,0.0,0.00012820512820512774,0.0015958605664488014,0.8080555555555555,0.7678769841269841,0.9741666666666666,0.9947222222222223,0.9472222222222223,0.9555555555555556,0.8761990070343018,0.9164732658863067,0.8670863840977351,0.5894781889328714,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.0022233475817727347,-0.004772352192089581,0.00015568149353857585,-0.0013829281244887026,0.0004503940104810932,-0.0027147658387114137,0.0008431917433499442,0.0,-0.0005381462522466678
Llama 3 8B,4bit Static GPTQ,0,GR-EN,300,300,0.036749205047649953,0.036947304442128986,0.052191143564892364,0.04628595513001453,0.01622890134259584,0.020065429884463307,0.02511172896294859,0.02481255014538358,0.06890698483740543,0.06596393329654007,0.029396995063258907,0.0,0.0,0.021116214054331926,0.0,0.006666666666666667,0.0,0.007153386283288244,0.7817460317460317,0.7693253968253968,0.9775,0.9947222222222223,0.9405555555555556,0.9705555555555556,0.8736148991187414,0.9140004702409108,0.8664536215861638,0.5933225215793905,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.004883565577393174,-0.003236352182109749,0.004678783718271927,-0.0014540460870104827,0.0008467825012822856,-0.0010134847489468475,0.003200878383804978,0.0,-0.0007032699592248344
Llama 3 8B,4bit True GPTQ,0,GR-EN,300,300,0.03584651656897182,0.04165377777832734,0.05258540798356528,0.05158989914397601,0.01636908759865926,0.02410154154604275,0.024876955654000558,0.027902393921133858,0.06629350645425566,0.07295739786780542,0.02864479574939525,0.0,0.0,0.021971506682998753,0.0,0.01,0.0033333333333333335,0.006517081873006852,0.7743253968253968,0.7475992063492063,0.9775,0.9947222222222223,0.9405555555555556,0.9672222222222223,0.8688014840086301,0.9087210299323002,0.864552361468474,0.5836954380384888,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.003980877098715044,0.0014701211540886078,0.005073048136944841,0.003849897926951,0.000986968757345703,0.003022626912632595,0.0024486790699413223,0.0,0.00015202266944199308
Llama 3 8B,Analytical Net Mngr 5GB,0,GR-EN,300,300,0.2848958383990119,0.18019847753587723,0.24595864679108875,0.152478598138115,0.19253056531739296,0.15591344426211062,0.14564347320520415,0.13584545660653455,0.5165134766744386,0.2488365317389865,0.21225130828690872,0.0,0.0,0.010766495838293954,0.0,0.44333333333333336,0.01259999590356733,0.3537475610446025,0.8206111111111111,0.5644444444444445,0.9633888888888889,0.9442222222222222,0.8412222222222222,0.9177777777777777,0.303419829759902,0.32267594230671726,0.4710603597263495,0.23980397709588053,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.2530301989287551,0.1400148209116385,0.1984462869444683,0.10473859692109,0.1771484464760794,0.13483452962870046,0.1860551916074548,0.0,-0.011052988175262806
Llama 3 8B,Empirical Net Mngr 5.5GB,0,GR-EN,300,300,0.11898407412779292,0.05207836815854293,0.11361927849295578,0.06120751588974334,0.05824377933563476,0.03428559511863118,0.053255054580614206,0.057332900072019806,0.2454533884671298,0.0646166092849778,0.04084500894972271,0.0,0.0,0.01851683947946583,0.0,0.15666666666666668,0.0038095238095238095,0.13782857907313664,0.745218253968254,0.7128571428571429,0.9753333333333334,0.9942222222222221,0.935,0.9572222222222223,0.7738499976694584,0.7975646419574817,0.7751223443945249,0.4980187901118893,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.08711843465753615,0.011894711534304193,0.06610691864633533,0.013467514672718325,0.042861660494321205,0.013206680485221028,0.014648892270268783,0.0,-0.0033026445340909316
Llama 3 8B,Fp4,0,GR-EN,300,300,0.04381202922104689,0.038385795586254885,0.05737701243323801,0.04801241904406589,0.01851924629933979,0.02350797300378238,0.025467598681618957,0.028993393118759803,0.08744924268218192,0.06265602063622246,0.033766779572709356,0.0,0.0,0.020099867527752127,0.0,0.04,0.0033333333333333335,0.02999997086311417,0.7875396825396825,0.7619642857142858,0.976388888888889,0.9947222222222223,0.9405555555555556,0.9722222222222223,0.8669506369779507,0.9013380692029993,0.856150514682134,0.5782179399414927,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.011946389750790112,-0.00179786103798385,0.009864652586617575,0.00027241782704087725,0.0031371274580262332,0.0024290583703722238,0.007570662893255427,0.0,-0.0017196164858046328
Llama 3 8B,Fp4 AWQ,0,GR-EN,300,300,0.04673324001842322,0.03074801953538353,0.06160406595185229,0.04384048508838675,0.019606550496718736,0.015918630283906388,0.024459536920300645,0.024926144565436396,0.09613363263825027,0.051399283756807815,0.035341053517692116,0.0,0.0,0.02115291544994457,0.0,0.043333333333333335,0.0,0.032758705739776545,0.7627420634920635,0.7613690476190476,0.976388888888889,0.9947222222222223,0.9372222222222223,0.9672222222222223,0.8694156966606776,0.9060076538721721,0.8566636800765991,0.5828364326586429,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.014867600548166438,-0.009435637088855205,0.014091706105231853,-0.0038995161286382654,0.0042244316554051805,-0.005160284349503767,0.009144936838238187,0.0,-0.000666568563612191
Llama 3 8B,Fp8,0,GR-EN,300,300,0.03498928561779932,0.03737870281015517,0.04979008248049592,0.04605931515946864,0.01641665925576712,0.020758068101458534,0.024200176060406278,0.023751458299284083,0.06435102153722458,0.0676265820297229,0.027045567203353493,0.0,0.0,0.0211237468808406,0.0,0.0033333333333333335,0.0,0.0036387631975867275,0.7921031746031746,0.773968253968254,0.976388888888889,0.9947222222222223,0.938888888888889,0.9705555555555556,0.8753969248135884,0.9181453891595205,0.870545563697815,0.5956662859384032,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.0031236461475425414,-0.0028049538140835634,0.0022777226338754827,-0.00168068605755637,0.001034540414453564,-0.00032084653195162127,0.0008494505238995642,0.0,-0.0006957371327161593
Llama 3 8B,Fp8 Per Tensor,0,GR-EN,300,300,0.03607014353799061,0.03552911276126054,0.05071049465018534,0.04560300692821899,0.017722371983331597,0.018634850870466357,0.02428307858775671,0.02411381142673653,0.06620498004288353,0.06383867598657875,0.028339030578705772,0.0,0.0,0.02139069184130734,0.0,0.0033333333333333335,0.0,0.0034017149532921055,0.7925793650793651,0.7701587301587302,0.9730555555555557,0.9947222222222223,0.9405555555555556,0.9672222222222223,0.8730915640791257,0.9142077452937762,0.8683117038011551,0.5928806681845283,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.00420450406773383,-0.004654543862978193,0.0031981348035649004,-0.002136994288806024,0.002340253142018042,-0.002444063762943798,0.002142913899251843,0.0,-0.00042879217224942034
Llama 3 8B,Int2 Batch16,0,GR-EN,300,300,0.18487373659487752,0.41157987263746637,0.16331959847657893,0.32103936132139926,0.14129710580217078,0.37667854678887225,0.10774026341702547,0.35934606051400153,0.3055838405654363,0.4987150106095255,0.07851516320405923,0.0,0.0,0.00225534133361046,0.0,0.4533333333333333,0.2946321985966778,0.1382270557803437,0.9133838383838383,0.5186111111111111,0.9966666666666667,0.8577777777777778,0.9557936507936508,0.86,0.20763610648456962,0.19654407048903522,0.4063143197695414,0.1604935638215648,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.15300809712462074,0.37139621601322764,0.11580723862995848,0.2732993601043743,0.12591498696085723,0.3555996321554621,0.0523190465246053,0.0,-0.0195641426799463
Llama 3 8B,Int4,0,GR-EN,300,300,0.03438929133176879,0.03402336177215326,0.05043130889827922,0.04441596354317102,0.01548666800715181,0.016918790909497994,0.023533372767011382,0.023426619612161696,0.06414783322114316,0.06172467479480007,0.028643846988448907,0.0,0.0,0.021117846925290094,0.0,0.0033333333333333335,0.0,0.004043345543345543,0.784579365079365,0.7736111111111111,0.976388888888889,0.9947222222222223,0.9405555555555556,0.9672222222222223,0.873981908361117,0.9124060297012329,0.8662501190106074,0.5902304316016248,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.0025236518615120093,-0.006160294852085475,0.0029189490516587854,-0.0033240376738539953,0.00010454916583825524,-0.004160123723912161,0.0024477303089949776,0.0,-0.0007016370882666663
Llama 3 8B,Int4 AWQ,0,GR-EN,300,300,0.03531188280199405,0.042907257474092145,0.05023665824212364,0.04992663461364687,0.01636539289145029,0.022843225244450243,0.02626046969673546,0.0256062152840593,0.06330978581779641,0.08027233189376687,0.02642265692072732,0.0,0.0,0.021148098153161758,0.0,0.0,0.0,0.0011805555555555554,0.7867460317460317,0.7690476190476191,0.981388888888889,0.9947222222222223,0.9372222222222223,0.9638888888888889,0.8722734002272288,0.912068146665891,0.8678504673639933,0.5894061289337426,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.003446243331737271,0.0027236008498534095,0.0027242983955031996,0.0021866333966218537,0.000983274050136736,0.0017643106110400882,0.00022654024127339092,0.0,-0.0006713858603950018
Llama 3 8B,Int8,0,GR-EN,300,300,0.0356796622529637,0.0360993134209614,0.05076421050028483,0.04488720246166168,0.016997035467839337,0.019657478868507154,0.02387514122496533,0.023506725553130492,0.06616681006608643,0.06513373584124657,0.027919972863988597,0.0,0.0,0.02119922065027722,0.0,0.0033333333333333335,0.0,0.003224725075215271,0.7859920634920634,0.7786904761904762,0.976388888888889,0.9947222222222223,0.938888888888889,0.9705555555555556,0.8767157405614853,0.9189921434720357,0.8699264399210612,0.5957874395788275,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.0038140227827069204,-0.004084343203277337,0.003251850653664394,-0.002852798755363331,0.0016149166265257819,-0.0014214357649030007,0.001723856184534668,0.0,-0.0006202633632795412
Llama 3 8B,Int8 A8W8,0,GR-EN,300,300,0.03416789637180822,0.03680827411654725,0.050267011107676965,0.0455412984659014,0.015083592544289974,0.018889031853197426,0.02417257025163692,0.023991545153670753,0.06324752631949777,0.06754424534277358,0.028052104744420606,0.0,0.0,0.021641303242357298,0.0,0.0033333333333333335,0.0,0.003739495798319328,0.7859126984126984,0.7762698412698412,0.9730555555555557,0.9947222222222223,0.9405555555555556,0.9705555555555556,0.8742485489447912,0.9164523830016454,0.8682725075880686,0.594810719988563,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.00230225690155144,-0.0033753825076914823,0.0027546512610565274,-0.0021987027511236115,-0.0002985262970235814,-0.0021898827802127284,0.0018559880649666773,0.0,-0.00017818077119946193
Llama 3 8B,Int8 Bookends,0,GR-EN,300,300,0.035315598412486736,0.035810220352402646,0.05069394632010204,0.044721028218034316,0.016336535294027555,0.019021425361942602,0.02400394240108609,0.023498609919793603,0.06560631754234655,0.06491062577547174,0.028288563000504318,0.0,0.0,0.021373219849336465,0.0,0.0033333333333333335,0.0,0.004536453470277,0.7886904761904762,0.7771825396825397,0.9730555555555557,0.9947222222222223,0.943888888888889,0.9738888888888889,0.8739543024698894,0.9169964644312859,0.8687941847244899,0.594455257366267,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.0034499589422299567,-0.00437343627183609,0.0031815864734816013,-0.0030189729989906974,0.0009544164527139996,-0.0020574892714675524,0.002092446321050389,0.0,-0.0004462641642202954
Llama 3 8B,Nf4,0,GR-EN,300,300,0.03710588925954065,0.03759164855723962,0.05276468273701719,0.047862664479631875,0.01631897909181505,0.021248003674637722,0.025489837451932628,0.02499344675719675,0.06950885123487427,0.0665334952398844,0.02914388464995818,0.0,0.0,0.02115785387569985,0.0,0.013333333333333334,0.0,0.010791943681969257,0.7824365079365079,0.7562896825396825,0.9741666666666666,0.9947222222222223,0.943888888888889,0.9722222222222223,0.8712536036968231,0.9102289712429047,0.865291445851326,0.5872583019655501,0.03186563947025678,0.040183656624238735,0.04751235984662044,0.04774000121702501,0.015382118841313555,0.021078914633410155,0.02619611667945393,0.0,0.02181948401355676,0.00524024978928387,-0.0025920080669991144,0.005252322890396753,0.0001226632626068619,0.000936860250501494,0.00016908904122756724,0.0029477679705042503,0.0,-0.0006616301378569098
Llama Krikri 8B,Full Model,1,EN-GR,300,300,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02688632933728382,0.02813111214506335,0.11167776253158557,0.04942566814211173,0.02141830152856738,0.029200750156441982,0.0,0.037183869152194904,0.0,0.0,0.0005769230769230765,0.0,0.8250555555555557,0.8083333333333333,0.9870000000000001,0.9886666666666667,0.9744444444444443,0.9666666666666667,0.8737128833929698,0.9133872131506602,0.9030961501598358,0.5470302904699348,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Llama Krikri 8B,2bit 10% Fast Spqr,0,EN-GR,300,300,0.050872012774748746,0.0342510096245146,0.07908760642534708,0.0773046622266524,0.026158741182201545,0.020346240810386645,0.028058859160515162,0.028412699584274424,0.09839843798152953,0.05399408847888274,0.02504640469401391,0.205975215747777,0.17,0.20455956431011568,0.16333333333333333,0.0033333333333333335,0.0020338923561920067,0.003611111111111111,0.7170833333333333,0.7369444444444445,0.9911666666666668,0.9845,0.9727777777777777,0.9166666666666666,0.8845573445161183,0.8847958622376124,0.8238560634851456,0.4203853452276036,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,-0.0027784925341350283,0.003805639217749658,0.02136351159742872,0.0346800960584476,0.00377131712441962,0.006566909877266913,0.0036281031654465286,0.17677446559133503,0.16737569515792078
Llama Krikri 8B,2bit 5% Spqr,0,EN-GR,300,300,0.027324899836557292,0.046325604180621656,0.1492660184611919,0.20385782474232553,0.021711649313318253,0.026437913813050298,0.02327649268959989,0.02534914131211395,0.036986557506753726,0.08718975741670071,0.024883946720576592,0.997053796390875,0.9966666666666667,0.9214979904289223,0.91,0.05,0.03887872543600839,0.0035540123456790124,0.4238888888888889,0.6241666666666666,0.9861666666666667,0.9728333333333334,1.0,0.8166666666666667,0.920552742871611,0.8012608807285627,0.5069932413101196,0.013879780658286819,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,-0.026325605472326482,0.015880233773856715,0.09154192363327353,0.16123325857412074,-0.0006757747444636718,0.012658582879930566,0.0034656451920092105,0.967853046234433,0.8843141212767274
Llama Krikri 8B,4bit K-Means,0,EN-GR,300,300,0.055735166977447716,0.03161100739166854,0.06254991001726061,0.0496464552062785,0.02596876631205546,0.016052008891326842,0.028248099689987535,0.029442686129283246,0.11298863493030017,0.04933832715439552,0.021857736589692055,0.06653883438152143,0.023333333333333334,0.07270294262399168,0.023333333333333334,0.013333333333333334,0.0023103614802838985,0.007152263430309498,0.8175634920634921,0.7972222222222222,0.9881111111111112,0.9886666666666667,0.9744444444444443,0.96,0.8741295520712932,0.9027927274505297,0.8781162548065186,0.5167917052885785,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,0.002084661668563942,0.0011656369849036008,0.004825815189342247,0.0070218890380737,0.003581342254273534,0.00227267795820711,0.0004394350611246732,0.03733808422507945,0.03551907347179678
