Base_Model,Quantization,Is_Full_Model,Direction,Sentences,Unique_Sentences,Hallucination_Risk,Omission_Risk,Expanded_Hallucination_Risk,Expanded_Omission_Risk,Unsupported_Target_Ratio,Uncovered_Source_Ratio,Target_Null_Mass_Mean,Source_Null_Mass_Mean,Target_Mutual_Unaligned_Ratio,Source_Mutual_Unaligned_Ratio,Degeneration_Risk,Off_Target_Score,Off_Target_Flag,Source_Token_Copy_Ratio,Source_Copy_Flag,Extreme_Length_Flag,Short_Output_Risk,Long_Output_Risk,Entity_Precision,Entity_Recall,Number_Precision,Number_Recall,Negation_Precision,Negation_Recall,Source_Output_LaBSE_Cosine,Reference_Output_LaBSE_Cosine,COMET,chrF,Full_Hallucination_Risk,Full_Omission_Risk,Full_Expanded_Hallucination_Risk,Full_Expanded_Omission_Risk,Full_Unsupported_Target_Ratio,Full_Uncovered_Source_Ratio,Full_Degeneration_Risk,Full_Off_Target_Score,Full_Source_Token_Copy_Ratio,Excess_Hallucination_Risk,Excess_Omission_Risk,Excess_Expanded_Hallucination_Risk,Excess_Expanded_Omission_Risk,Excess_Unsupported_Target_Ratio,Excess_Uncovered_Source_Ratio,Excess_Degeneration_Risk,Excess_Off_Target_Score,Excess_Source_Token_Copy_Ratio
Llama Krikri 8B,4bit Omniquant,0,EN-GR,300,300,0.049355080614354695,0.02996864750231056,0.053030563268852936,0.04188892098561109,0.02146733936251896,0.013746769596148442,0.02549882917922057,0.026465940854672767,0.10109907330132455,0.04969323205611045,0.020585514142024922,0.03270255666781563,0.0,0.041020548334379243,0.0,0.0,0.000872662425294003,3.584229390681e-05,0.8486111111111111,0.8215,0.9850555555555555,0.9861666666666667,0.9722222222222223,0.9633333333333334,0.8787730878591538,0.9151526345809301,0.9007278583447138,0.5438093685682459,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,-0.004295424694529079,-0.0004767229044543818,-0.004693531559065427,-0.000735645182593711,-0.0009200846952629634,-3.256133697128981e-05,-0.0008327873865424593,0.003501806511373648,0.0038366791821843396
Llama Krikri 8B,4bit Optimized GPTQ,0,EN-GR,300,300,0.054320088382958855,0.02975831225143714,0.05696113811569809,0.04162791149524108,0.02479408622974625,0.013630676016919639,0.026965518930834473,0.02841865134212759,0.11120065998829584,0.047225609395264184,0.021208602745855298,0.028836724227949754,0.0,0.036772333405175835,0.0,0.0,0.0004750737067810231,0.0,0.8340079365079366,0.8143888888888888,0.9866666666666667,0.9879999999999999,0.9744444444444443,0.9666666666666667,0.8779208485285441,0.9141144408782323,0.9020046470562617,0.5465266801123289,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,0.0006695830740750808,-0.0006870581553278,-0.000762956712220271,-0.000996654672963719,0.002406662171964325,-0.00014865491620009302,-0.00020969878271208386,-0.000364025928492228,-0.0004115357470190692
Llama Krikri 8B,4bit Spinquant,0,EN-GR,300,300,0.04682590053454113,0.03168544898547997,0.05493176898511294,0.0446069525190378,0.021447735599922555,0.015274408561567645,0.025773803454820672,0.026673077406925122,0.09325616254888015,0.05310886098794717,0.0192386371481588,0.03166300102763957,0.0,0.03880460780242348,0.0,0.0,0.0011890732691368945,0.0,0.8173333333333332,0.8038888888888889,0.9789444444444445,0.9836666666666667,0.976111111111111,0.9633333333333334,0.877948435942332,0.9133478107055029,0.8994165041049321,0.5353147050851796,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,-0.0068246047743426436,0.0012400785787150329,-0.002792325842805421,0.0019823863508329972,-0.0009396884578593695,0.0014950776284479127,-0.002179664380408581,0.0024622508711975855,0.0016207386502285759
Llama Krikri 8B,4bit Static GPTQ,0,EN-GR,300,300,0.05409081552235764,0.03283295985960067,0.05683388222355985,0.04462637382986568,0.022780816647020252,0.015601349917845099,0.028406821046338914,0.02948121107290198,0.11108480887371373,0.05341631858805492,0.022715536952964473,0.031180542723921175,0.0,0.039188698696081235,0.0,0.0,0.0008214533214533207,0.0,0.8401984126984127,0.8042777777777778,0.9836666666666667,0.9886666666666667,0.9713333333333333,0.9666666666666667,0.8742554531494776,0.9113236457109452,0.9005570447444916,0.5404350838054008,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,0.0004403102134738629,0.0023875894528357297,-0.000890212604358509,0.00200180766166088,0.0003933925892383276,0.0018220189847253671,0.0012972354243970911,0.001979792567479193,0.0020048295438863314
Llama Krikri 8B,4bit True GPTQ,0,EN-GR,300,300,0.053070415137677775,0.03045137532556249,0.05573654579137699,0.04274761833734465,0.025031748418860914,0.01577079354341064,0.02712857560853097,0.02849233322821941,0.10705092138564143,0.047090999205057424,0.020868088780228024,0.033034290509923,0.0,0.04071808763554314,0.0,0.0,0.0003571428571428569,0.0006984126984126984,0.843388888888889,0.8123333333333332,0.9867222222222222,0.9878333333333335,0.9744444444444443,0.9666666666666667,0.8758790121475856,0.9121187480290731,0.9008513015508651,0.5403815964470947,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,-0.0005800901712059991,6.004918797548886e-06,-0.0019875490365413723,0.0001230521691398534,0.0026443243610789896,0.0019914626102909092,-0.0005502127483393571,0.0038335403534810186,0.003534218483348235
Llama Krikri 8B,Analytical Net Mngr 4.5GB,0,EN-GR,300,300,0.14981223864236995,0.13865487778278693,0.23572059393597594,0.2257986524142301,0.10969262517370325,0.107735563269384,0.08877492115542421,0.09127165173059128,0.2509691695979824,0.21695741834838553,0.15764387487993298,0.7597210367066881,0.75,0.5589675170673863,0.5166666666666667,0.2866666666666667,0.07882966399348498,0.1494699722077028,0.4475,0.6108333333333333,0.8630178268251274,0.9283888888888888,0.9666666666666667,0.82,0.6408145556420398,0.5753444428400447,0.41827910880247754,0.040224124636941215,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,0.09616173333348618,0.10820950737602199,0.1779964991080576,0.18317408624602532,0.08730520111592133,0.09395623233626427,0.1362255733513656,0.7305202865502461,0.5217836479151914
Llama Krikri 8B,Empirical Net Mngr 5.5GB,0,EN-GR,300,300,0.05966060879826685,0.03324503968127979,0.062463028269839134,0.04536172976644817,0.028777018588016935,0.01666813213531966,0.03058811875684362,0.032525464025926036,0.11961668904994002,0.05054152288259366,0.02083268870914473,0.03214020887056234,0.0,0.03913094185810324,0.0,0.0,0.0008919413919413908,0.0,0.8119999999999999,0.8023333333333333,0.9903333333333334,0.9853333333333334,0.9755555555555556,0.9666666666666667,0.8710013924042384,0.9037888381878535,0.8883011935154597,0.5350915291429051,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,0.0060101034893830785,0.002799669274514846,0.0047389334419207715,0.0027371635982433723,0.006389594530235011,0.0028888012021999285,-0.0005856128194226505,0.002939458714120359,0.0019470727059083329
Llama Krikri 8B,Fp4,0,EN-GR,300,300,0.052023273816830244,0.02886714290865638,0.05563639315483957,0.0428002498576817,0.023614749410247698,0.013388414093993986,0.026387376903771895,0.027401794237808388,0.10606769513647113,0.045811220394166775,0.020829205484938707,0.03333697688466372,0.0,0.04094414769642276,0.0,0.0,0.0006582238899312062,0.0,0.8375555555555556,0.8031666666666666,0.9858888888888888,0.9886666666666667,0.9744444444444443,0.9666666666666667,0.8785266453027725,0.9143796513477961,0.9030429899692536,0.5467421171555485,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,-0.0016272314920535297,-0.0015782274981085594,-0.0020877016730787915,0.00017568368947690205,0.0012273253524657732,-0.00039091683912574615,-0.0005890960436286743,0.00413622672822174,0.003760278544227856
Llama Krikri 8B,Fp4 AWQ,0,EN-GR,300,300,0.05360086047065907,0.029914021979587157,0.05593274913428904,0.041695655854465746,0.023858966786144065,0.013377059944283776,0.026777734050625602,0.028224897318619824,0.11016588057520754,0.04814010867585788,0.021832598438087433,0.028706799906388508,0.0,0.037129704865343956,0.0,0.0,0.0005769230769230765,0.0,0.8413888888888889,0.8126111111111111,0.9870000000000001,0.9886666666666667,0.9744444444444443,0.97,0.8762983820835749,0.9151656170686086,0.9031432304779689,0.5485074730932258,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,-4.964483822470639e-05,-0.0005313484271777837,-0.0017913456936293204,-0.0009289103137390536,0.0014715427283621407,-0.00040227098883595554,0.00041429690952005105,-0.0004939502500534744,-5.416428685094815e-05
Llama Krikri 8B,Fp8,0,EN-GR,300,300,0.053238253965872104,0.030135237153362394,0.05724019425317852,0.04365173348538027,0.023969317213116913,0.013109491357376253,0.026558523542444742,0.027967181512245674,0.10918692114205465,0.04932903859046525,0.021526516416577338,0.02947828899412577,0.0,0.03772636517458432,0.0,0.0,0.0006721611721611713,0.0,0.8274444444444444,0.7969444444444445,0.9870000000000001,0.9886666666666667,0.9744444444444443,0.9666666666666667,0.8746400505304337,0.9133273404836655,0.9025142965714137,0.5443637733905354,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,-0.00041225134301167005,-0.0003101332534025461,-0.00048390057473984144,0.0010271673171754689,0.0015818931553349888,-0.0006698395757434791,0.00010821488800995607,0.0002775388376837877,0.0005424960223894132
Llama Krikri 8B,Fp8 Per Tensor,0,EN-GR,300,300,0.05365437317353815,0.03143860809882303,0.05678256867046305,0.04298748310629351,0.022873571140433143,0.014772766949044502,0.02782896815357302,0.028795298386646073,0.11026058022660827,0.05074775896077852,0.021391770827425965,0.030067359335787646,0.0,0.037612314096672476,0.0,0.0,0.0006135531135531131,0.0,0.8350555555555556,0.8111111111111111,0.9870000000000001,0.9886666666666667,0.9744444444444443,0.9666666666666667,0.8737567567825317,0.912912412683169,0.901716049114863,0.5420244449264648,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,3.867864654373554e-06,0.0009932376920580924,-0.0009415261574553108,0.00036291693808870873,0.0004861470826512185,0.0009934360159247705,-2.6530701141416063e-05,0.0008666091793456641,0.0004284449444775726
Llama Krikri 8B,Int2 Batch16,0,EN-GR,300,300,0.01138290257986884,0.017619022733406875,0.13303361797172977,0.18265900093517695,0.009462038153417464,0.009168198548933878,0.009152767474437088,0.009976239201707563,0.015533902111751968,0.03371263044957918,0.02077450829732966,0.9503061224489795,0.95,0.9341667524091701,0.9333333333333333,0.03333333333333333,0.019479332376485265,0.00045751633986928093,0.43944444444444447,0.6255555555555555,0.9942222222222221,0.9736666666666668,1.0,0.82,0.95555378669252,0.8249318252007166,0.525648371130228,0.023789800684490728,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,-0.04226760272901493,-0.012826347673358066,0.07530952314381141,0.14003443476697214,-0.012925385904364461,-0.004611132384185854,-0.0006437932312377201,0.9211053722925375,0.8969828832569753
Llama Krikri 8B,Int4,0,EN-GR,300,300,0.05435738404887154,0.029158993939728622,0.058522140161163506,0.04092615525167262,0.024267032863867968,0.013031749883401103,0.026446697352076103,0.027716318734849442,0.11235842193067055,0.04672891320093533,0.020886965925680734,0.028781651327304345,0.0,0.03679560438141059,0.0,0.0,0.0004750737067810231,0.0,0.8178888888888889,0.8176111111111111,0.9903333333333334,0.9886666666666667,0.9744444444444443,0.9666666666666667,0.8750907675425211,0.9126731000343958,0.9013596687714259,0.5455334001161714,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,0.0007068787399877666,-0.0012863764670363181,0.000798045333245144,-0.001698410916532181,0.001879608806086043,-0.0007475810497186292,-0.0005313356028866477,-0.0004190988291376367,-0.00038826477078431065
Llama Krikri 8B,Int4 AWQ,0,EN-GR,300,300,0.05054963115849338,0.029583256904148213,0.056118486853937825,0.04240787577019668,0.020928974041992822,0.013015552355412392,0.026347407760375592,0.02732996598887955,0.10437251167311173,0.0484042523681527,0.021225497688883745,0.0292021362728653,0.0,0.03615770976115705,0.0,0.0,0.0005525030525030521,0.0,0.8227777777777778,0.8063888888888888,0.9856111111111111,0.9870000000000001,0.976111111111111,0.9666666666666667,0.8773533260822296,0.9170811674992243,0.9030482425292333,0.5466226852738187,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,-0.003100874150390391,-0.0008621135026167272,-0.001605607973980537,-0.00021669039800811807,-0.0014584500157891027,-0.00076377857770734,-0.00019280383968363693,1.3861164233179568e-06,-0.0010261593910378536
Llama Krikri 8B,Int8,0,EN-GR,300,300,0.052308098768922395,0.030540041829185197,0.05657198945224263,0.04300919546103868,0.022527726882943903,0.01338146098193762,0.026652626266160263,0.02809833442776899,0.10774394315766302,0.05014033007784898,0.021795921143583256,0.029788131241922897,0.0,0.03763152336174406,0.0,0.0,0.0007087912087912078,0.0,0.8302222222222222,0.8058333333333333,0.9870000000000001,0.9886666666666667,0.9744444444444443,0.9666666666666667,0.8730817105372747,0.913791277607282,0.9022335074345271,0.5459699482070387,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,-0.0013424065399613785,9.467142242025606e-05,-0.001152105375675734,0.0003846292928338796,0.0001403028251619788,-0.0003978699511821126,0.0003776196150158742,0.0005873810854809154,0.0004476542095491545
Llama Krikri 8B,Int8 A8W8,0,EN-GR,200,200,0.053819016930585765,0.03147941764842491,0.057007491950071,0.04248046682360816,0.02568517230685646,0.013982755865960483,0.02785546966453803,0.0288652439355064,0.10791640882036281,0.05159025314380785,0.020767432965253255,0.0297225312684812,0.0,0.03753463736486425,0.0,0.0,0.00047252747252747156,0.0,0.83075,0.8134999999999999,0.9904999999999999,0.988,0.9716666666666667,0.9725,0.8746987837553024,0.9137239989638328,0.8995150473713874,0.5471765126356395,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,0.00016851162170199163,0.001034047241659966,-0.000716602877847361,-0.00014409934459663765,0.003297748249074535,0.00020342493284075149,-0.0006508685633141269,0.0005217811120392171,0.0003507682126693487
Llama Krikri 8B,Int8 Bookends,0,EN-GR,300,300,0.054394702016697674,0.031479019819935644,0.05691088048205463,0.04224920665882924,0.024663776940472937,0.015485146976510752,0.027999732948545297,0.029302375239924607,0.11052059616107478,0.04964953724337156,0.02100775225964132,0.030113337512841683,0.0,0.038282293085463895,0.0,0.0,0.0005256410256410247,0.0,0.8400555555555556,0.819,0.9803333333333334,0.9886666666666667,0.9744444444444443,0.9666666666666667,0.8754507442315419,0.9152494978904724,0.902516546646754,0.546610348987922,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,0.0007441967078139003,0.0010336494131707036,-0.0008132143458637331,-0.0003753595093755613,0.002276352882691013,0.0017058160433910206,-0.0004105492689260616,0.0009125873563997008,0.001098423933268991
Llama Krikri 8B,Nf4,0,EN-GR,300,300,0.05120014975690812,0.031429475523300575,0.05583178752831465,0.04501664629985635,0.02343037919261441,0.015444338521334939,0.02720999507798996,0.028443539042469244,0.10296007500011999,0.05040054900609754,0.019445984572047856,0.03286051091736215,0.0,0.041426275632247274,0.0,0.0,0.0011472455148413326,0.0,0.8317222222222223,0.7954444444444444,0.9836666666666667,0.9886666666666667,0.9677777777777777,0.9666666666666667,0.8765730762481689,0.9136609160900115,0.9003921171029409,0.5450300567687996,0.053650505308883774,0.03044537040676494,0.05772409482791836,0.0426245661682048,0.022387424057781925,0.013779330933119732,0.02141830152856738,0.029200750156441982,0.037183869152194904,-0.002450355551975654,0.0009841051165356343,-0.0018923072996037127,0.0023920801316515486,0.0010429551348324871,0.001665007588215207,-0.001972316956519525,0.003659760760920165,0.00424240648005237
